Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,215.907897,[376  52] ; [ 28 100],[310.99280576 117.00719424] ; [93.00719424 34.99280576],1
p2,1,0.0,62.575391,[362  63] ; [67 62],[329.10649819  95.89350181] ; [99.89350181 29.10649819],1
p11,1,0.0,62.073129,[357  73] ; [63 66],[323.07692308 106.92307692] ; [96.92307692 32.07692308],1
r3,1,0.0,28.863746,[407  22] ; [102  26],[392.03052065  36.96947935] ; [116.96947935  11.03052065],1
v4,1,0.0,26.503697,[405  24] ; [101  26],[390.42086331  38.57913669] ; [115.57913669  11.42086331],1
r4,1,0.0,25.998742,[376  54] ; [88 41],[356.92307692  73.07692308] ; [107.07692308  21.92307692],1
n6,1,1e-06,24.824052,[351  78] ; [77 50],[330.23741007  98.76258993] ; [97.76258993 29.23741007],1
n5,1,2e-06,23.025845,[326 100] ; [70 58],[304.50541516 121.49458484] ; [91.49458484 36.50541516],1
s8,1,3e-06,21.960644,[165 264] ; [ 21 108],[143. 286.] ; [43. 86.],1
p4,1,1e-05,19.489752,[245 182] ; [45 83],[223.11711712 203.88288288] ; [66.88288288 61.11711712],1
s6,1,1.7e-05,18.54269,[238 189] ; [44 85],[216.57194245 210.42805755] ; [65.42805755 63.57194245],1
v1,1,2e-05,18.169923,[221 194] ; [41 88],[199.87132353 215.12867647] ; [62.12867647 66.87132353],1
p8,1,6.3e-05,16.022082,[214 209] ; [39 89],[194.22686025 228.77313975] ; [58.77313975 69.22686025],1
b1,1,0.000116,14.861753,[155 275] ; [71 58],[173.84615385 256.15384615] ; [52.15384615 76.84615385],1
p3,1,0.000133,14.604119,[196 232] ; [34 93],[177.36936937 250.63063063] ; [52.63063063 74.36936937],1
r2,1,0.000349,12.787031,[395  29] ; [105  22],[384.75499093  39.24500907] ; [115.24500907  11.75499093],1
s7,1,0.000388,12.590878,[169 242] ; [28 92],[152.48022599 258.51977401] ; [44.51977401 75.48022599],1
v2,1,0.001029,10.774967,[231 176] ; [50 75],[214.97556391 192.02443609] ; [66.02443609 58.97556391],0
d5,1,0.001223,10.455151,[339  90] ; [84 45],[325.20967742 103.79032258] ; [97.79032258 31.20967742],0
p6,1,0.001547,10.02145,[135 287] ; [ 22 104],[120.90145985 301.09854015] ; [36.09854015 89.90145985],0
p7,1,0.004326,8.14171,[253 166] ; [58 68],[239.09908257 179.90091743] ; [71.90091743 54.09908257],0
a5,1,0.004533,8.057069,[304 126] ; [74 55],[290.76923077 139.23076923] ; [87.23076923 41.76923077],0
d1,1,0.007146,7.23594,[238 192] ; [54 75],[224.61538462 205.38461538] ; [67.38461538 61.61538462],0
n4,1,0.009811,6.668892,[331  99] ; [84 44],[319.80286738 110.19713262] ; [95.19713262 32.80286738],0
a3,1,0.010717,6.511595,[293 135] ; [72 56],[280.97122302 147.02877698] ; [84.02877698 43.97122302],0
s1,1,0.017017,5.694632,[ 11 415] ; [  9 118],[ 15.40687161 410.59312839] ; [  4.59312839 122.40687161],0
n3,1,0.017172,5.678758,[73 27] ; [22 20],[66.90140845 33.09859155] ; [28.09859155 13.90140845],0
d4,1,0.018464,5.551546,[341  88] ; [89 39],[331.18491921  97.81508079] ; [98.81508079 29.18491921],0
a4,1,0.024493,5.059357,[186 242] ; [41 86],[175.05585586 252.94414414] ; [51.94414414 75.05585586],0
a7,1,0.026276,4.937797,[315 114] ; [81 47],[304.99820467 124.00179533] ; [91.00179533 36.99820467],0
p12,1,0.033757,4.506984,[ 27 400] ; [  2 126],[ 22.31171171 404.68828829] ; [  6.68828829 121.31171171],0
s3,1,0.039123,4.255523,[200 225] ; [47 81],[189.82820976 235.17179024] ; [57.17179024 70.82820976],0
