Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.000591,11.804106,[ 3 12] ; [40 18],[8.83561644 6.16438356] ; [34.16438356 23.83561644],1
r4,1,0.000888,11.047094,[9 6] ; [54  4],[12.94520548  2.05479452] ; [50.05479452  7.94520548],1
a7,1,0.001776,9.767867,[ 5 10] ; [44 14],[10.06849315  4.93150685] ; [38.93150685 19.06849315],0
d5,1,0.006852,7.311368,[7 8] ; [47 11],[11.09589041  3.90410959] ; [42.90410959 15.09589041],0
d4,1,0.009339,6.756898,[8 7] ; [49  9],[11.71232877  3.28767123] ; [45.28767123 12.71232877],0
a3,1,0.010092,6.618542,[ 5 10] ; [39 17],[9.29577465 5.70422535] ; [34.70422535 21.29577465],0
a5,1,0.018369,5.560586,[6 9] ; [42 16],[9.8630137 5.1369863] ; [38.1369863 19.8630137],0
s7,1,0.040634,4.191195,[ 4 11] ; [30 23],[7.5 7.5] ; [26.5 26.5],0
d2,1,0.064215,3.425025,[ 4 11] ; [31 27],[7.19178082 7.80821918] ; [27.80821918 30.19178082],0
a4,1,0.071912,3.23883,[ 3 12] ; [26 31],[6.04166667 8.95833333] ; [22.95833333 34.04166667],0
v2,1,0.08322,3.000865,[ 4 11] ; [29 27],[6.97183099 8.02816901] ; [26.02816901 29.97183099],0
p2,1,0.085788,2.951677,[9 6] ; [47 11],[11.50684932  3.49315068] ; [44.49315068 13.50684932],0
a6,1,0.103465,2.651305,[ 5 10] ; [33 25],[7.80821918 7.19178082] ; [30.19178082 27.80821918],0
s8,1,0.115611,2.475789,[ 3 12] ; [24 33],[5.625 9.375] ; [21.375 35.625],0
b5,1,0.126311,2.337265,[12  3] ; [34 24],[9.45205479 5.54794521] ; [36.54794521 21.45205479],0
r2,1,0.139405,2.18452,[13  2] ; [55  2],[14.16666667  0.83333333] ; [53.83333333  3.16666667],0
p6,1,0.14966,2.075713,[ 4 11] ; [27 30],[6.45833333 8.54166667] ; [24.54166667 32.45833333],0
p4,1,0.154559,2.026667,[7 8] ; [38 19],[9.375 5.625] ; [35.625 21.375],0
s3,1,0.17299,1.856842,[6 9] ; [34 23],[8.33333333 6.66666667] ; [31.66666667 25.33333333],0
a2,1,0.205742,1.601138,[ 1 14] ; [12 46],[ 2.67123288 12.32876712] ; [10.32876712 47.67123288],0
d3,1,0.219522,1.507495,[9 6] ; [44 14],[10.89041096  4.10958904] ; [42.10958904 15.89041096],0
n6,1,0.24088,1.375439,[13  2] ; [41 16],[11.25  3.75] ; [42.75 14.25],0
p3,1,0.24226,1.367397,[6 9] ; [33 25],[8.01369863 6.98630137] ; [30.98630137 27.01369863],0
u1,1,0.251964,1.312381,[ 1 14] ; [11 47],[ 2.46575342 12.53424658] ; [ 9.53424658 48.46575342],0
v4,1,0.26469,1.24406,[13  2] ; [55  3],[13.97260274  1.02739726] ; [54.02739726  3.97260274],0
b4,1,0.279823,1.167948,[7 8] ; [36 22],[8.83561644 6.16438356] ; [34.16438356 23.83561644],0
p9,1,0.316027,1.005317,[8 7] ; [39 19],[9.65753425 5.34246575] ; [37.34246575 20.65753425],0
n5,1,0.383613,0.759091,[8 7] ; [38 20],[9.45205479 5.54794521] ; [36.54794521 21.45205479],0
s2,1,0.383988,0.757895,[9 6] ; [27 30],[7.5 7.5] ; [28.5 28.5],0
p7,1,0.409828,0.679298,[8 7] ; [37 20],[9.375 5.625] ; [35.625 21.375],0
s6,1,0.45,0.570652,[8 6] ; [38 18],[9.2 4.8] ; [36.8 19.2],0
p10,1,0.457721,0.551462,[8 7] ; [37 21],[9.24657534 5.75342466] ; [35.75342466 22.24657534],0
s1,1,0.575689,0.313257,[ 1 14] ; [ 2 56],[ 0.61643836 14.38356164] ; [ 2.38356164 55.61643836],0
n4,1,0.598327,0.277526,[9 6] ; [39 19],[9.8630137 5.1369863] ; [38.1369863 19.8630137],0
n3,1,0.624073,0.240184,[2 2] ; [12  7],[2.43478261 1.56521739] ; [11.56521739  7.43478261],0
n2,1,0.658691,0.195118,[3 1] ; [16  3],[3.30434783 0.69565217] ; [15.69565217  3.30434783],0
n1,1,0.682665,0.167142,[2 2] ; [11  7],[2.36363636 1.63636364] ; [10.63636364  7.36363636],0
u2,1,0.704507,0.143826,[4 6] ; [ 9 10],[4.48275862 5.51724138] ; [ 8.51724138 10.48275862],0
p1,1,0.758239,0.094737,[ 2 13] ; [ 6 51],[ 1.66666667 13.33333333] ; [ 6.33333333 50.66666667],0
u3,1,0.819872,0.051852,[4 6] ; [ 8 10],[4.28571429 5.71428571] ; [ 7.71428571 10.28571429],0
b1,1,0.828403,0.046981,[6 9] ; [25 33],[6.36986301 8.63013699] ; [24.63013699 33.36986301],0
v3,1,0.8423,0.039582,[6 9] ; [24 32],[6.33802817 8.66197183] ; [23.66197183 32.33802817],0
s5,1,0.896242,0.017007,[ 4 10] ; [17 39],[4.2 9.8] ; [16.8 39.2],0
v1,1,0.911458,0.012365,[7 8] ; [28 30],[7.19178082 7.80821918] ; [27.80821918 30.19178082],0
r3,1,0.912662,0.01203,[13  2] ; [50  7],[13.125  1.875] ; [49.875  7.125],0
s4,1,0.951278,0.003733,[ 3 12] ; [11 46],[ 2.91666667 12.08333333] ; [11.08333333 45.91666667],0
p5,1,0.963181,0.002131,[ 2 13] ; [ 8 50],[ 2.05479452 12.94520548] ; [ 7.94520548 50.05479452],0
b2,1,1.0,0.0,[1 3] ; [ 8 24],[1. 3.] ; [ 8. 24.],0
b3,1,1.0,0.0,[1 3] ; [ 8 24],[1. 3.] ; [ 8. 24.],0
