Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,85.404646,[99 40] ; [12 92],[63.49382716 75.50617284] ; [47.50617284 56.49382716],1
d5,1,0.0,64.687193,[139   1] ; [62 42],[115.32786885  24.67213115] ; [85.67213115 18.32786885],1
d4,1,0.0,64.265081,[138   1] ; [62 42],[114.40329218  24.59670782] ; [85.59670782 18.40329218],1
d3,1,0.0,47.82953,[124  16] ; [50 54],[99.83606557 40.16393443] ; [74.16393443 29.83606557],1
a4,1,0.0,30.594375,[80 59] ; [23 81],[58.91769547 80.08230453] ; [44.08230453 59.91769547],1
a2,1,0.0,29.439961,[47 93] ; [ 5 99],[ 29.83606557 110.16393443] ; [22.16393443 81.83606557],1
a5,1,5.2e-05,16.377933,[115  25] ; [61 43],[100.98360656  39.01639344] ; [75.01639344 28.98360656],1
u1,1,0.000159,14.257432,[ 31 109] ; [ 5 99],[ 20.6557377 119.3442623] ; [15.3442623 88.6557377],1
a3,1,0.000177,14.064484,[115  25] ; [63 41],[102.13114754  37.86885246] ; [75.86885246 28.13114754],1
a6,1,0.003827,8.363909,[111  29] ; [65 39],[100.98360656  39.01639344] ; [75.01639344 28.98360656],0
a8,1,0.020434,5.374454,[ 18 102] ; [ 5 91],[ 12.77777778 107.22222222] ; [10.22222222 85.77777778],0
r2,1,0.033745,4.507576,[130   6] ; [90 12],[125.71428571  10.28571429] ; [94.28571429  7.71428571],0
v3,1,0.063114,3.4536,[75 58] ; [46 58],[67.90295359 65.09704641] ; [53.09704641 50.90295359],0
n2,1,0.083163,3.001974,[14 10] ; [24  6],[16.88888889  7.11111111] ; [21.11111111  8.88888889],0
b5,1,0.147066,2.102421,[87 53] ; [55 49],[81.47540984 58.52459016] ; [60.52459016 43.47540984],0
s1,1,0.191094,1.709161,[  1 136] ; [  3 100],[  2.28333333 134.71666667] ; [  1.71666667 101.28333333],0
r4,1,0.205274,1.604448,[126  14] ; [88 16],[122.78688525  17.21311475] ; [91.21311475 12.78688525],0
p5,1,0.313236,1.016983,[ 13 126] ; [14 90],[ 15.44444444 123.55555556] ; [11.55555556 92.44444444],0
s6,1,0.347008,0.884367,[61 78] ; [51 51],[64.59751037 74.40248963] ; [47.40248963 54.59751037],0
n4,1,0.363128,0.827046,[107  32] ; [74 29],[103.96280992  35.03719008] ; [77.03719008 25.96280992],0
a1,1,0.41321,0.669545,[  5 135] ; [ 6 98],[  6.31147541 133.68852459] ; [ 4.68852459 99.31147541],0
