Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,54.788428,[ 8 38] ; [69 13],[27.671875 18.328125] ; [49.328125 32.671875],1
p11,1,0.000729,11.41292,[20 26] ; [61 22],[28.88372093 17.11627907] ; [52.11627907 30.88372093],1
s8,1,0.000858,11.112407,[ 4 41] ; [30 53],[11.953125 33.046875] ; [22.046875 60.953125],1
p2,1,0.001173,10.532954,[26 20] ; [68 14],[33.78125 12.21875] ; [60.21875 21.78125],0
s6,1,0.001381,10.231475,[13 32] ; [48 34],[21.61417323 23.38582677] ; [39.38582677 42.61417323],0
n6,1,0.004503,8.068946,[18 28] ; [54 29],[25.6744186 20.3255814] ; [46.3255814 36.6744186],0
p8,1,0.004707,7.988871,[11 35] ; [41 42],[18.54263566 27.45736434] ; [33.45736434 49.54263566],0
s5,1,0.011556,6.377686,[ 6 39] ; [27 52],[11.97580645 33.02419355] ; [21.02419355 57.97580645],0
a7,1,0.013373,6.119049,[25 21] ; [62 20],[31.265625 14.734375] ; [55.734375 26.265625],0
v4,1,0.01547,5.862188,[35 10] ; [76  6],[39.33070866  5.66929134] ; [71.66929134 10.33070866],0
b1,1,0.01553,5.855308,[25 21] ; [27 56],[18.54263566 27.45736434] ; [33.45736434 49.54263566],0
r4,1,0.017371,5.658517,[29 17] ; [68 15],[34.58914729 11.41085271] ; [62.41085271 20.58914729],0
d3,1,0.041058,4.173624,[23 23] ; [56 26],[28.390625 17.609375] ; [50.609375 31.390625],0
s2,1,0.045753,3.990668,[12 34] ; [36 46],[17.25 28.75] ; [30.75 51.25],0
a8,1,0.092462,2.830971,[ 1 44] ; [ 8 68],[ 3.34710744 41.65289256] ; [ 5.65289256 70.34710744],0
r3,1,0.094402,2.797655,[36 10] ; [74  9],[39.2248062  6.7751938] ; [70.7751938 12.2248062],0
r2,1,0.116182,2.468051,[34 11] ; [71 11],[37.20472441  7.79527559] ; [67.79527559 14.20472441],0
b3,1,0.142762,2.147932,[ 5 24] ; [15 31],[ 7.73333333 21.26666667] ; [12.26666667 33.73333333],0
b2,1,0.142762,2.147932,[ 5 24] ; [15 31],[ 7.73333333 21.26666667] ; [12.26666667 33.73333333],0
a5,1,0.143856,2.136218,[21 25] ; [49 34],[24.96124031 21.03875969] ; [45.03875969 37.96124031],0
p1,1,0.161226,1.962692,[ 1 44] ; [ 7 75],[ 2.83464567 42.16535433] ; [ 5.16535433 76.83464567],0
s1,1,0.196342,1.669375,[ 5 41] ; [ 4 79],[ 3.20930233 42.79069767] ; [ 5.79069767 77.20930233],0
p7,1,0.199432,1.646527,[21 25] ; [46 34],[24.46031746 21.53968254] ; [42.53968254 37.46031746],0
s7,1,0.204894,1.607143,[ 9 31] ; [27 53],[12. 28.] ; [24. 56.],0
d1,1,0.230993,1.434738,[15 31] ; [36 47],[18.18604651 27.81395349] ; [32.81395349 50.18604651],0
b5,1,0.246664,1.342098,[24 22] ; [52 31],[27.10077519 18.89922481] ; [48.89922481 34.10077519],0
d2,1,0.318978,0.993133,[19 27] ; [27 56],[16.40310078 29.59689922] ; [29.59689922 53.40310078],0
a1,1,0.319911,0.989309,[ 1 45] ; [ 5 78],[ 2.13953488 43.86046512] ; [ 3.86046512 79.13953488],0
p3,1,0.348997,0.8771,[15 31] ; [34 49],[17.47286822 28.52713178] ; [31.52713178 51.47286822],0
a4,1,0.370419,0.802259,[18 28] ; [26 57],[15.68992248 30.31007752] ; [28.31007752 54.68992248],0
v3,1,0.374751,0.787848,[ 8 36] ; [10 71],[ 6.336 37.664] ; [11.664 69.336],0
d4,1,0.402559,0.70067,[33 13] ; [65 18],[34.94573643 11.05426357] ; [63.05426357 19.94573643],0
v1,1,0.403478,0.697937,[11 35] ; [25 56],[13.03937008 32.96062992] ; [22.96062992 58.03937008],0
