Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,8.2e-05,15.514984,[ 92 175] ; [31 17],[104.25714286 162.74285714] ; [18.74285714 29.25714286],1
s6,1,0.00026,13.340107,[130 138] ; [37 11],[141.63291139 126.36708861] ; [25.36708861 22.63291139],1
s3,1,0.002318,9.278835,[111 155] ; [32 17],[120.75555556 145.24444444] ; [22.24444444 26.75555556],0
s5,1,0.014662,5.956626,[ 50 209] ; [16 29],[ 56.23026316 202.76973684] ; [ 9.76973684 35.23026316],0
a6,1,0.043936,4.059012,[177  92] ; [26 25],[170.646875  98.353125] ; [32.353125 18.646875],0
b2,1,0.055472,3.667837,[59 97] ; [ 4 19],[ 54.90502793 101.09497207] ; [ 8.09497207 14.90502793],0
b3,1,0.055472,3.667837,[59 97] ; [ 4 19],[ 54.90502793 101.09497207] ; [ 8.09497207 14.90502793],0
p8,1,0.077933,3.107499,[ 62 206] ; [ 6 44],[ 57.3081761 210.6918239] ; [10.6918239 39.3081761],0
p2,1,0.111636,2.530903,[174  95] ; [27 24],[168.965625 100.034375] ; [32.034375 18.965625],0
d3,1,0.112206,2.522878,[158 111] ; [36 15],[163.08125 105.91875] ; [30.91875 20.08125],0
v3,1,0.144699,2.127264,[ 82 171] ; [11 39],[ 77.65346535 175.34653465] ; [15.34653465 34.65346535],0
n6,1,0.150805,2.064091,[195  73] ; [42  9],[199.10971787  68.89028213] ; [37.89028213 13.10971787],0
a2,1,0.163324,1.943178,[ 54 215] ; [ 6 45],[ 50.4375 218.5625] ; [ 9.5625 41.4375],0
u3,1,0.17547,1.835582,[51 48] ; [13  6],[53.69491525 45.30508475] ; [10.30508475  8.69491525],0
s1,1,0.178996,1.805943,[ 10 257] ; [ 4 46],[ 11.79179811 255.20820189] ; [ 2.20820189 47.79179811],0
a8,1,0.195132,1.678442,[ 26 223] ; [ 2 44],[ 23.63389831 225.36610169] ; [ 4.36610169 41.63389831],0
b5,1,0.202038,1.627577,[159 110] ; [35 16],[163.08125 105.91875] ; [30.91875 20.08125],0
p11,1,0.202236,1.62615,[178  91] ; [29 22],[174.009375  94.990625] ; [32.990625 18.009375],0
p5,1,0.210463,1.568241,[ 17 249] ; [ 1 50],[ 15.10410095 250.89589905] ; [ 2.89589905 48.10410095],0
n1,1,0.228539,1.449931,[37 53] ; [ 5 14],[34.67889908 55.32110092] ; [ 7.32110092 11.67889908],0
p1,1,0.256328,1.288479,[ 23 245] ; [ 2 49],[ 21.0031348 246.9968652] ; [ 3.9968652 47.0031348],0
n4,1,0.264074,1.247273,[185  84] ; [31 20],[181.575  87.425] ; [34.425 16.575],0
n5,1,0.322029,0.98069,[177  91] ; [30 21],[173.90595611  94.09404389] ; [33.09404389 17.90595611],0
n2,1,0.354502,0.857276,[62 28] ; [11  8],[60.27522936 29.72477064] ; [12.72477064  6.27522936],0
b1,1,0.360377,0.836577,[108 161] ; [17 34],[105.078125 163.921875] ; [19.921875 31.078125],0
d5,1,0.364498,0.822335,[201  68] ; [35 16],[198.3875  70.6125] ; [37.6125 13.3875],0
p4,1,0.378452,0.775725,[ 96 172] ; [15 36],[ 93.2539185 174.7460815] ; [17.7460815 33.2539185],0
r2,1,0.41951,0.651686,[236  32] ; [46  4],[237.66037736  30.33962264] ; [44.33962264  5.66037736],0
p9,1,0.42489,0.636751,[186  76] ; [32 17],[183.65273312  78.34726688] ; [34.34726688 14.65273312],0
r4,1,0.448357,0.574801,[203  66] ; [41 10],[205.1125  63.8875] ; [38.8875 12.1125],0
d4,1,0.507163,0.439916,[206  62] ; [37 14],[204.15047022  63.84952978] ; [38.84952978 12.15047022],0
v2,1,0.558702,0.341957,[113 141] ; [20 30],[111.125 142.875] ; [21.875 28.125],0
a4,1,0.565442,0.330369,[111 156] ; [19 32],[109.1509434 157.8490566] ; [20.8490566 30.1509434],0
p12,1,0.576349,0.312175,[ 16 251] ; [ 2 48],[ 15.16088328 251.83911672] ; [ 2.83911672 47.16088328],0
v4,1,0.595786,0.281399,[229  40] ; [44  6],[230.21003135  38.78996865] ; [42.78996865  7.21003135],0
v1,1,0.62513,0.238723,[106 153] ; [19 32],[104.43548387 154.56451613] ; [20.56451613 30.43548387],0
p3,1,0.65843,0.195436,[ 71 197] ; [12 39],[ 69.73040752 198.26959248] ; [13.26959248 37.73040752],0
a1,1,0.699929,0.148545,[ 14 255] ; [ 2 49],[ 13.45 255.55] ; [ 2.55 48.45],0
s7,1,0.711487,0.136796,[ 83 171] ; [17 31],[ 84.10596026 169.89403974] ; [15.89403974 32.10596026],0
a5,1,0.712701,0.135594,[176  93] ; [32 19],[174.85  94.15] ; [33.15 17.85],0
d1,1,0.718216,0.130208,[134 135] ; [24 27],[132.81875 136.18125] ; [25.18125 25.81875],0
d2,1,0.757217,0.095566,[121 145] ; [22 29],[119.99369085 146.00630915] ; [23.00630915 27.99369085],0
a7,1,0.758806,0.094279,[178  90] ; [35 16],[178.94670846  89.05329154] ; [34.05329154 16.94670846],0
p10,1,0.79442,0.067899,[174  90] ; [32 18],[173.19745223  90.80254777] ; [32.80254777 17.19745223],0
n3,1,0.807065,0.059641,[53 34] ; [11  8],[52.52830189 34.47169811] ; [11.47169811  7.52830189],0
u2,1,0.83369,0.044088,[49 49] ; [ 9 10],[48.58119658 49.41880342] ; [9.41880342 9.58119658],0
s8,1,0.852753,0.03445,[ 77 191] ; [14 37],[ 76.45141066 191.54858934] ; [14.54858934 36.45141066],0
