Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1e-06,24.812563,[47 20] ; [ 3 22],[36.41304348 30.58695652] ; [13.58695652 11.41304348],1
p3,1,1e-05,19.423231,[49 18] ; [ 6 20],[39.62365591 27.37634409] ; [15.37634409 10.62365591],1
n5,1,9e-05,15.343294,[52 15] ; [ 9 17],[43.94623656 23.05376344] ; [17.05376344  8.94623656],1
p7,1,0.000335,12.865412,[52 15] ; [ 9 15],[44.91208791 22.08791209] ; [16.08791209  7.91208791],1
p8,1,0.000435,12.375,[44 22] ; [ 6 18],[36.66666667 29.33333333] ; [13.33333333 10.66666667],1
p2,1,0.001115,10.62578,[59  8] ; [15 11],[53.31182796 13.68817204] ; [20.68817204  5.31182796],0
n4,1,0.001878,9.664674,[53 14] ; [12 14],[46.82795699 20.17204301] ; [18.17204301  7.82795699],0
p11,1,0.003292,8.638094,[52 15] ; [12 14],[46.10752688 20.89247312] ; [17.89247312  8.10752688],0
r4,1,0.006475,7.413154,[64  3] ; [20  6],[60.51612903  6.48387097] ; [23.48387097  2.51612903],0
r1,1,0.020315,5.384604,[58  9] ; [17  9],[54.03225806 12.96774194] ; [20.96774194  5.03225806],0
u1,1,0.027965,4.830228,[23 44] ; [ 3 23],[18.7311828 48.2688172] ; [ 7.2688172 18.7311828],0
n6,1,0.046154,3.975973,[60  7] ; [19  7],[56.91397849 10.08602151] ; [22.08602151  3.91397849],0
s6,1,0.04678,3.953273,[62  4] ; [20  5],[59.47252747  6.52747253] ; [22.52747253  2.47252747],0
a2,1,0.053842,3.717606,[24 43] ; [ 4 22],[20.17204301 46.82795699] ; [ 7.82795699 18.17204301],0
v1,1,0.074431,3.182497,[37 30] ; [ 9 17],[33.13978495 33.86021505] ; [12.86021505 13.13978495],0
a4,1,0.099694,2.710437,[41 26] ; [11 15],[37.46236559 29.53763441] ; [14.53763441 11.46236559],0
v4,1,0.100743,2.693734,[65  2] ; [23  3],[63.39784946  3.60215054] ; [24.60215054  1.39784946],0
s5,1,0.107354,2.592748,[39 23] ; [10 13],[35.74117647 26.25882353] ; [13.25882353  9.74117647],0
b4,1,0.112515,2.518534,[43 24] ; [12 14],[39.62365591 27.37634409] ; [15.37634409 10.62365591],0
a5,1,0.11497,2.484545,[60  7] ; [20  6],[57.6344086  9.3655914] ; [22.3655914  3.6344086],0
s8,1,0.12519,2.351154,[45 22] ; [13 13],[41.78494624 25.21505376] ; [16.21505376  9.78494624],0
p1,1,0.180456,1.793865,[ 9 58] ; [ 1 25],[ 7.20430108 59.79569892] ; [ 2.79569892 23.20430108],0
b1,1,0.184106,1.764161,[28 39] ; [ 7 19],[25.21505376 41.78494624] ; [ 9.78494624 16.21505376],0
p9,1,0.226187,1.464677,[60  7] ; [20  5],[58.26086957  8.73913043] ; [21.73913043  3.26086957],0
s2,1,0.31463,1.011139,[53 14] ; [18  8],[51.15053763 15.84946237] ; [19.84946237  6.15053763],0
s7,1,0.358565,0.842912,[44 20] ; [14 10],[42.18181818 21.81818182] ; [15.81818182  8.18181818],0
r3,1,0.372239,0.796176,[62  4] ; [23  3],[60.97826087  5.02173913] ; [24.02173913  1.97826087],0
s3,1,0.400498,0.706829,[52 15] ; [18  8],[50.43010753 16.56989247] ; [19.56989247  6.43010753],0
a6,1,0.425324,0.635558,[47 20] ; [16 10],[45.38709677 21.61290323] ; [17.61290323  8.38709677],0
b3,1,0.44987,0.57098,[12 28] ; [5 7],[13.07692308 26.92307692] ; [3.92307692 8.07692308],0
b2,1,0.44987,0.57098,[12 28] ; [5 7],[13.07692308 26.92307692] ; [3.92307692 8.07692308],0
p10,1,0.465279,0.533164,[60  7] ; [21  4],[58.98913043  8.01086957] ; [22.01086957  2.98913043],0
b5,1,0.470149,0.521627,[41 26] ; [18  8],[42.50537634 24.49462366] ; [16.49462366  9.50537634],0
u2,1,0.490168,0.476157,[7 5] ; [2 3],[6.35294118 5.64705882] ; [2.64705882 2.35294118],0
s1,1,0.524045,0.405925,[ 5 62] ; [ 1 25],[ 4.32258065 62.67741935] ; [ 1.67741935 24.32258065],0
a7,1,0.554957,0.348511,[48 19] ; [17  9],[46.82795699 20.17204301] ; [18.17204301  7.82795699],0
n3,1,0.579997,0.30624,[11  3] ; [9 4],[10.37037037  3.62962963] ; [9.62962963 3.37037037],0
u3,1,0.582493,0.302222,[8 4] ; [4 1],[8.47058824 3.52941176] ; [3.52941176 1.47058824],0
n1,1,0.585957,0.296703,[ 4 10] ; [5 8],[4.66666667 9.33333333] ; [4.33333333 8.66666667],0
d2,1,0.706586,0.141711,[49 18] ; [18  8],[48.2688172 18.7311828] ; [18.7311828  7.2688172],0
v2,1,0.823773,0.049593,[34 32] ; [13 11],[34.46666667 31.53333333] ; [12.53333333 11.46666667],0
d3,1,0.845445,0.037999,[61  6] ; [24  2],[61.23655914  5.76344086] ; [23.76344086  2.23655914],0
a3,1,0.882463,0.021859,[55 12] ; [21  5],[54.75268817 12.24731183] ; [21.24731183  4.75268817],0
n2,1,0.882577,0.021816,[9 5] ; [8 5],[8.81481481 5.18518519] ; [8.18518519 4.81481481],0
v3,1,0.944236,0.004892,[22 43] ; [ 9 17],[22.14285714 42.85714286] ; [ 8.85714286 17.14285714],0
a8,1,0.957777,0.002803,[ 3 62] ; [ 1 22],[ 2.95454545 62.04545455] ; [ 1.04545455 21.95454545],0
