Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,2e-06,22.42322,[22  8] ; [30 83],[10.90909091 19.09090909] ; [41.09090909 71.90909091],1
s6,1,3e-06,22.120253,[26  3] ; [46 67],[14.70422535 14.29577465] ; [57.29577465 55.70422535],1
s3,1,0.001759,9.785571,[21  9] ; [43 70],[13.42657343 16.57342657] ; [50.57342657 62.42657343],0
s7,1,0.002009,9.541024,[17 11] ; [31 75],[10.02985075 17.97014925] ; [37.97014925 68.02985075],0
r4,1,0.002158,9.409755,[24  6] ; [55 58],[16.57342657 13.42657343] ; [62.42657343 50.57342657],0
b4,1,0.003514,8.519404,[25  5] ; [61 52],[18.04195804 11.95804196] ; [67.95804196 45.04195804],0
d3,1,0.008249,6.978576,[21  9] ; [48 64],[14.57746479 15.42253521] ; [54.42253521 57.57746479],0
d1,1,0.008524,6.919968,[18 12] ; [38 75],[11.74825175 18.25174825] ; [44.25174825 68.74825175],0
p6,1,0.012671,6.214496,[14 15] ; [27 83],[ 8.55395683 20.44604317] ; [32.44604317 77.55395683],0
s4,1,0.0155,5.858735,[10 20] ; [16 97],[ 5.45454545 24.54545455] ; [20.54545455 92.45454545],0
a5,1,0.016066,5.795644,[23  7] ; [59 54],[17.2027972 12.7972028] ; [64.7972028 48.2027972],0
u3,1,0.016874,5.709438,[6 4] ; [11 38],[2.88135593 7.11864407] ; [14.11864407 34.88135593],0
p5,1,0.019658,5.442028,[ 7 23] ; [  9 102],[ 3.40425532 26.59574468] ; [12.59574468 98.40425532],0
s8,1,0.026285,4.937156,[13 17] ; [26 87],[ 8.18181818 21.81818182] ; [30.81818182 82.18181818],0
v4,1,0.028913,4.772778,[28  2] ; [84 28],[23.66197183  6.33802817] ; [88.33802817 23.66197183],0
d4,1,0.036086,4.393047,[24  6] ; [67 46],[19.09090909 10.90909091] ; [71.90909091 41.09090909],0
v2,1,0.055463,3.668098,[15 12] ; [39 71],[10.64233577 16.35766423] ; [43.35766423 66.64233577],0
b5,1,0.066289,3.372607,[13 17] ; [70 43],[17.41258741 12.58741259] ; [65.58741259 47.41258741],0
p10,1,0.070112,3.280387,[26  4] ; [78 33],[22.12765957  7.87234043] ; [81.87234043 29.12765957],0
n6,1,0.077347,3.119791,[27  3] ; [84 28],[23.45070423  6.54929577] ; [87.54929577 24.45070423],0
v1,1,0.106648,2.603203,[16 13] ; [42 67],[12.1884058 16.8115942] ; [45.8115942 63.1884058],0
p2,1,0.135443,2.228985,[24  6] ; [73 38],[20.63829787  9.36170213] ; [76.36170213 34.63829787],0
p11,1,0.142284,2.153085,[25  5] ; [79 34],[21.81818182  8.18181818] ; [82.18181818 30.81818182],0
p9,1,0.145866,2.114955,[27  3] ; [86 24],[24.21428571  5.78571429] ; [88.78571429 21.21428571],0
p8,1,0.147796,2.094853,[15 14] ; [41 70],[11.6 17.4] ; [44.4 66.6],0
p1,1,0.153952,2.03265,[ 5 25] ; [  9 104],[ 2.93706294 27.06293706] ; [ 11.06293706 101.93706294],0
p7,1,0.156875,2.004092,[18 11] ; [53 59],[14.60283688 14.39716312] ; [56.39716312 55.60283688],0
n1,1,0.158225,1.991111,[3 8] ; [20 19],[5.06 5.94] ; [17.94 21.06],0
p4,1,0.159206,1.981754,[18 12] ; [51 61],[14.57746479 15.42253521] ; [54.42253521 57.57746479],0
a7,1,0.179248,1.803848,[19 11] ; [56 57],[15.73426573 14.26573427] ; [59.26573427 53.73426573],0
r2,1,0.191735,1.704233,[25  4] ; [83 28],[22.37142857  6.62857143] ; [85.62857143 25.37142857],0
a1,1,0.272121,1.206023,[ 4 26] ; [  8 105],[ 2.51748252 27.48251748] ; [  9.48251748 103.51748252],0
s1,1,0.287616,1.130746,[ 2 28] ; [  3 110],[ 1.04895105 28.95104895] ; [  3.95104895 109.04895105],0
