Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,174.874176,[308  53] ; [ 37 111],[244.68565815 116.31434185] ; [100.31434185  47.68565815],1
s7,1,0.0,45.96124,[248 102] ; [53 87],[215. 135.] ; [86. 54.],1
s8,1,0.0,28.930732,[230 130] ; [56 92],[202.67716535 157.32283465] ; [83.32283465 64.67716535],1
r2,1,0.002463,9.167688,[346  11] ; [133  14],[339.29166667  17.70833333] ; [139.70833333   7.29166667],0
r1,1,0.004994,7.881555,[308  52] ; [112  37],[297.05304519  62.94695481] ; [122.94695481  26.05304519],0
a3,1,0.006347,7.449171,[285  75] ; [101  48],[273.00589391  86.99410609] ; [112.99410609  36.00589391],0
r3,1,0.006729,7.344033,[351   7] ; [139  10],[345.99605523  12.00394477] ; [144.00394477   4.99605523],0
s5,1,0.00764,7.116061,[169 177] ; [53 95],[155.48987854 190.51012146] ; [66.51012146 81.48987854],0
p2,1,0.031456,4.627892,[314  46] ; [118  30],[306.14173228  53.85826772] ; [125.85826772  22.14173228],0
p11,1,0.035122,4.439228,[290  71] ; [107  42],[281.01372549  79.98627451] ; [115.98627451  33.01372549],0
a2,1,0.057049,3.621169,[110 251] ; [ 33 116],[101.22156863 259.77843137] ; [ 41.77843137 107.22156863],0
u3,1,0.066358,3.370897,[53 21] ; [26 21],[48.31404959 25.68595041] ; [30.68595041 16.31404959],0
p9,1,0.066531,3.366595,[318  39] ; [123  25],[311.75643564  45.24356436] ; [129.24356436  18.75643564],0
d2,1,0.080969,3.045344,[205 156] ; [72 77],[196.07254902 164.92745098] ; [80.92745098 68.07254902],0
s4,1,0.090229,2.870283,[ 83 274] ; [ 24 122],[ 75.94234592 281.05765408] ; [ 31.05765408 114.94234592],0
n1,1,0.098684,2.726685,[36 41] ; [12 27],[31.86206897 45.13793103] ; [16.13793103 22.86206897],0
u4,1,0.107557,2.589755,[ 15 346] ; [  2 147],[ 12.03333333 348.96666667] ; [  4.96666667 144.03333333],0
v4,1,0.114792,2.486983,[349  11] ; [140   9],[345.8546169  14.1453831] ; [143.1453831   5.8546169],0
r4,1,0.118202,2.44098,[337  24] ; [133  16],[332.68627451  28.31372549] ; [137.31372549  11.68627451],0
b1,1,0.130817,2.282781,[147 214] ; [50 99],[139.44509804 221.55490196] ; [57.55490196 91.44509804],0
p12,1,0.133822,2.247599,[ 43 317] ; [ 11 137],[ 38.26771654 321.73228346] ; [ 15.73228346 132.26771654],0
d1,1,0.186857,1.742224,[261 100] ; [99 50],[254.82352941 106.17647059] ; [105.17647059  43.82352941],0
u2,1,0.218024,1.517329,[50 23] ; [27 20],[46.84166667 26.15833333] ; [30.15833333 16.84166667],0
v1,1,0.228916,1.447585,[197 151] ; [93 56],[203.0583501 144.9416499] ; [86.9416499 62.0583501],0
a1,1,0.231266,1.43306,[ 21 340] ; [ 13 136],[ 24.06666667 336.93333333] ; [  9.93333333 139.06666667],0
p1,1,0.237022,1.398221,[ 33 325] ; [  9 140],[ 29.65680473 328.34319527] ; [ 12.34319527 136.65680473],0
a4,1,0.26647,1.234827,[183 178] ; [67 81],[177.30844794 183.69155206] ; [72.69155206 75.30844794],0
d3,1,0.266755,1.233356,[277  84] ; [121  28],[281.72156863  79.27843137] ; [116.27843137  32.72156863],0
s1,1,0.287763,1.13006,[ 14 343] ; [  3 144],[ 12.04166667 344.95833333] ; [  4.95833333 142.04166667],0
p8,1,0.294096,1.100777,[200 156] ; [74 71],[194.69860279 161.30139721] ; [79.30139721 65.69860279],0
a6,1,0.298057,1.082868,[249 111] ; [96 53],[244.00785855 115.99214145] ; [100.99214145  48.00785855],0
u1,1,0.314223,1.012841,[ 85 276] ; [ 29 120],[ 80.69411765 280.30588235] ; [ 33.30588235 115.69411765],0
n5,1,0.3259,0.965123,[279  80] ; [109  39],[274.73767258  84.26232742] ; [113.26232742  34.73767258],0
n6,1,0.345657,0.889338,[305  52] ; [132  17],[308.31818182  48.68181818] ; [128.68181818  20.31818182],0
b5,1,0.395133,0.723087,[223 138] ; [98 51],[227.21764706 133.78235294] ; [93.78235294 55.21764706],0
n3,1,0.420411,0.649166,[55 22] ; [25 14],[53.10344828 23.89655172] ; [26.89655172 12.10344828],0
a5,1,0.439716,0.597024,[277  84] ; [119  30],[280.30588235  80.69411765] ; [115.69411765  33.30588235],0
p7,1,0.48528,0.486974,[234 112] ; [94 52],[230.66666667 115.33333333] ; [97.33333333 48.66666667],0
n2,1,0.514389,0.425128,[60 17] ; [29 11],[58.57264957 18.42735043] ; [30.42735043  9.57264957],0
p10,1,0.550134,0.357076,[302  56] ; [120  26],[299.75396825  58.24603175] ; [122.24603175  23.75396825],0
p3,1,0.562018,0.336223,[198 163] ; [77 71],[195.03929273 165.96070727] ; [79.96070727 68.03929273],0
b3,1,0.564257,0.332387,[ 89 131] ; [34 58],[ 86.73076923 133.26923077] ; [36.26923077 55.73076923],0
b2,1,0.564257,0.332387,[ 89 131] ; [34 58],[ 86.73076923 133.26923077] ; [36.26923077 55.73076923],0
b4,1,0.592277,0.286803,[220 141] ; [87 62],[217.30784314 143.69215686] ; [89.69215686 59.30784314],0
d5,1,0.706424,0.141875,[318  43] ; [133  16],[319.2372549  41.7627451] ; [131.7627451  17.2372549],0
a8,1,0.714524,0.133801,[ 49 289] ; [ 17 112],[ 47.76873662 290.23126338] ; [ 18.23126338 110.76873662],0
p5,1,0.736462,0.11326,[ 50 308] ; [ 19 129],[ 48.81818182 309.18181818] ; [ 20.18181818 127.81818182],0
v3,1,0.741001,0.109249,[143 203] ; [58 88],[141.35365854 204.64634146] ; [59.64634146 86.35365854],0
p6,1,0.810804,0.057307,[150 204] ; [61 87],[148.79282869 205.20717131] ; [62.20717131 85.79282869],0
v2,1,0.857872,0.032071,[204 138] ; [87 61],[203.10612245 138.89387755] ; [87.89387755 60.10612245],0
a7,1,0.864452,0.029142,[268  92] ; [112  37],[268.76227898  91.23772102] ; [111.23772102  37.76227898],0
n4,1,0.904822,0.014298,[282  78] ; [116  33],[281.49312377  78.50687623] ; [116.50687623  32.49312377],0
p4,1,0.981853,0.000517,[238 122] ; [98 50],[238.11023622 121.88976378] ; [97.88976378 50.11023622],0
