Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.001033,10.768131,[ 8 22] ; [34 19],[15.18072289 14.81927711] ; [26.81927711 26.18072289],0
d4,1,0.003696,8.42725,[16 14] ; [44  9],[21.68674699  8.31325301] ; [38.31325301 14.68674699],0
n3,1,0.008786,6.865852,[5 6] ; [13  1],[7.92 3.08] ; [10.08  3.92],0
b1,1,0.017885,5.607396,[17 13] ; [16 37],[11.92771084 18.07228916] ; [21.07228916 31.92771084],0
b5,1,0.018376,5.559942,[15 15] ; [40 13],[19.87951807 10.12048193] ; [35.12048193 17.87951807],0
a3,1,0.029837,4.71867,[11 19] ; [32 20],[15.73170732 14.26829268] ; [27.26829268 24.73170732],0
d3,1,0.051829,3.781292,[13 17] ; [34 18],[17.19512195 12.80487805] ; [29.80487805 22.19512195],0
s5,1,0.073973,3.19259,[12 16] ; [12 39],[ 8.50632911 19.49367089] ; [15.49367089 35.50632911],0
n4,1,0.130529,2.286199,[24  6] ; [34 19],[20.96385542  9.03614458] ; [37.03614458 15.96385542],0
b3,1,0.171931,1.866029,[ 5 14] ; [15 18],[ 7.30769231 11.69230769] ; [12.69230769 20.30769231],0
b2,1,0.171931,1.866029,[ 5 14] ; [15 18],[ 7.30769231 11.69230769] ; [12.69230769 20.30769231],0
r4,1,0.172594,1.860263,[24  6] ; [48  5],[26.02409639  3.97590361] ; [45.97590361  7.02409639],0
d1,1,0.177686,1.816869,[ 6 24] ; [18 35],[ 8.6746988 21.3253012] ; [15.3253012 37.6746988],0
n6,1,0.223569,1.481315,[20 10] ; [41 11],[22.31707317  7.68292683] ; [38.68292683 13.31707317],0
p3,1,0.261079,1.263028,[12 18] ; [28 25],[14.45783133 15.54216867] ; [25.54216867 27.45783133],0
p1,1,0.285556,1.140454,[ 3 27] ; [10 43],[ 4.69879518 25.30120482] ; [ 8.30120482 44.69879518],0
d2,1,0.344058,0.895252,[ 9 21] ; [11 42],[ 7.22891566 22.77108434] ; [12.77108434 40.22891566],0
r2,1,0.390821,0.736386,[26  4] ; [49  4],[27.10843373  2.89156627] ; [47.89156627  5.10843373],0
p4,1,0.390969,0.735927,[22  8] ; [34 19],[20.24096386  9.75903614] ; [35.75903614 17.24096386],0
p2,1,0.413368,0.669094,[24  6] ; [46  7],[25.30120482  4.69879518] ; [44.69879518  8.30120482],0
b4,1,0.426254,0.633009,[18 12] ; [27 26],[16.26506024 13.73493976] ; [28.73493976 24.26506024],0
s2,1,0.505031,0.444348,[13 17] ; [27 26],[14.45783133 15.54216867] ; [25.54216867 27.45783133],0
s4,1,0.53478,0.3853,[ 7 23] ; [ 9 42],[ 5.92592593 24.07407407] ; [10.07407407 40.92592593],0
d5,1,0.545043,0.366272,[19 11] ; [37 16],[20.24096386  9.75903614] ; [35.75903614 17.24096386],0
n2,1,0.545991,0.364548,[9 2] ; [10  4],[8.36 2.64] ; [10.64  3.36],0
u2,1,0.567144,0.327485,[11  8] ; [14  7],[11.875  7.125] ; [13.125  7.875],0
r3,1,0.567925,0.326167,[28  2] ; [50  2],[28.53658537  1.46341463] ; [49.46341463  2.53658537],0
s6,1,0.617535,0.249348,[20  9] ; [33 19],[18.97530864 10.02469136] ; [34.02469136 17.97530864],0
v4,1,0.634393,0.22615,[29  1] ; [50  3],[28.55421687  1.44578313] ; [50.44578313  2.55421687],0
p7,1,0.635062,0.225258,[26  4] ; [43  9],[25.24390244  4.75609756] ; [43.75609756  8.24390244],0
p12,1,0.662945,0.189965,[ 2 28] ; [ 5 48],[ 2.53012048 27.46987952] ; [ 4.46987952 48.53012048],0
v3,1,0.668385,0.183497,[ 9 21] ; [18 34],[ 9.87804878 20.12195122] ; [17.12195122 34.87804878],0
p8,1,0.670827,0.180637,[19 11] ; [36 17],[19.87951807 10.12048193] ; [35.12048193 17.87951807],0
r1,1,0.670827,0.180637,[19 11] ; [36 17],[19.87951807 10.12048193] ; [35.12048193 17.87951807],0
