Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,47.726041,[15 31] ; [66  5],[31.84615385 14.15384615] ; [49.15384615 21.84615385],1
p11,1,5e-06,20.800315,[14 32] ; [52 19],[25.94871795 20.05128205] ; [40.05128205 30.94871795],1
v4,1,3.2e-05,17.275135,[31 15] ; [68  3],[38.92307692  7.07692308] ; [60.07692308 10.92307692],1
p7,1,0.002828,8.915275,[15 31] ; [41 26],[22.79646018 23.20353982] ; [33.20353982 33.79646018],0
p8,1,0.002893,8.873457,[10 35] ; [35 35],[17.60869565 27.39130435] ; [27.39130435 42.60869565],0
u2,1,0.004169,8.2086,[4 8] ; [21  5],[7.89473684 4.10526316] ; [17.10526316  8.89473684],0
s8,1,0.005196,7.809815,[ 7 39] ; [28 43],[13.76068376 32.23931624] ; [21.23931624 49.76068376],0
p2,1,0.005695,7.644272,[26 20] ; [57 14],[32.63247863 13.36752137] ; [50.36752137 20.63247863],0
s7,1,0.007814,7.075695,[ 7 36] ; [27 40],[13.29090909 29.70909091] ; [20.70909091 46.29090909],0
p4,1,0.01837,5.560495,[12 34] ; [34 37],[18.08547009 27.91452991] ; [27.91452991 43.08547009],0
r4,1,0.0214,5.293943,[28 18] ; [57 14],[33.41880342 12.58119658] ; [51.58119658 19.41880342],0
a1,1,0.023437,5.135851,[ 5 41] ; [ 1 70],[ 2.35897436 43.64102564] ; [ 3.64102564 67.35897436],0
s6,1,0.040493,4.197116,[17 29] ; [40 31],[22.41025641 23.58974359] ; [34.58974359 36.41025641],0
r2,1,0.04423,4.047752,[36 10] ; [64  6],[39.65517241  6.34482759] ; [60.34482759  9.65517241],0
s2,1,0.047123,3.940996,[12 34] ; [31 39],[17.05172414 28.94827586] ; [25.94827586 44.05172414],0
a4,1,0.056866,3.626513,[23 23] ; [23 48],[18.08547009 27.91452991] ; [27.91452991 43.08547009],0
n2,1,0.068561,3.317149,[10 12] ; [12  4],[12.73684211  9.26315789] ; [9.26315789 6.73684211],0
s1,1,0.070796,3.264466,[ 5 40] ; [ 2 68],[ 2.73913043 42.26086957] ; [ 4.26086957 65.73913043],0
d3,1,0.071837,3.240529,[30 15] ; [57 13],[34.04347826 10.95652174] ; [52.95652174 17.04347826],0
s5,1,0.074126,3.189212,[ 4 40] ; [15 53],[ 7.46428571 36.53571429] ; [11.53571429 56.46428571],0
r3,1,0.074894,3.172373,[36 10] ; [64  7],[39.31623932  6.68376068] ; [60.68376068 10.31623932],0
v2,1,0.082762,3.009801,[16 29] ; [34 31],[20.45454545 24.54545455] ; [29.54545455 35.45454545],0
d2,1,0.122659,2.383042,[21 24] ; [23 48],[17.06896552 27.93103448] ; [26.93103448 44.06896552],0
a2,1,0.143144,2.143827,[13 33] ; [12 59],[ 9.82905983 36.17094017] ; [15.17094017 55.82905983],0
p3,1,0.158542,1.98808,[12 33] ; [28 43],[15.51724138 29.48275862] ; [24.48275862 46.51724138],0
u3,1,0.163373,1.942722,[7 6] ; [19  6],[8.89473684 4.10526316] ; [17.10526316  7.89473684],0
v3,1,0.250073,1.322895,[ 9 34] ; [21 47],[11.62162162 31.37837838] ; [18.37837838 49.62162162],0
a3,1,0.265723,1.238692,[33 12] ; [45 26],[30.25862069 14.74137931] ; [47.74137931 23.25862069],0
p6,1,0.277148,1.181021,[ 7 38] ; [17 54],[ 9.31034483 35.68965517] ; [14.68965517 56.31034483],0
p1,1,0.282585,1.154614,[ 5 40] ; [ 4 67],[ 3.49137931 41.50862069] ; [ 5.50862069 65.49137931],0
d1,1,0.326765,0.961676,[21 25] ; [39 32],[23.58974359 22.41025641] ; [36.41025641 34.58974359],0
b4,1,0.351806,0.866932,[28 18] ; [37 34],[25.55555556 20.44444444] ; [39.44444444 31.55555556],0
b5,1,0.364314,0.822967,[28 18] ; [49 22],[30.27350427 15.72649573] ; [46.72649573 24.27350427],0
a5,1,0.432946,0.614909,[33 13] ; [46 25],[31.05982906 14.94017094] ; [47.94017094 23.05982906],0
s3,1,0.541702,0.372394,[20 26] ; [34 35],[21.6 24.4] ; [32.4 36.6],0
s4,1,0.6114,0.258141,[ 5 41] ; [10 61],[ 5.8974359 40.1025641] ; [ 9.1025641 61.8974359],0
a8,1,0.618607,0.247831,[ 6 37] ; [ 7 58],[ 5.17592593 37.82407407] ; [ 7.82407407 57.17592593],0
r1,1,0.632436,0.228772,[33 13] ; [53 17],[34.10344828 11.89655172] ; [51.89655172 18.10344828],0
n4,1,0.650568,0.205185,[24 22] ; [34 37],[22.8034188 23.1965812] ; [35.1965812 35.8034188],0
u1,1,0.654227,0.200612,[ 4 42] ; [ 8 63],[ 4.71794872 41.28205128] ; [ 7.28205128 63.71794872],0
n3,1,0.665671,0.186708,[13  8] ; [11  5],[13.62162162  7.37837838] ; [10.37837838  5.62162162],0
d4,1,0.67278,0.178367,[36  9] ; [59 12],[36.85344828  8.14655172] ; [58.14655172 12.85344828],0
p12,1,0.74284,0.107646,[ 1 44] ; [ 1 70],[ 0.77586207 44.22413793] ; [ 1.22413793 69.77586207],0
n5,1,0.751102,0.100608,[19 27] ; [31 39],[19.82758621 26.17241379] ; [30.17241379 39.82758621],0
b1,1,0.770247,0.085294,[22 24] ; [32 39],[21.23076923 24.76923077] ; [32.76923077 38.23076923],0
d5,1,0.820997,0.051195,[36  9] ; [58 13],[36.46551724  8.53448276] ; [57.53448276 13.46551724],0
v1,1,0.842312,0.039576,[17 29] ; [26 41],[17.50442478 28.49557522] ; [25.49557522 41.50442478],0
b2,1,0.874992,0.02475,[ 7 23] ; [ 9 27],[ 7.27272727 22.72727273] ; [ 8.72727273 27.27272727],0
b3,1,0.874992,0.02475,[ 7 23] ; [ 9 27],[ 7.27272727 22.72727273] ; [ 8.72727273 27.27272727],0
a6,1,0.883936,0.02131,[36  9] ; [56 15],[35.68965517  9.31034483] ; [56.31034483 14.68965517],0
n1,1,0.893314,0.017986,[ 7 14] ; [ 5 11],[ 6.81081081 14.18918919] ; [ 5.18918919 10.81081081],0
