Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.030754,4.666667,[2 5] ; [6 1],[4. 3.] ; [4. 3.],0
r2,1,0.030754,4.666667,[5 2] ; [1 6],[3. 4.] ; [3. 4.],0
v1,1,0.030754,4.666667,[1 6] ; [5 2],[3. 4.] ; [3. 4.],0
p6,1,0.108809,2.571429,[2 5] ; [5 2],[3.5 3.5] ; [3.5 3.5],0
r4,1,0.108809,2.571429,[5 2] ; [2 5],[3.5 3.5] ; [3.5 3.5],0
b3,1,0.136844,2.213095,[3 2] ; [1 5],[1.81818182 3.18181818] ; [2.18181818 3.81818182],0
b2,1,0.136844,2.213095,[3 2] ; [1 5],[1.81818182 3.18181818] ; [2.18181818 3.81818182],0
p2,1,0.236724,1.4,[4 3] ; [6 1],[5. 2.] ; [5. 2.],0
s7,1,0.248213,1.333333,[4 2] ; [2 4],[3. 3.] ; [3. 3.],0
r1,1,0.280087,1.166667,[5 2] ; [3 4],[4. 3.] ; [4. 3.],0
p3,1,0.280087,1.166667,[2 5] ; [4 3],[3. 4.] ; [3. 4.],0
d2,1,0.280087,1.166667,[3 4] ; [5 2],[4. 3.] ; [4. 3.],0
p8,1,0.280087,1.166667,[3 4] ; [5 2],[4. 3.] ; [4. 3.],0
a4,1,0.280087,1.166667,[2 5] ; [4 3],[3. 4.] ; [3. 4.],0
b5,1,0.280087,1.166667,[3 4] ; [5 2],[4. 3.] ; [4. 3.],0
a8,1,0.428537,0.626786,[2 5] ; [3 3],[2.69230769 4.30769231] ; [2.30769231 3.69230769],0
s2,1,0.428537,0.626786,[2 5] ; [3 3],[2.69230769 4.30769231] ; [2.30769231 3.69230769],0
s6,1,0.504985,0.444444,[5 1] ; [4 2],[4.5 1.5] ; [4.5 1.5],0
d5,1,0.514828,0.424242,[6 1] ; [5 2],[5.5 1.5] ; [5.5 1.5],0
a2,1,0.514828,0.424242,[1 6] ; [2 5],[1.5 5.5] ; [1.5 5.5],0
d1,1,0.576999,0.311111,[2 5] ; [3 4],[2.5 4.5] ; [2.5 4.5],0
d3,1,0.576999,0.311111,[2 5] ; [3 4],[2.5 4.5] ; [2.5 4.5],0
p7,1,0.576999,0.311111,[4 3] ; [5 2],[4.5 2.5] ; [4.5 2.5],0
a5,1,0.576999,0.311111,[4 3] ; [5 2],[4.5 2.5] ; [4.5 2.5],0
a3,1,0.576999,0.311111,[5 2] ; [4 3],[4.5 2.5] ; [4.5 2.5],0
b4,1,0.576999,0.311111,[5 2] ; [4 3],[4.5 2.5] ; [4.5 2.5],0
b1,1,0.59298,0.285714,[4 3] ; [3 4],[3.5 3.5] ; [3.5 3.5],0
s5,1,0.611541,0.257937,[2 5] ; [1 5],[1.61538462 5.38461538] ; [1.38461538 4.61538462],0
u2,1,0.709388,0.138889,[1 1] ; [2 1],[1.2 0.8] ; [1.8 1.2],0
s3,1,0.724939,0.12381,[4 3] ; [4 2],[4.30769231 2.69230769] ; [3.69230769 2.30769231],0
n4,1,1.0,0.0,[6 1] ; [6 1],[6. 1.] ; [6. 1.],0
n1,1,1.0,0.0,[1 1] ; [1 1],[1. 1.] ; [1. 1.],0
v3,1,1.0,0.0,[4 3] ; [4 3],[4. 3.] ; [4. 3.],0
p5,1,1.0,0.0,[1 6] ; [1 6],[1. 6.] ; [1. 6.],0
a7,1,1.0,0.0,[4 3] ; [4 3],[4. 3.] ; [4. 3.],0
a6,1,1.0,0.0,[4 3] ; [4 3],[4. 3.] ; [4. 3.],0
p11,1,1.0,0.0,[6 1] ; [6 1],[6. 1.] ; [6. 1.],0
