Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,132.925116,[218  20] ; [15 49],[183.62251656  54.37748344] ; [49.37748344 14.62251656],1
p11,1,0.0,49.37187,[201  38] ; [27 38],[179.25  59.75] ; [48.75 16.25],1
p2,1,0.0,32.544445,[206  33] ; [35 30],[189.47039474  49.52960526] ; [51.52960526 13.47039474],1
r4,1,1e-06,25.100078,[219  20] ; [44 21],[206.76644737  32.23355263] ; [56.23355263  8.76644737],1
p7,1,4e-06,21.484297,[152  84] ; [21 44],[135.64119601 100.35880399] ; [37.35880399 27.64119601],1
p8,1,4e-06,21.370682,[137  97] ; [17 48],[120.52173913 113.47826087] ; [33.47826087 31.52173913],1
v4,1,3.4e-05,17.162021,[230   9] ; [53 12],[222.49013158  16.50986842] ; [60.50986842  4.49013158],1
b1,1,4.9e-05,16.469573,[ 68 171] ; [36 29],[ 81.76315789 157.23684211] ; [22.23684211 42.76315789],1
v1,1,0.000142,14.468899,[136 101] ; [20 45],[122.42384106 114.57615894] ; [33.57615894 31.42384106],1
r3,1,0.000156,14.302457,[229   9] ; [54 11],[222.29042904  15.70957096] ; [60.70957096  4.29042904],1
p4,1,0.000321,12.945464,[146  93] ; [23 41],[133.30363036 105.69636964] ; [35.69636964 28.30363036],1
p3,1,0.00081,11.218247,[122 117] ; [18 47],[110.06578947 128.93421053] ; [29.93421053 35.06578947],1
p6,1,0.001047,10.741834,[ 88 148] ; [10 54],[ 77.09333333 158.90666667] ; [20.90666667 43.09333333],0
n5,1,0.003162,8.711827,[166  70] ; [33 32],[156.02657807  79.97342193] ; [42.97342193 22.02657807],0
n6,1,0.004392,8.11403,[199  40] ; [43 21],[190.88448845  48.11551155] ; [51.11551155 12.88448845],0
s8,1,0.004479,8.078837,[ 67 171] ; [ 7 57],[ 58.31788079 179.68211921] ; [15.68211921 48.31788079],0
s6,1,0.022322,5.220495,[111 124] ; [20 44],[102.95986622 132.04013378] ; [28.04013378 35.95986622],0
p5,1,0.045462,4.001413,[ 27 212] ; [ 2 63],[ 22.79934211 216.20065789] ; [ 6.20065789 58.79934211],0
a5,1,0.04959,3.855282,[180  59] ; [41 24],[173.74671053  65.25328947] ; [47.25328947 17.74671053],0
r2,1,0.053629,3.724194,[220  18] ; [55 10],[216.00660066  21.99339934] ; [58.99339934  6.00660066],0
d2,1,0.069301,3.299507,[ 95 144] ; [34 31],[101.41776316 137.58223684] ; [27.58223684 37.41776316],0
r1,1,0.094464,2.796606,[189  50] ; [45 20],[183.96710526  55.03289474] ; [50.03289474 14.96710526],0
n4,1,0.09478,2.791261,[176  63] ; [41 24],[170.60197368  68.39802632] ; [46.39802632 18.60197368],0
s5,1,0.101027,2.689257,[ 51 184] ; [ 8 56],[ 46.37123746 188.62876254] ; [12.62876254 51.37123746],0
v2,1,0.101962,2.674579,[133  98] ; [30 35],[127.20608108 103.79391892] ; [35.79391892 29.20608108],0
s7,1,0.149651,2.075808,[ 66 159] ; [12 48],[ 61.57894737 163.42105263] ; [16.42105263 43.57894737],0
a6,1,0.156121,2.011397,[189  50] ; [46 19],[184.75328947  54.24671053] ; [50.24671053 14.75328947],0
s1,1,0.164554,1.931866,[  2 234] ; [ 2 63],[  3.13621262 232.86378738] ; [ 0.86378738 64.13621262],0
u2,1,0.174359,1.84506,[43 32] ; [ 9 13],[40.20618557 34.79381443] ; [11.79381443 10.20618557],0
v3,1,0.23299,1.422516,[ 88 145] ; [19 45],[ 83.94276094 149.05723906] ; [23.05723906 40.94276094],0
a1,1,0.246892,1.340807,[ 10 229] ; [ 5 60],[ 11.79276316 227.20723684] ; [ 3.20723684 61.79276316],0
a2,1,0.321424,0.983142,[ 59 180] ; [20 45],[ 62.10855263 176.89144737] ; [16.89144737 48.10855263],0
b3,1,0.334558,0.931173,[51 85] ; [12 29],[48.40677966 87.59322034] ; [14.59322034 26.40677966],0
b2,1,0.334558,0.931173,[51 85] ; [12 29],[48.40677966 87.59322034] ; [14.59322034 26.40677966],0
b4,1,0.339893,0.910835,[135 104] ; [41 24],[138.36842105 100.63157895] ; [37.63157895 27.36842105],0
d5,1,0.432766,0.61539,[201  38] ; [52 13],[198.90460526  40.09539474] ; [54.09539474 10.90460526],0
a8,1,0.470586,0.520599,[ 28 179] ; [ 6 54],[ 26.35955056 180.64044944] ; [ 7.64044944 52.35955056],0
s2,1,0.480566,0.497579,[ 34 203] ; [ 7 57],[ 32.28239203 204.71760797] ; [ 8.71760797 55.28239203],0
n1,1,0.535111,0.384677,[13 34] ; [ 9 17],[14.16438356 32.83561644] ; [ 7.83561644 18.16438356],0
p1,1,0.577339,0.310556,[ 20 219] ; [ 4 60],[ 18.93069307 220.06930693] ; [ 5.06930693 58.93069307],0
a3,1,0.616624,0.250641,[164  74] ; [42 22],[162.34437086  75.65562914] ; [43.65562914 20.34437086],0
n2,1,0.659108,0.194609,[32 16] ; [16 10],[31.13513514 16.86486486] ; [16.86486486  9.13513514],0
s4,1,0.690978,0.158029,[ 26 208] ; [ 6 58],[ 25.12751678 208.87248322] ; [ 6.87248322 57.12751678],0
u3,1,0.699179,0.149327,[42 32] ; [12 11],[41.19587629 32.80412371] ; [12.80412371 10.19587629],0
b5,1,0.724247,0.124459,[160  79] ; [42 23],[158.80921053  80.19078947] ; [43.19078947 21.80921053],0
d3,1,0.7677,0.087252,[180  58] ; [48 17],[179.08910891  58.91089109] ; [48.91089109 16.08910891],0
n3,1,0.767815,0.087163,[33 15] ; [17  9],[32.43243243 15.56756757] ; [17.56756757  8.43243243],0
u1,1,0.841591,0.039943,[ 43 196] ; [11 54],[ 42.45394737 196.54605263] ; [11.54605263 53.45394737],0
d4,1,0.841591,0.039943,[196  43] ; [54 11],[196.54605263  42.45394737] ; [53.45394737 11.54605263],0
a4,1,0.880884,0.022455,[105 133] ; [28 37],[104.46864686 133.53135314] ; [28.53135314 36.46864686],0
d1,1,0.921738,0.009652,[134 105] ; [36 29],[133.65131579 105.34868421] ; [36.34868421 28.65131579],0
