Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,32.899513,[12 25] ; [81 16],[25.67910448 11.32089552] ; [67.32089552 29.67910448],1
v4,1,3e-06,21.698576,[26 13] ; [93  4],[34.125  4.875] ; [84.875 12.125],1
p9,1,7e-06,20.29233,[16 20] ; [81 16],[26.2556391  9.7443609] ; [70.7443609 26.2556391],1
r3,1,1.3e-05,18.960641,[23 16] ; [89  9],[31.88321168  7.11678832] ; [80.11678832 17.88321168],1
p2,1,0.000167,14.172432,[20 19] ; [81 17],[28.75182482 10.24817518] ; [72.24817518 25.75182482],1
r4,1,0.000293,13.115541,[23 16] ; [86 13],[30.80434783  8.19565217] ; [78.19565217 20.80434783],1
p3,1,0.001205,10.482755,[ 9 30] ; [52 45],[17.49264706 21.50735294] ; [43.50735294 53.49264706],0
a1,1,0.002189,9.383909,[ 5 34] ; [ 1 98],[ 1.69565217 37.30434783] ; [ 4.30434783 94.69565217],0
n6,1,0.002401,9.214469,[25 14] ; [86 13],[31.36956522  7.63043478] ; [79.63043478 19.36956522],0
r1,1,0.003823,8.36588,[20 19] ; [75 23],[27.04379562 11.95620438] ; [67.95620438 30.04379562],0
p8,1,0.004216,8.188342,[10 28] ; [51 44],[17.42857143 20.57142857] ; [43.57142857 51.42857143],0
u2,1,0.014711,5.950723,[ 4 18] ; [23 24],[ 8.60869565 13.39130435] ; [18.39130435 28.60869565],0
n3,1,0.021947,5.25,[7 7] ; [18  3],[10.  4.] ; [15.  6.],0
r2,1,0.023724,5.114705,[31  8] ; [91  7],[34.72992701  4.27007299] ; [87.27007299 10.72992701],0
v2,1,0.030331,4.690419,[10 27] ; [44 48],[15.48837209 21.51162791] ; [38.51162791 53.48837209],0
v1,1,0.032165,4.589668,[13 26] ; [51 44],[18.62686567 20.37313433] ; [45.37313433 49.62686567],0
u3,1,0.038814,4.268991,[ 5 17] ; [23 24],[ 8.92753623 13.07246377] ; [19.07246377 27.92753623],0
p7,1,0.041941,4.137577,[16 22] ; [59 37],[21.26865672 16.73134328] ; [53.73134328 42.26865672],0
b1,1,0.046372,3.96802,[21 18] ; [35 64],[15.82608696 23.17391304] ; [40.17391304 58.82608696],0
s6,1,0.04941,3.861353,[16 21] ; [59 36],[21.02272727 15.97727273] ; [53.97727273 41.02272727],0
a8,1,0.086084,2.946128,[ 7 28] ; [ 8 82],[ 4.2 30.8] ; [10.8 79.2],0
a7,1,0.098291,2.733058,[18 21] ; [61 38],[22.32608696 16.67391304] ; [56.67391304 42.32608696],0
p4,1,0.098922,2.72283,[15 24] ; [53 45],[19.35766423 19.64233577] ; [48.64233577 49.35766423],0
