Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000173,14.099995,[ 9 10] ; [10 79],[ 3.34259259 15.65740741] ; [15.65740741 73.34259259],1
p10,1,0.00342,8.568771,[15  4] ; [36 50],[9.22857143 9.77142857] ; [41.77142857 44.22857143],0
p4,1,0.004349,8.132175,[12  7] ; [25 62],[ 6.63207547 12.36792453] ; [30.36792453 56.63207547],0
s6,1,0.004914,7.910834,[12  7] ; [26 63],[ 6.68518519 12.31481481] ; [31.31481481 57.68518519],0
p11,1,0.011834,6.335541,[15  4] ; [42 47],[10.02777778  8.97222222] ; [46.97222222 42.02777778],0
a5,1,0.044673,4.030954,[15  4] ; [48 41],[11.08333333  7.91666667] ; [51.91666667 37.08333333],0
p9,1,0.045769,3.990094,[15  4] ; [47 40],[11.11320755  7.88679245] ; [50.88679245 36.11320755],0
a6,1,0.051151,3.803336,[16  3] ; [54 35],[12.31481481  6.68518519] ; [57.68518519 31.31481481],0
p7,1,0.054888,3.685493,[12  6] ; [36 50],[8.30769231 9.69230769] ; [39.69230769 46.30769231],0
u3,1,0.056591,3.634577,[5 1] ; [14 20],[2.85 3.15] ; [16.15 17.85],0
n1,1,0.067605,3.340235,[5 2] ; [12 23],[2.83333333 4.16666667] ; [14.16666667 20.83333333],0
s5,1,0.069394,3.297294,[ 5 14] ; [ 9 76],[ 2.55769231 16.44230769] ; [11.44230769 73.55769231],0
p5,1,0.075142,3.166965,[ 3 16] ; [ 4 83],[ 1.25471698 17.74528302] ; [ 5.74528302 81.25471698],0
p8,1,0.079491,3.075286,[10  9] ; [27 59],[ 6.6952381 12.3047619] ; [30.3047619 55.6952381],0
r4,1,0.094294,2.7995,[15  4] ; [52 37],[11.78703704  7.21296296] ; [55.21296296 33.78703704],0
p2,1,0.116326,2.466108,[15  4] ; [52 35],[12.00943396  6.99056604] ; [54.99056604 32.00943396],0
v1,1,0.129812,2.294754,[10  9] ; [30 58],[ 7.10280374 11.89719626] ; [32.89719626 55.10280374],0
n2,1,0.135368,2.229836,[6 1] ; [20 16],[4.23255814 2.76744186] ; [21.76744186 14.23255814],0
s3,1,0.1516,2.056079,[ 7 11] ; [20 68],[ 4.58490566 13.41509434] ; [22.41509434 65.58490566],0
b1,1,0.156408,2.008612,[13  6] ; [45 44],[10.2037037  8.7962963] ; [47.7962963 41.2037037],0
v2,1,0.160158,1.972731,[10  8] ; [32 53],[ 7.33980583 10.66019417] ; [34.66019417 50.33980583],0
u2,1,0.165012,1.927687,[5 1] ; [18 16],[3.45 2.55] ; [19.55 14.45],0
p3,1,0.173765,1.850161,[ 8 11] ; [23 64],[ 5.55660377 13.44339623] ; [25.44339623 61.55660377],0
b4,1,0.193694,1.689296,[ 8 11] ; [52 37],[10.55555556  8.44444444] ; [49.44444444 39.55555556],0
a2,1,0.213787,1.545594,[ 5 14] ; [13 76],[ 3.16666667 15.83333333] ; [14.83333333 74.16666667],0
d3,1,0.29769,1.084513,[12  7] ; [44 44],[9.94392523 9.05607477] ; [46.05607477 41.94392523],0
v4,1,0.314615,1.011203,[15  3] ; [64 25],[13.28971963  4.71028037] ; [65.71028037 23.28971963],0
d5,1,0.321893,0.981238,[15  4] ; [60 29],[13.19444444  5.80555556] ; [61.80555556 27.19444444],0
r1,1,0.327472,0.958867,[14  5] ; [55 34],[12.13888889  6.86111111] ; [56.86111111 32.13888889],0
v3,1,0.337553,0.919703,[ 6 12] ; [19 65],[ 4.41176471 13.58823529] ; [20.58823529 63.41176471],0
s4,1,0.373614,0.79161,[ 3 16] ; [ 8 81],[ 1.93518519 17.06481481] ; [ 9.06481481 79.93518519],0
b5,1,0.377448,0.778997,[ 9 10] ; [52 37],[10.73148148  8.26851852] ; [50.26851852 38.73148148],0
n4,1,0.410773,0.676563,[12  7] ; [47 42],[10.37962963  8.62037037] ; [48.62037037 40.37962963],0
u1,1,0.430185,0.622325,[ 2 17] ; [ 5 84],[ 1.23148148 17.76851852] ; [ 5.76851852 83.23148148],0
d1,1,0.458732,0.548987,[ 9 10] ; [34 55],[ 7.56481481 11.43518519] ; [35.43518519 53.56481481],0
r3,1,0.5298,0.394774,[15  4] ; [64 25],[13.89814815  5.10185185] ; [65.10185185 23.89814815],0
n3,1,0.569764,0.323077,[5 2] ; [21 14],[4.33333333 2.66666667] ; [21.66666667 13.33333333],0
a4,1,0.587324,0.294542,[ 6 13] ; [34 55],[ 7.03703704 11.96296296] ; [32.96296296 56.03703704],0
a3,1,0.62674,0.236507,[13  6] ; [55 33],[12.07476636  6.92523364] ; [55.92523364 32.07476636],0
p6,1,0.665981,0.186339,[ 4 15] ; [14 69],[ 3.35294118 15.64705882] ; [14.64705882 68.35294118],0
a8,1,0.694688,0.154057,[ 2 16] ; [ 7 78],[ 1.57281553 16.42718447] ; [ 7.42718447 77.57281553],0
d2,1,0.777522,0.079834,[ 9 10] ; [39 50],[ 8.44444444 10.55555556] ; [39.55555556 49.44444444],0
d4,1,0.858173,0.031934,[13  6] ; [59 30],[12.66666667  6.33333333] ; [59.33333333 29.66666667],0
n5,1,0.860091,0.031067,[ 8 11] ; [39 49],[ 8.34579439 10.65420561] ; [38.65420561 49.34579439],0
r2,1,0.862943,0.029801,[15  4] ; [71 17],[15.27102804  3.72897196] ; [70.72897196 17.27102804],0
p1,1,0.95681,0.002933,[ 2 17] ; [ 9 80],[ 1.93518519 17.06481481] ; [ 9.06481481 79.93518519],0
a7,1,0.984536,0.000376,[12  7] ; [56 33],[11.96296296  7.03703704] ; [56.03703704 32.96296296],0
b2,1,1.0,0.0,[4 8] ; [18 36],[4. 8.] ; [18. 36.],0
b3,1,1.0,0.0,[4 8] ; [18 36],[4. 8.] ; [18. 36.],0
