Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.002298,9.295,[9 1] ; [3 9],[5.45454545 4.54545455] ; [6.54545455 5.45454545],0
v2,1,0.010198,6.6,[8 2] ; [3 9],[5. 5.] ; [6. 6.],0
p7,1,0.034799,4.455,[7 3] ; [3 9],[4.54545455 5.45454545] ; [5.45454545 6.54545455],0
p4,1,0.034799,4.455,[7 3] ; [3 9],[4.54545455 5.45454545] ; [5.45454545 6.54545455],0
s3,1,0.038214,4.295455,[5 5] ; [ 1 10],[2.85714286 7.14285714] ; [3.14285714 7.85714286],0
n6,1,0.043581,4.072727,[8 2] ; [4 7],[5.71428571 4.28571429] ; [6.28571429 4.71428571],0
p3,1,0.096401,2.764103,[6 4] ; [3 9],[4.09090909 5.90909091] ; [4.90909091 7.09090909],0
r3,1,0.103504,2.650699,[8 2] ; [5 6],[6.19047619 3.80952381] ; [6.80952381 4.19047619],0
s2,1,0.122398,2.386364,[5 5] ; [2 9],[3.33333333 6.66666667] ; [3.66666667 7.33333333],0
d2,1,0.211016,1.564444,[6 4] ; [4 8],[4.54545455 5.45454545] ; [5.45454545 6.54545455],0
d1,1,0.221099,1.497222,[4 6] ; [ 2 10],[2.72727273 7.27272727] ; [3.27272727 8.72727273],0
r4,1,0.221099,1.497222,[4 6] ; [ 2 10],[2.72727273 7.27272727] ; [3.27272727 8.72727273],0
d4,1,0.277291,1.180317,[8 2] ; [7 5],[6.81818182 3.18181818] ; [8.18181818 3.81818182],0
a5,1,0.277291,1.180317,[8 2] ; [7 5],[6.81818182 3.18181818] ; [8.18181818 3.81818182],0
d5,1,0.342095,0.902564,[7 3] ; [6 6],[5.90909091 4.09090909] ; [7.09090909 4.90909091],0
b4,1,0.342095,0.902564,[7 3] ; [6 6],[5.90909091 4.09090909] ; [7.09090909 4.90909091],0
s7,1,0.36131,0.833333,[5 5] ; [3 7],[4. 6.] ; [4. 6.],0
d3,1,0.391805,0.733333,[6 4] ; [5 7],[5. 5.] ; [6. 6.],0
p11,1,0.391805,0.733333,[6 4] ; [5 7],[5. 5.] ; [6. 6.],0
s5,1,0.427205,0.630409,[2 8] ; [ 1 11],[1.36363636 8.63636364] ; [ 1.63636364 10.36363636],0
b1,1,0.428539,0.626781,[5 5] ; [8 4],[5.90909091 4.09090909] ; [7.09090909 4.90909091],0
a2,1,0.457438,0.552157,[3 7] ; [ 2 10],[2.27272727 7.72727273] ; [2.72727273 9.27272727],0
s8,1,0.457438,0.552157,[3 7] ; [ 2 10],[2.27272727 7.72727273] ; [2.72727273 9.27272727],0
p2,1,0.571107,0.320833,[7 3] ; [7 5],[6.36363636 3.63636364] ; [7.63636364 4.36363636],0
b2,1,0.598725,0.276923,[2 7] ; [3 6],[2.5 6.5] ; [2.5 6.5],0
b3,1,0.598725,0.276923,[2 7] ; [3 6],[2.5 6.5] ; [2.5 6.5],0
r1,1,0.63904,0.22,[6 4] ; [6 6],[5.45454545 4.54545455] ; [6.54545455 5.45454545],0
r2,1,0.695895,0.152778,[5 5] ; [7 5],[5.45454545 4.54545455] ; [6.54545455 5.45454545],0
u3,1,0.709388,0.138889,[1 1] ; [1 2],[0.8 1.2] ; [1.2 1.8],0
v3,1,0.746188,0.104762,[4 6] ; [4 8],[3.63636364 6.36363636] ; [4.36363636 7.63636364],0
n5,1,0.746188,0.104762,[6 4] ; [8 4],[6.36363636 3.63636364] ; [7.63636364 4.36363636],0
p8,1,0.746188,0.104762,[4 6] ; [4 8],[3.63636364 6.36363636] ; [4.36363636 7.63636364],0
s4,1,0.780512,0.077647,[2 8] ; [3 9],[2.27272727 7.72727273] ; [2.72727273 9.27272727],0
a3,1,0.780512,0.077647,[8 2] ; [9 3],[7.72727273 2.27272727] ; [9.27272727 2.72727273],0
p10,1,0.800838,0.063636,[6 4] ; [6 5],[5.71428571 4.28571429] ; [6.28571429 4.71428571],0
p9,1,0.863926,0.029371,[6 4] ; [7 4],[6.19047619 3.80952381] ; [6.80952381 4.19047619],0
n4,1,0.867258,0.027937,[7 3] ; [8 4],[6.81818182 3.18181818] ; [8.18181818 3.81818182],0
a4,1,0.936898,0.006268,[4 6] ; [5 7],[4.09090909 5.90909091] ; [4.90909091 7.09090909],0
a6,1,1.0,0.0,[5 5] ; [6 6],[5. 5.] ; [6. 6.],0
a7,1,1.0,0.0,[5 5] ; [6 6],[5. 5.] ; [6. 6.],0
