Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,2e-06,22.357531,[71 27] ; [16 34],[57.60810811 40.39189189] ; [29.39189189 20.60810811],1
d3,1,1.2e-05,19.108679,[71 26] ; [18 32],[58.72789116 38.27210884] ; [30.27210884 19.72789116],1
d5,1,4.1e-05,16.840901,[82 16] ; [26 24],[71.51351351 26.48648649] ; [36.48648649 13.51351351],1
a5,1,4.8e-05,16.519118,[75 24] ; [21 29],[63.7852349 35.2147651] ; [32.2147651 17.7852349],1
r4,1,9.1e-05,15.306813,[83 16] ; [27 23],[73.08724832 25.91275168] ; [36.91275168 13.08724832],1
r3,1,0.000393,12.563401,[82 15] ; [29 21],[73.24489796 23.75510204] ; [37.75510204 12.24489796],1
a2,1,0.001526,10.046616,[31 68] ; [ 4 46],[23.25503356 75.74496644] ; [11.74496644 38.25503356],0
r2,1,0.001602,9.957837,[93  4] ; [39 10],[87.69863014  9.30136986] ; [44.30136986  4.69863014],0
r1,1,0.00295,8.838186,[77 20] ; [28 22],[69.28571429 27.71428571] ; [35.71428571 14.28571429],0
u1,1,0.008871,6.848582,[23 76] ; [ 3 47],[17.27516779 81.72483221] ; [ 8.72483221 41.27516779],0
d4,1,0.010347,6.57424,[76 22] ; [28 21],[69.33333333 28.66666667] ; [34.66666667 14.33333333],0
a4,1,0.018844,5.515947,[50 48] ; [15 34],[43.33333333 54.66666667] ; [21.66666667 27.33333333],0
a3,1,0.02753,4.85728,[71 25] ; [28 22],[65.09589041 30.90410959] ; [33.90410959 16.09589041],0
s6,1,0.030271,4.693837,[63 33] ; [23 26],[56.93793103 39.06206897] ; [29.06206897 19.93793103],0
p3,1,0.043283,4.084297,[41 58] ; [12 37],[35.4527027 63.5472973] ; [17.5472973 31.4527027],0
b5,1,0.046252,3.972378,[68 31] ; [26 24],[62.45637584 36.54362416] ; [31.54362416 18.45637584],0
n3,1,0.049093,3.872181,[23 10] ; [11 14],[19.34482759 13.65517241] ; [14.65517241 10.34482759],0
v4,1,0.054719,3.690626,[87 12] ; [37 12],[82.94594595 16.05405405] ; [41.05405405  7.94594595],0
s2,1,0.064008,3.430362,[49 49] ; [17 33],[43.7027027 54.2972973] ; [22.2972973 27.7027027],0
n2,1,0.068875,3.309632,[27  7] ; [15 11],[23.8 10.2] ; [18.2  7.8],0
p7,1,0.076843,3.130435,[51 45] ; [18 30],[46. 50.] ; [23. 25.],0
s8,1,0.077953,3.107081,[42 56] ; [14 36],[37.08108108 60.91891892] ; [18.91891892 31.08108108],0
p6,1,0.086436,2.939534,[35 61] ; [11 38],[30.45517241 65.54482759] ; [15.54482759 33.45517241],0
d1,1,0.093686,2.809868,[52 47] ; [19 31],[47.17449664 51.82550336] ; [23.82550336 26.17449664],0
b1,1,0.117914,2.444811,[50 49] ; [32 18],[54.48322148 44.51677852] ; [27.51677852 22.48322148],0
u3,1,0.124003,2.366019,[15 13] ; [ 7 15],[12.32 15.68] ; [ 9.68 12.32],0
n1,1,0.125227,2.350703,[20 12] ; [11 15],[17.10344828 14.89655172] ; [13.89655172 12.10344828],0
p4,1,0.12793,2.317444,[49 49] ; [18 31],[44.66666667 53.33333333] ; [22.33333333 26.66666667],0
n6,1,0.160737,1.967282,[79 20] ; [34 15],[75.58783784 23.41216216] ; [37.41216216 11.58783784],0
a8,1,0.166987,1.909787,[17 68] ; [ 5 42],[14.16666667 70.83333333] ; [ 7.83333333 39.16666667],0
s4,1,0.183875,1.76602,[18 80] ; [ 5 45],[15.22972973 82.77027027] ; [ 7.77027027 42.22972973],0
p9,1,0.228848,1.448008,[65 31] ; [27 20],[61.76223776 34.23776224] ; [30.23776224 16.76223776],0
s3,1,0.245929,1.34628,[53 45] ; [22 28],[49.66216216 48.33783784] ; [25.33783784 24.66216216],0
s5,1,0.283009,1.152581,[30 62] ; [12 38],[27.21126761 64.78873239] ; [14.78873239 35.21126761],0
p2,1,0.308425,1.03741,[67 32] ; [29 20],[64.21621622 34.78378378] ; [31.78378378 17.21621622],0
d2,1,0.350737,0.870789,[52 46] ; [22 27],[49.33333333 48.66666667] ; [24.66666667 24.33333333],0
v2,1,0.363235,0.826679,[42 55] ; [17 31],[39.46896552 57.53103448] ; [19.53103448 28.46896552],0
v1,1,0.386457,0.75006,[47 52] ; [20 30],[44.51677852 54.48322148] ; [22.48322148 27.51677852],0
a1,1,0.438804,0.599408,[ 8 91] ; [ 6 44],[ 9.30201342 89.69798658] ; [ 4.69798658 45.30201342],0
u2,1,0.468475,0.525571,[10 17] ; [ 6 16],[ 8.81632653 18.18367347] ; [ 7.18367347 14.81632653],0
p1,1,0.551206,0.355162,[11 88] ; [ 4 46],[ 9.96644295 89.03355705] ; [ 5.03355705 44.96644295],0
n4,1,0.555251,0.347993,[84 14] ; [41  9],[82.77027027 15.22972973] ; [42.22972973  7.77027027],0
b3,1,0.578073,0.30936,[19 35] ; [12 17],[20.1686747 33.8313253] ; [10.8313253 18.1686747],0
b2,1,0.578073,0.30936,[19 35] ; [12 17],[20.1686747 33.8313253] ; [10.8313253 18.1686747],0
