Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,64.418228,[68 56] ; [424  64],[99.68627451 24.31372549] ; [392.31372549  95.68627451],1
r3,1,0.0,55.342512,[100  27] ; [478  14],[118.58804523   8.41195477] ; [459.41195477  32.58804523],1
p9,1,0.0,49.928076,[76 47] ; [431  56],[102.23114754  20.76885246] ; [404.76885246  82.23114754],1
v4,1,0.0,34.876468,[102  25] ; [471  21],[117.56219709   9.43780291] ; [455.43780291  36.56219709],1
p2,1,0.0,31.119573,[83 43] ; [427  64],[104.14910859  21.85089141] ; [405.85089141  85.14910859],1
r4,1,0.0,30.325279,[94 33] ; [455  41],[111.91492777  15.08507223] ; [437.08507223  58.91492777],1
p8,1,0.0,25.680272,[39 86] ; [274 210],[64.24466338 60.75533662] ; [248.75533662 235.24466338],1
n6,1,7e-06,20.138602,[94 32] ; [441  50],[109.25445705  16.74554295] ; [425.74554295  65.25445705],1
p4,1,1.1e-05,19.274727,[53 71] ; [316 175],[74.4 49.6] ; [294.6 196.4],1
b1,1,1.4e-05,18.824038,[73 54] ; [180 316],[51.57463884 75.42536116] ; [201.42536116 294.57463884],1
p7,1,5.7e-05,16.199028,[58 65] ; [322 160],[77.25619835 45.74380165] ; [302.74380165 179.25619835],1
v2,1,8.3e-05,15.492781,[53 71] ; [296 179],[72.24707846 51.75292154] ; [276.75292154 198.24707846],1
v1,1,0.002225,9.353872,[55 72] ; [279 198],[70.22847682 56.77152318] ; [263.77152318 213.22847682],0
d5,1,0.0023,9.293033,[91 35] ; [415  79],[102.83225806  23.16774194] ; [403.16774194  90.83225806],0
u2,1,0.002398,9.217095,[14 27] ; [79 50],[22.42941176 18.57058824] ; [70.57058824 58.42941176],0
d4,1,0.003105,8.744564,[92 34] ; [415  77],[103.36893204  22.63106796] ; [403.63106796  88.36893204],0
p3,1,0.003291,8.638826,[49 77] ; [263 228],[63.71474878 62.28525122] ; [248.28525122 242.71474878],0
n1,1,0.010274,6.586742,[27 16] ; [33 52],[20.15625 22.84375] ; [39.84375 45.15625],0
p12,1,0.01247,6.242741,[  4 122] ; [ 50 438],[ 11.08143322 114.91856678] ; [ 42.91856678 445.08143322],0
s8,1,0.01365,6.082847,[44 83] ; [230 261],[56.30744337 70.69255663] ; [217.69255663 273.30744337],0
a5,1,0.025615,4.981834,[87 40] ; [386 109],[96.57717042 30.42282958] ; [376.42282958 118.57717042],0
r2,1,0.026901,4.897183,[113  12] ; [465  22],[118.05555556   6.94444444] ; [459.94444444  27.05555556],0
a6,1,0.028073,4.823604,[75 51] ; [344 149],[85.28917609 40.71082391] ; [333.71082391 159.28917609],0
r1,1,0.028115,4.821027,[92 34] ; [404  90],[100.8  25.2] ; [395.2  98.8],0
u3,1,0.033679,4.510926,[16 26] ; [74 56],[21.97674419 20.02325581] ; [68.02325581 61.97674419],0
d1,1,0.034759,4.45696,[65 62] ; [305 191],[75.42536116 51.57463884] ; [294.57463884 201.42536116],0
s1,1,0.042959,4.097018,[  8 118] ; [ 13 474],[  4.31647635 121.68352365] ; [ 16.68352365 470.31647635],0
a1,1,0.060718,3.51767,[ 12 115] ; [ 25 471],[  7.54253612 119.45746388] ; [ 29.45746388 466.54253612],0
n3,1,0.061901,3.485717,[25 17] ; [65 21],[29.53125 12.46875] ; [60.46875 25.53125],0
v3,1,0.076686,3.133771,[45 76] ; [221 258],[53.64333333 67.35666667] ; [212.35666667 266.64333333],0
a7,1,0.091637,2.845384,[82 45] ; [356 137],[89.71935484 37.28064516] ; [348.28064516 144.71935484],0
s6,1,0.101874,2.675959,[72 54] ; [316 170],[79.88235294 46.11764706] ; [308.11764706 177.88235294],0
s3,1,0.126019,2.340867,[59 65] ; [268 217],[66.58128079 57.41871921] ; [260.41871921 224.58128079],0
s2,1,0.188282,1.731011,[53 74] ; [237 254],[59.59546926 67.40453074] ; [230.40453074 260.59546926],0
p6,1,0.195503,1.675655,[40 84] ; [187 298],[46.22003284 77.77996716] ; [180.77996716 304.22003284],0
a3,1,0.23226,1.426966,[85 39] ; [365 129],[90.29126214 33.70873786] ; [359.70873786 134.29126214],0
d3,1,0.261679,1.25985,[78 48] ; [332 162],[83.32258065 42.67741935] ; [326.67741935 167.32258065],0
s5,1,0.272125,1.206002,[32 91] ; [149 330],[36.98172757 86.01827243] ; [144.01827243 334.98172757],0
p5,1,0.279769,1.16821,[ 13 112] ; [ 69 421],[ 16.66666667 108.33333333] ; [ 65.33333333 424.66666667],0
s7,1,0.284167,1.147051,[54 64] ; [241 229],[59.20068027 58.79931973] ; [235.79931973 234.20068027],0
b2,1,0.329453,0.951046,[26 45] ; [145 193],[29.68459658 41.31540342] ; [141.31540342 196.68459658],0
b3,1,0.329453,0.951046,[26 45] ; [145 193],[29.68459658 41.31540342] ; [141.31540342 196.68459658],0
b4,1,0.569518,0.32349,[72 55] ; [295 201],[74.81380417 52.18619583] ; [292.18619583 203.81380417],0
a4,1,0.709144,0.139133,[57 68] ; [234 259],[58.8592233 66.1407767] ; [232.1407767 260.8592233],0
a8,1,0.80242,0.062608,[19 94] ; [ 80 369],[19.90569395 93.09430605] ; [ 79.09430605 369.90569395],0
n5,1,0.840374,0.040568,[108  19] ; [421  70],[108.71035599  18.28964401] ; [420.28964401  70.71035599],0
d2,1,0.876109,0.024306,[65 60] ; [252 240],[64.22204214 60.77795786] ; [252.77795786 239.22204214],0
b5,1,0.907363,0.013541,[76 51] ; [294 202],[75.42536116 51.57463884] ; [294.57463884 201.42536116],0
a2,1,0.926158,0.00859,[32 95] ; [123 373],[31.59711075 95.40288925] ; [123.40288925 372.59711075],0
u1,1,0.965184,0.001905,[ 23 104] ; [ 89 407],[ 22.83146067 104.16853933] ; [ 89.16853933 406.83146067],0
u4,1,0.970095,0.001405,[  3 124] ; [ 12 484],[  3.05778491 123.94221509] ; [ 11.94221509 484.05778491],0
p1,1,0.980483,0.000598,[ 13 114] ; [ 50 442],[ 12.92568659 114.07431341] ; [ 50.07431341 441.92568659],0
n2,1,0.992403,9.1e-05,[33 12] ; [63 23],[32.97709924 12.02290076] ; [63.02290076 22.97709924],0
