Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,8.7e-05,15.397301,[34 26] ; [46  5],[43.24324324 16.75675676] ; [36.75675676 14.24324324],1
r4,1,0.000239,13.492649,[27 34] ; [40 11],[36.49107143 24.50892857] ; [30.50892857 20.49107143],1
p10,1,0.000576,11.851853,[18 39] ; [33 18],[26.91666667 30.08333333] ; [24.08333333 26.91666667],1
v4,1,0.001212,10.471516,[38 22] ; [45  5],[45.27272727 14.72727273] ; [37.72727273 12.27272727],0
s6,1,0.001278,10.374712,[14 46] ; [27 24],[22.16216216 37.83783784] ; [18.83783784 32.16216216],0
p2,1,0.00173,9.816061,[25 36] ; [36 15],[33.22321429 27.77678571] ; [27.77678571 23.22321429],0
p9,1,0.002941,8.843963,[24 33] ; [36 15],[31.66666667 25.33333333] ; [28.33333333 22.66666667],0
p8,1,0.006158,7.503589,[ 8 51] ; [18 32],[14.0733945 44.9266055] ; [11.9266055 38.0733945],0
s8,1,0.009434,6.738783,[ 7 54] ; [16 35],[12.52678571 48.47321429] ; [10.47321429 40.52678571],0
n2,1,0.020946,5.331301,[16 15] ; [13  2],[19.54347826 11.45652174] ; [9.45652174 5.54347826],0
v2,1,0.025686,4.977064,[15 41] ; [23 25],[20.46153846 35.53846154] ; [17.53846154 30.46153846],0
b5,1,0.056426,3.63945,[31 30] ; [35 16],[35.94642857 25.05357143] ; [30.05357143 20.94642857],0
p7,1,0.062465,3.470698,[15 44] ; [20 27],[19.48113208 39.51886792] ; [15.51886792 31.48113208],0
u3,1,0.086974,2.929506,[ 8 14] ; [12  7],[10.73170732 11.26829268] ; [9.26829268 9.73170732],0
s1,1,0.086987,2.929265,[ 6 54] ; [ 1 49],[ 3.81818182 56.18181818] ; [ 3.18181818 46.81818182],0
r1,1,0.13437,2.241273,[36 25] ; [37 14],[39.75892857 21.24107143] ; [33.24107143 17.75892857],0
a1,1,0.14306,2.144737,[ 7 54] ; [ 2 49],[ 4.90178571 56.09821429] ; [ 4.09821429 46.90178571],0
a2,1,0.173013,1.856638,[10 51] ; [ 4 47],[ 7.625 53.375] ; [ 6.375 44.625],0
a4,1,0.185538,1.752694,[24 37] ; [14 37],[20.69642857 40.30357143] ; [17.30357143 33.69642857],0
s3,1,0.224266,1.47686,[26 34] ; [28 23],[29.18918919 30.81081081] ; [24.81081081 26.18918919],0
v3,1,0.231468,1.431818,[10 45] ; [14 36],[12.57142857 42.42857143] ; [11.42857143 38.57142857],0
a5,1,0.233664,1.418418,[29 32] ; [30 21],[32.13392857 28.86607143] ; [26.86607143 24.13392857],0
b3,1,0.233961,1.416618,[11 19] ; [ 6 21],[ 8.94736842 21.05263158] ; [ 8.05263158 18.94736842],0
b2,1,0.233961,1.416618,[11 19] ; [ 6 21],[ 8.94736842 21.05263158] ; [ 8.05263158 18.94736842],0
d2,1,0.281128,1.161628,[26 34] ; [17 34],[23.24324324 36.75675676] ; [19.75675676 31.24324324],0
s2,1,0.289502,1.121935,[17 44] ; [19 32],[19.60714286 41.39285714] ; [16.39285714 34.60714286],0
v1,1,0.302149,1.064686,[22 39] ; [22 26],[24.62385321 36.37614679] ; [19.37614679 28.62385321],0
b1,1,0.325504,0.966701,[32 29] ; [22 29],[29.41071429 31.58928571] ; [24.58928571 26.41071429],0
s7,1,0.333646,0.934694,[13 41] ; [16 33],[15.2038835 38.7961165] ; [13.7961165 35.2038835],0
n5,1,0.376434,0.782314,[29 32] ; [20 31],[26.6875 34.3125] ; [22.3125 28.6875],0
a6,1,0.380474,0.769171,[39 21] ; [29 22],[36.75675676 23.24324324] ; [31.24324324 19.75675676],0
d3,1,0.393198,0.729029,[36 23] ; [27 24],[33.79090909 25.20909091] ; [29.20909091 21.79090909],0
d1,1,0.429011,0.625498,[26 35] ; [18 33],[23.96428571 37.03571429] ; [20.03571429 30.96428571],0
p1,1,0.46132,0.54269,[ 6 55] ; [ 3 47],[ 4.94594595 56.05405405] ; [ 4.05405405 45.94594595],0
u2,1,0.491118,0.474075,[11 10] ; [12  7],[12.075  8.925] ; [10.925  8.075],0
n1,1,0.49168,0.472847,[10 21] ; [6 8],[11.02222222 19.97777778] ; [4.97777778 9.02222222],0
r2,1,0.588092,0.293333,[48 12] ; [42  8],[49.09090909 10.90909091] ; [40.90909091  9.09090909],0
s5,1,0.60291,0.27063,[ 8 48] ; [ 9 41],[ 8.98113208 47.01886792] ; [ 8.01886792 41.98113208],0
a7,1,0.621103,0.244321,[41 20] ; [32 19],[39.75892857 21.24107143] ; [33.24107143 17.75892857],0
a8,1,0.732995,0.116379,[ 7 51] ; [ 5 45],[ 6.44444444 51.55555556] ; [ 5.55555556 44.44444444],0
p6,1,0.734777,0.11477,[ 7 51] ; [ 7 42],[ 7.58878505 50.41121495] ; [ 6.41121495 42.58878505],0
s4,1,0.741773,0.108574,[11 50] ; [ 8 43],[10.34821429 50.65178571] ; [ 8.65178571 42.34821429],0
b4,1,0.792585,0.069145,[35 26] ; [28 23],[34.3125 26.6875] ; [28.6875 22.3125],0
a3,1,0.805219,0.060811,[39 21] ; [32 19],[38.37837838 21.62162162] ; [32.62162162 18.37837838],0
u1,1,0.821427,0.050945,[ 3 58] ; [ 3 48],[ 3.26785714 57.73214286] ; [ 2.73214286 48.26785714],0
n4,1,0.82294,0.050071,[31 30] ; [27 24],[31.58928571 29.41071429] ; [26.41071429 24.58928571],0
d5,1,0.828232,0.047076,[40 20] ; [33 18],[39.45945946 20.54054054] ; [33.54054054 17.45945946],0
d4,1,0.874136,0.025093,[42 17] ; [37 14],[42.37272727 16.62727273] ; [36.62727273 14.37272727],0
n3,1,0.929711,0.007781,[17 12] ; [9 6],[17.13636364 11.86363636] ; [8.86363636 6.13636364],0
