Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,64.458382,[212  95] ; [ 47 110],[171.36422414 135.63577586] ; [87.63577586 69.36422414],1
p8,1,0.0,50.678673,[209  94] ; [ 53 102],[173.33187773 129.66812227] ; [88.66812227 66.33187773],1
p6,1,0.0,41.491234,[162 140] ; [ 33 118],[130. 172.] ; [65. 86.],1
p7,1,0.0,25.264153,[231  72] ; [80 71],[207.56167401  95.43832599] ; [103.43832599  47.56167401],1
n5,1,1e-06,23.186859,[265  40] ; [107  50],[245.58441558  59.41558442] ; [126.41558442  30.58441558],1
p2,1,2e-06,22.394984,[281  25] ; [120  38],[264.45258621  41.54741379] ; [136.54741379  21.45258621],1
n4,1,6e-06,20.645784,[266  40] ; [109  48],[247.84017279  58.15982721] ; [127.15982721  29.84017279],1
p10,1,6e-06,20.507281,[273  31] ; [114  41],[256.31372549  47.68627451] ; [130.68627451  24.31372549],1
p5,1,8e-06,20.052329,[ 58 247] ; [  6 151],[ 42.25108225 262.74891775] ; [ 21.74891775 135.25108225],1
d1,1,2.6e-05,17.690726,[211  96] ; [77 81],[190.14193548 116.85806452] ; [97.85806452 60.14193548],1
p9,1,0.000128,14.670311,[280  25] ; [123  32],[267.20652174  37.79347826] ; [135.79347826  19.20652174],1
n6,1,0.000525,12.025086,[276  29] ; [123  33],[263.98047722  41.01952278] ; [135.01952278  20.98047722],1
d2,1,0.001367,10.25036,[170 136] ; [63 95],[153.65948276 152.34051724] ; [79.34051724 78.65948276],0
d3,1,0.002998,8.808657,[231  76] ; [98 60],[217.21075269  89.78924731] ; [111.78924731  46.21075269],0
a7,1,0.004255,8.17165,[234  72] ; [101  57],[220.92672414  85.07327586] ; [114.07327586  43.92672414],0
u1,1,0.00452,8.062198,[ 73 234] ; [ 20 138],[ 61.4 245.6] ; [ 31.6 126.4],0
s7,1,0.006666,7.360913,[167 121] ; [68 85],[153.46938776 134.53061224] ; [81.53061224 71.46938776],0
s8,1,0.007005,7.271773,[170 134] ; [67 90],[156.28633406 147.71366594] ; [80.71366594 76.28633406],0
d5,1,0.007384,7.177122,[266  40] ; [122  36],[255.87931034  50.12068966] ; [132.12068966  25.87931034],0
p11,1,0.013665,6.080926,[260  47] ; [119  39],[250.22150538  56.77849462] ; [128.77849462  29.22150538],0
a2,1,0.028737,4.78327,[ 89 218] ; [ 31 127],[ 79.22580645 227.77419355] ; [ 40.77419355 117.22580645],0
a5,1,0.030998,4.653059,[245  62] ; [112  46],[235.69677419  71.30322581] ; [121.30322581  36.69677419],0
v3,1,0.036366,4.37985,[158 139] ; [65 87],[147.5077951 149.4922049] ; [75.4922049 76.5077951],0
s6,1,0.03665,4.366603,[224  75] ; [101  53],[214.51434879  84.48565121] ; [110.48565121  43.51434879],0
s5,1,0.054193,3.706736,[123 171] ; [ 49 102],[113.63595506 180.36404494] ; [58.36404494 92.63595506],0
p12,1,0.064289,3.423137,[ 34 272] ; [  9 146],[ 28.54229935 277.45770065] ; [ 14.45770065 140.54229935],0
s2,1,0.073699,3.198643,[174 127] ; [77 80],[164.95851528 136.04148472] ; [86.04148472 70.95851528],0
b2,1,0.090546,2.864634,[ 81 130] ; [44 46],[ 87.62458472 123.37541528] ; [37.37541528 52.62458472],0
