Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,39.23489,[244  92] ; [36 59],[218.28306265 117.71693735] ; [61.71693735 33.28306265],1
d2,1,0.0,38.831801,[207 128] ; [24 70],[180.38461538 154.61538462] ; [50.61538462 43.38461538],1
u1,1,0.0,28.631764,[ 94 242] ; [ 2 93],[ 74.83990719 261.16009281] ; [21.16009281 73.83990719],1
a4,1,0.0,26.39331,[181 154] ; [23 72],[158.93023256 176.06976744] ; [45.06976744 49.93023256],1
a3,1,0.0,25.88138,[272  63] ; [53 42],[253.19767442  81.80232558] ; [71.80232558 23.19767442],1
r1,1,3e-06,21.969345,[297  39] ; [65 30],[282.20881671  53.79118329] ; [79.79118329 15.20881671],1
p9,1,2.6e-05,17.662741,[302  28] ; [71 23],[290.30660377  39.69339623] ; [82.69339623 11.30660377],1
d5,1,5e-05,16.429816,[295  41] ; [67 28],[282.20881671  53.79118329] ; [79.79118329 15.20881671],1
a6,1,8.4e-05,15.457674,[250  85] ; [51 44],[234.5 100.5] ; [66.5 28.5],1
p10,1,9.2e-05,15.303649,[297  36] ; [68 25],[285.31690141  47.68309859] ; [79.68309859 13.31690141],1
s7,1,0.000239,13.495521,[188 130] ; [34 57],[172.60635697 145.39364303] ; [49.39364303 41.60635697],1
d4,1,0.000874,11.077103,[299  37] ; [71 23],[289.11627907  46.88372093] ; [80.88372093 13.11627907],1
p4,1,0.001334,10.295384,[225 108] ; [46 47],[211.83802817 121.16197183] ; [59.16197183 33.83802817],0
s5,1,0.001838,9.705108,[133 189] ; [21 69],[120.3592233 201.6407767] ; [33.6407767 56.3592233],0
s2,1,0.002546,9.107347,[188 142] ; [37 57],[175.11792453 154.88207547] ; [49.88207547 44.11792453],0
n4,1,0.003804,8.375067,[289  47] ; [69 25],[279.73953488  56.26046512] ; [78.26046512 15.73953488],0
p3,1,0.005762,7.623262,[198 137] ; [41 54],[186.19767442 148.80232558] ; [52.80232558 42.19767442],0
n5,1,0.014186,6.014807,[277  58] ; [67 27],[268.62470862  66.37529138] ; [75.37529138 18.62470862],0
p8,1,0.017425,5.653081,[193 134] ; [43 52],[182.87203791 144.12796209] ; [53.12796209 41.87203791],0
r4,1,0.017625,5.633009,[315  21] ; [82 13],[309.49419954  26.50580046] ; [87.50580046  7.49419954],0
r2,1,0.017988,5.597351,[322  10] ; [85  8],[317.93882353  14.06117647] ; [89.06117647  3.93882353],0
d3,1,0.019131,5.489483,[253  83] ; [60 35],[244.00928074  91.99071926] ; [68.99071926 26.00928074],0
p2,1,0.031198,4.64201,[291  44] ; [74 21],[284.36046512  50.63953488] ; [80.63953488 14.36046512],0
s8,1,0.035053,4.442591,[173 158] ; [38 57],[163.94600939 167.05399061] ; [47.05399061 47.94600939],0
b3,1,0.037265,4.338273,[ 89 126] ; [15 42],[ 82.20588235 132.79411765] ; [21.79411765 35.20588235],0
b2,1,0.037265,4.338273,[ 89 126] ; [15 42],[ 82.20588235 132.79411765] ; [21.79411765 35.20588235],0
v4,1,0.114503,2.490941,[322  12] ; [88  7],[319.20745921  14.79254079] ; [90.79254079  4.20745921],0
b1,1,0.142676,2.148862,[119 217] ; [26 69],[113.03944316 222.96055684] ; [31.96055684 63.03944316],0
s1,1,0.167952,1.901132,[  6 325] ; [ 4 90],[  7.78823529 323.21176471] ; [ 2.21176471 91.78823529],0
p12,1,0.20571,1.601368,[ 36 298] ; [ 6 88],[ 32.77570093 301.22429907] ; [ 9.22429907 84.77570093],0
n2,1,0.234352,1.414251,[46 11] ; [15  7],[44.01265823 12.98734177] ; [16.98734177  5.01265823],0
s6,1,0.241159,1.373807,[232  97] ; [59 33],[227.40855107 101.59144893] ; [63.59144893 28.40855107],0
p5,1,0.244593,1.353928,[ 38 297] ; [15 80],[ 41.29069767 293.70930233] ; [11.70930233 83.29069767],0
s3,1,0.245217,1.350348,[188 140] ; [47 46],[183.08788599 144.91211401] ; [51.91211401 41.08788599],0
v1,1,0.265706,1.238781,[222 107] ; [57 36],[217.51421801 111.48578199] ; [61.48578199 31.51421801],0
u2,1,0.276161,1.185887,[33 30] ; [17 24],[30.28846154 32.71153846] ; [19.71153846 21.28846154],0
p6,1,0.290106,1.119129,[139 192] ; [33 59],[134.59101655 196.40898345] ; [37.40898345 54.59101655],0
u4,1,0.293868,1.101816,[ 10 326] ; [ 1 94],[  8.57540603 327.42459397] ; [ 2.42459397 92.57540603],0
a7,1,0.313889,1.014241,[259  77] ; [67 26],[255.32867133  80.67132867] ; [70.67132867 22.32867133],0
r3,1,0.331947,0.941287,[327   8] ; [90  4],[325.62937063   9.37062937] ; [91.37062937  2.62937063],0
a8,1,0.369752,0.804498,[ 48 247] ; [11 78],[ 45.32552083 249.67447917] ; [13.67447917 75.32552083],0
a1,1,0.398246,0.713615,[ 22 314] ; [ 4 91],[ 20.26914153 315.73085847] ; [ 5.73085847 89.26914153],0
u3,1,0.42932,0.624663,[37 27] ; [21 21],[35.01886792 28.98113208] ; [22.98113208 19.01886792],0
p7,1,0.467206,0.528576,[227 101] ; [60 32],[224.13333333 103.86666667] ; [62.86666667 29.13333333],0
p11,1,0.55414,0.349952,[281  55] ; [77 18],[279.09048724  56.90951276] ; [78.90951276 16.09048724],0
b5,1,0.5658,0.329761,[202 134] ; [54 41],[199.57308585 136.42691415] ; [56.42691415 38.57308585],0
s4,1,0.662053,0.19104,[ 47 285] ; [15 79],[ 48.31924883 283.68075117] ; [13.68075117 80.31924883],0
v3,1,0.673881,0.177096,[188 141] ; [56 38],[189.77777778 139.22222222] ; [54.22222222 39.77777778],0
n3,1,0.788334,0.072079,[43 14] ; [18  5],[43.4625 13.5375] ; [17.5375  5.4625],0
b4,1,0.846849,0.037303,[205 131] ; [59 36],[205.80974478 130.19025522] ; [58.19025522 36.80974478],0
p1,1,0.909485,0.012925,[ 27 308] ; [ 8 87],[ 27.26744186 307.73255814] ; [ 7.73255814 87.26744186],0
n1,1,0.920402,0.009985,[18 39] ; [ 7 16],[17.8125 39.1875] ; [ 7.1875 15.8125],0
