Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,192.283277,[  7 119] ; [387 144],[75.56164384 50.43835616] ; [318.43835616 212.56164384],1
d3,1,0.0,107.845258,[36 89] ; [409 122],[84.79420732 40.20579268] ; [360.20579268 170.79420732],1
d5,1,0.0,105.171479,[63 63] ; [474  57],[102.98630137  23.01369863] ; [434.01369863  96.98630137],1
d2,1,0.0,36.700154,[34 92] ; [301 227],[64.5412844 61.4587156] ; [270.4587156 257.5412844],1
a5,1,0.0,34.159608,[70 56] ; [427 104],[95.31506849 30.68493151] ; [401.68493151 129.31506849],1
a3,1,0.0,31.605963,[67 58] ; [414 115],[91.93425076 33.06574924] ; [389.06574924 139.93425076],1
a4,1,0.0,28.41942,[32 92] ; [277 252],[58.67687596 65.32312404] ; [250.32312404 278.67687596],1
r3,1,0.0,27.330798,[106  20] ; [509  19],[118.48623853   7.51376147] ; [496.51376147  31.48623853],1
u1,1,0.0,26.430306,[  4 122] ; [124 407],[ 24.54794521 101.45205479] ; [103.45205479 427.54794521],1
a2,1,1e-06,24.562084,[ 11 115] ; [161 370],[32.98630137 93.01369863] ; [139.01369863 391.98630137],1
r1,1,8.9e-05,15.357907,[87 37] ; [451  79],[102.00611621  21.99388379] ; [435.99388379  94.00611621],1
s2,1,0.000177,14.065068,[47 76] ; [299 226],[65.67592593 57.32407407] ; [280.32407407 244.67592593],1
r4,1,0.000436,12.369157,[107  19] ; [500  31],[116.4109589   9.5890411] ; [490.5890411  40.4109589],1
p2,1,0.001001,10.824796,[92 33] ; [452  75],[104.29447853  20.70552147] ; [439.70552147  87.29447853],0
p4,1,0.001441,10.152368,[63 62] ; [347 181],[78.48392037 46.51607963] ; [331.51607963 196.48392037],0
v2,1,0.002019,9.532034,[51 67] ; [302 211],[66.01267829 51.98732171] ; [286.98732171 226.01267829],0
a7,1,0.003511,8.520861,[77 49] ; [393 137],[90.27439024 35.72560976] ; [379.72560976 150.27439024],0
s8,1,0.003799,8.377654,[44 80] ; [263 264],[58.47619048 65.52380952] ; [248.52380952 278.47619048],0
s6,1,0.005688,7.64668,[72 49] ; [376 144],[84.56786271 36.43213729] ; [363.43213729 156.56786271],0
p9,1,0.00873,6.877182,[96 26] ; [461  64],[105.02936631  16.97063369] ; [451.97063369  73.02936631],0
u2,1,0.008793,6.864363,[22 37] ; [67 48],[30.17816092 28.82183908] ; [58.82183908 56.17816092],0
v4,1,0.010985,6.467699,[116  10] ; [514  16],[121.00609756   4.99390244] ; [508.99390244  21.00609756],0
