Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,2.1e-05,18.135425,[48 20] ; [31 55],[34.88311688 33.11688312] ; [44.11688312 41.88311688],1
r1,1,2.4e-05,17.877156,[54 14] ; [40 47],[41.23870968 26.76129032] ; [52.76129032 34.23870968],1
a6,1,0.000265,13.300685,[48 21] ; [35 52],[36.71153846 32.28846154] ; [46.28846154 40.71153846],1
s7,1,0.002078,9.479282,[29 37] ; [17 66],[20.37583893 45.62416107] ; [25.62416107 57.37583893],0
a4,1,0.005656,7.65662,[20 48] ; [10 76],[13.24675325 54.75324675] ; [16.75324675 69.24675325],0
b3,1,0.006264,7.472849,[21 20] ; [13 41],[14.67368421 26.32631579] ; [19.32631579 34.67368421],0
b2,1,0.006264,7.472849,[21 20] ; [13 41],[14.67368421 26.32631579] ; [19.32631579 34.67368421],0
p4,1,0.006603,7.378033,[36 33] ; [26 59],[27.77922078 41.22077922] ; [34.22077922 50.77922078],0
p3,1,0.006655,7.363707,[29 40] ; [19 68],[21.23076923 47.76923077] ; [26.76923077 60.23076923],0
r4,1,0.007701,7.101739,[55 14] ; [52 35],[47.32692308 21.67307692] ; [59.67307692 27.32692308],0
v3,1,0.012852,6.189383,[26 40] ; [18 68],[19.10526316 46.89473684] ; [24.89473684 61.10526316],0
p8,1,0.026457,4.9259,[35 33] ; [29 57],[28.25974026 39.74025974] ; [35.74025974 50.25974026],0
v2,1,0.045499,4.000049,[31 35] ; [25 56],[25.14285714 40.85714286] ; [30.85714286 50.14285714],0
d2,1,0.053027,3.743072,[19 50] ; [13 74],[14.15384615 54.84615385] ; [17.84615385 69.15384615],0
a7,1,0.069789,3.287977,[42 26] ; [41 46],[36.41290323 31.58709677] ; [46.58709677 40.41290323],0
r3,1,0.078015,3.105774,[59  8] ; [67 20],[54.81818182 12.18181818] ; [71.18181818 15.81818182],0
p11,1,0.087296,2.923538,[51 18] ; [53 34],[46. 23.] ; [58. 29.],0
d3,1,0.091615,2.845757,[33 36] ; [30 57],[27.86538462 41.13461538] ; [35.13461538 51.86538462],0
n4,1,0.091728,2.843786,[47 21] ; [48 38],[41.94805195 26.05194805] ; [53.05194805 32.94805195],0
v1,1,0.093475,2.813482,[34 33] ; [32 54],[28.90196078 38.09803922] ; [37.09803922 48.90196078],0
p10,1,0.098695,2.72651,[48 20] ; [49 36],[43.11111111 24.88888889] ; [53.88888889 31.11111111],0
a8,1,0.101085,2.688338,[10 52] ; [ 6 75],[ 6.93706294 55.06293706] ; [ 9.06293706 71.93706294],0
p9,1,0.143038,2.144971,[50 18] ; [53 32],[45.77777778 22.22222222] ; [57.22222222 27.77777778],0
b1,1,0.145847,2.115155,[35 34] ; [34 53],[30.51923077 38.48076923] ; [38.48076923 48.51923077],0
