Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,2.1e-05,18.135425,[48 20] ; [31 55],[34.88311688 33.11688312] ; [44.11688312 41.88311688],1
n5,1,0.157916,1.994069,[49 19] ; [52 33],[44.88888889 23.11111111] ; [56.11111111 28.88888889],0
s8,1,0.162692,1.949025,[21 48] ; [18 69],[17.25 51.75] ; [21.75 65.25],0
v4,1,0.200423,1.639286,[59  9] ; [67 18],[56. 12.] ; [70. 15.],0
n6,1,0.284612,1.144936,[50 17] ; [58 29],[46.98701299 20.01298701] ; [61.01298701 25.98701299],0
d1,1,0.285447,1.14097,[ 5 64] ; [ 3 84],[ 3.53846154 65.46153846] ; [ 4.46153846 82.53846154],0
n2,1,0.304602,1.053937,[14  3] ; [22 10],[12.48979592  4.51020408] ; [23.51020408  8.48979592],0
p2,1,0.304938,1.052474,[49 20] ; [55 32],[46. 23.] ; [58. 29.],0
p1,1,0.306865,1.044121,[ 9 60] ; [ 7 80],[ 7.07692308 61.92307692] ; [ 8.92307692 78.07692308],0
s6,1,0.330909,0.945337,[31 38] ; [32 54],[28.04516129 40.95483871] ; [34.95483871 51.04516129],0
b5,1,0.341975,0.903014,[36 33] ; [52 35],[38.92307692 30.07692308] ; [49.07692308 37.92307692],0
n1,1,0.385733,0.752351,[8 9] ; [11 21],[ 6.59183673 10.40816327] ; [12.40816327 19.59183673],0
n3,1,0.465012,0.533804,[11  4] ; [20 12],[9.89361702 5.10638298] ; [21.10638298 10.89361702],0
u1,1,0.470527,0.520738,[ 3 66] ; [ 2 85],[ 2.21153846 66.78846154] ; [ 2.78846154 84.21153846],0
p12,1,0.4788,0.501596,[ 4 64] ; [ 3 83],[ 3.09090909 64.90909091] ; [ 3.90909091 82.09090909],0
a1,1,0.481551,0.495348,[ 4 65] ; [ 3 84],[ 3.09615385 65.90384615] ; [ 3.90384615 83.09615385],0
b4,1,0.483216,0.491597,[38 31] ; [43 44],[35.82692308 33.17307692] ; [45.17307692 41.82692308],0
s3,1,0.498986,0.457093,[35 34] ; [38 46],[32.92156863 36.07843137] ; [40.07843137 43.92156863],0
p7,1,0.531533,0.39146,[33 35] ; [44 38],[34.90666667 33.09333333] ; [42.09333333 39.90666667],0
u3,1,0.54745,0.361905,[10 11] ; [22 33],[ 8.84210526 12.15789474] ; [23.15789474 31.84210526],0
p6,1,0.58964,0.290906,[18 51] ; [19 66],[16.57792208 52.42207792] ; [20.42207792 64.57792208],0
s2,1,0.60076,0.27385,[23 45] ; [26 61],[21.49677419 46.50322581] ; [27.50322581 59.49677419],0
s4,1,0.609372,0.26109,[ 7 62] ; [11 75],[ 8.01290323 60.98709677] ; [ 9.98709677 76.01290323],0
r2,1,0.609462,0.260959,[56 12] ; [68 18],[54.75324675 13.24675325] ; [69.24675325 16.75324675],0
p5,1,0.700331,0.148128,[ 5 63] ; [ 5 81],[ 4.41558442 63.58441558] ; [ 5.58441558 80.41558442],0
s1,1,0.821342,0.050994,[ 4 62] ; [ 6 80],[ 4.34210526 61.65789474] ; [ 5.65789474 80.34210526],0
u2,1,0.917885,0.010629,[10 11] ; [25 29],[ 9.8 11.2] ; [25.2 28.8],0
d4,1,0.986656,0.00028,[32 37] ; [40 46],[32.0516129 36.9483871] ; [39.9483871 46.0516129],0
