Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,47.353646,[ 93 265] ; [76 51],[124.74639175 233.25360825] ; [44.25360825 82.74639175],1
s3,1,0.0,31.705416,[126 230] ; [81 45],[152.8879668 203.1120332] ; [54.1120332 71.8879668],1
s6,1,1e-06,24.65602,[162 191] ; [89 35],[185.75052411 167.24947589] ; [65.24947589 58.75052411],1
p3,1,5.7e-05,16.209955,[126 233] ; [70 56],[145.08041237 213.91958763] ; [50.91958763 75.08041237],1
s5,1,0.000107,15.014362,[ 70 281] ; [46 77],[ 85.89873418 265.10126582] ; [30.10126582 92.89873418],1
n4,1,0.00021,13.741633,[235 126] ; [105  22],[251.51639344 109.48360656] ; [88.48360656 38.51639344],1
p4,1,0.000234,13.535163,[165 191] ; [83 44],[182.79089027 173.20910973] ; [65.20910973 61.79089027],1
a3,1,0.000464,12.255356,[212 149] ; [96 30],[228.31211499 132.68788501] ; [79.68788501 46.31211499],1
p6,1,0.000809,11.220893,[ 82 269] ; [49 77],[ 96.39622642 254.60377358] ; [34.60377358 91.39622642],1
d2,1,0.001028,10.776145,[134 226] ; [68 58],[149.62962963 210.37037037] ; [52.37037037 73.62962963],0
s4,1,0.005051,7.860959,[ 44 310] ; [29 98],[ 53.72557173 300.27442827] ; [ 19.27442827 107.72557173],0
a2,1,0.005187,7.813197,[ 61 301] ; [36 91],[ 71.80777096 290.19222904] ; [ 25.19222904 101.80777096],0
u1,1,0.005604,7.673479,[ 39 323] ; [ 26 101],[ 48.11860941 313.88139059] ; [ 16.88139059 110.11860941],0
a4,1,0.017786,5.617066,[133 228] ; [62 65],[144.25204918 216.74795082] ; [50.74795082 76.25204918],0
p7,1,0.029994,4.709614,[191 162] ; [81 43],[201.29140461 151.70859539] ; [70.70859539 53.29140461],0
a5,1,0.03646,4.375464,[228 134] ; [93 34],[237.63190184 124.36809816] ; [83.36809816 43.63190184],0
p2,1,0.039184,4.252887,[279  78] ; [110  17],[286.92768595  70.07231405] ; [102.07231405  24.92768595],0
s1,1,0.039224,4.25113,[  7 349] ; [  7 119],[ 10.34024896 345.65975104] ; [  3.65975104 122.34024896],0
b5,1,0.045288,4.007882,[233 129] ; [69 58],[223.56646217 138.43353783] ; [78.43353783 48.56646217],0
d3,1,0.047632,3.922907,[234 126] ; [94 32],[242.96296296 117.03703704] ; [85.03703704 40.96296296],0
d1,1,0.047872,3.914475,[174 188] ; [74 53],[183.59100204 178.40899796] ; [64.40899796 62.59100204],0
a8,1,0.062477,3.470367,[ 34 301] ; [19 95],[ 39.54342984 295.45657016] ; [ 13.45657016 100.54342984],0
a6,1,0.107211,2.594866,[255 107] ; [79 47],[247.76229508 114.23770492] ; [86.23770492 39.76229508],0
r1,1,0.115731,2.474159,[267  93] ; [103  24],[273.51129363  86.48870637] ; [96.48870637 30.51129363],0
d5,1,0.126362,2.336634,[271  90] ; [103  23],[277.23613963  83.76386037] ; [96.76386037 29.23613963],0
u3,1,0.132349,2.26473,[73 74] ; [20 11],[76.80337079 70.19662921] ; [16.19662921 14.80337079],0
n1,1,0.133538,2.25089,[26 65] ; [13 17],[29.33057851 61.66942149] ; [ 9.66942149 20.33057851],0
a1,1,0.145589,2.117872,[ 10 352] ; [  7 120],[ 12.58486708 349.41513292] ; [  4.41513292 122.58486708],0
p10,1,0.152184,2.050225,[255  98] ; [100  27],[261.07291667  91.92708333] ; [93.92708333 33.07291667],0
r2,1,0.165013,1.927673,[331  27] ; [121   5],[334.33057851  23.66942149] ; [117.66942149   8.33057851],0
n3,1,0.165811,1.920413,[72 20] ; [19 10],[69.19008264 22.80991736] ; [21.80991736  7.19008264],0
v3,1,0.189075,1.724812,[102 245] ; [44 79],[107.79148936 239.20851064] ; [38.20851064 84.79148936],0
d4,1,0.191,1.709891,[285  77] ; [106  20],[290.04508197  71.95491803] ; [100.95491803  25.04508197],0
p9,1,0.236347,1.402254,[274  81] ; [102  22],[278.66388309  76.33611691] ; [97.33611691 26.66388309],0
b2,1,0.249288,1.327288,[ 52 127] ; [30 53],[ 56.02290076 122.97709924] ; [25.97709924 57.02290076],0
b3,1,0.249288,1.327288,[ 52 127] ; [30 53],[ 56.02290076 122.97709924] ; [25.97709924 57.02290076],0
p8,1,0.274696,1.193143,[156 199] ; [62 63],[161.22916667 193.77083333] ; [56.77083333 68.22916667],0
n5,1,0.280065,1.166775,[234 124] ; [89 37],[238.91322314 119.08677686] ; [84.08677686 41.91322314],0
p5,1,0.306746,1.044634,[ 24 335] ; [ 12 115],[ 26.59259259 332.40740741] ; [  9.40740741 117.59259259],0
u2,1,0.357882,0.845311,[72 75] ; [18 13],[74.3258427 72.6741573] ; [15.6741573 15.3258427],0
b1,1,0.404571,0.694698,[122 240] ; [48 79],[125.84867076 236.15132924] ; [44.15132924 82.84867076],0
n6,1,0.45261,0.564107,[286  74] ; [104  22],[288.88888889  71.11111111] ; [101.11111111  24.88888889],0
b4,1,0.57326,0.317258,[212 150] ; [78 49],[214.68302658 147.31697342] ; [75.31697342 51.68302658],0
n2,1,0.576379,0.312125,[69 23] ; [24  6],[70.13114754 21.86885246] ; [22.86885246  7.13114754],0
p1,1,0.651703,0.20376,[ 24 335] ; [ 10 117],[ 25.11522634 333.88477366] ; [  8.88477366 118.11522634],0
r4,1,0.736021,0.113655,[321  41] ; [114  13],[322.02453988  39.97546012] ; [112.97546012  14.02453988],0
