Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.00194,9.605556,[38 38] ; [ 1 14],[32.57142857 43.42857143] ; [6.42857143 8.57142857],0
n4,1,0.007275,7.203665,[44 32] ; [ 3 12],[39.25274725 36.74725275] ; [7.74725275 7.25274725],0
v2,1,0.010581,6.534423,[22 48] ; [10  5],[26.35294118 43.64705882] ; [5.64705882 9.35294118],0
r4,1,0.014282,6.002979,[46 30] ; [14  1],[50.10989011 25.89010989] ; [9.89010989 5.10989011],0
p10,1,0.039562,4.236559,[28 46] ; [10  5],[31.59550562 42.40449438] ; [6.40449438 8.59550562],0
v3,1,0.051869,3.78,[17 53] ; [7 7],[20. 50.] ; [ 4. 10.],0
r3,1,0.058053,3.592155,[53 23] ; [14  1],[55.95604396 20.04395604] ; [11.04395604  3.95604396],0
a4,1,0.074674,3.177161,[34 42] ; [ 3 12],[30.9010989 45.0989011] ; [6.0989011 8.9010989],0
p4,1,0.08871,2.897632,[15 61] ; [6 9],[17.53846154 58.46153846] ; [ 3.46153846 11.53846154],0
p9,1,0.098294,2.733012,[37 37] ; [11  4],[39.91011236 34.08988764] ; [8.08988764 6.91011236],0
n5,1,0.151665,2.05542,[30 46] ; [ 3 12],[27.56043956 48.43956044] ; [5.43956044 9.56043956],0
p2,1,0.171885,1.866429,[36 40] ; [10  5],[38.41758242 37.58241758] ; [7.58241758 7.41758242],0
r1,1,0.197171,1.663204,[47 28] ; [12  3],[49.16666667 25.83333333] ; [9.83333333 5.16666667],0
b2,1,0.219697,1.506352,[16 25] ; [5 3],[17.57142857 23.42857143] ; [3.42857143 4.57142857],0
b3,1,0.219697,1.506352,[16 25] ; [5 3],[17.57142857 23.42857143] ; [3.42857143 4.57142857],0
p3,1,0.256839,1.285714,[15 60] ; [ 5 10],[16.66666667 58.33333333] ; [ 3.33333333 11.66666667],0
a6,1,0.26378,1.248811,[44 32] ; [11  4],[45.93406593 30.06593407] ; [9.06593407 5.93406593],0
d2,1,0.26378,1.248811,[32 44] ; [ 4 11],[30.06593407 45.93406593] ; [5.93406593 9.06593407],0
u2,1,0.288986,1.124339,[16 12] ; [2 4],[14.82352941 13.17647059] ; [3.17647059 2.82352941],0
s5,1,0.297941,1.083386,[12 57] ; [ 1 14],[10.67857143 58.32142857] ; [ 2.32142857 12.67857143],0
a7,1,0.304203,1.05568,[45 31] ; [11  4],[46.76923077 29.23076923] ; [9.23076923 5.76923077],0
p1,1,0.313718,1.01496,[ 8 67] ; [ 3 12],[ 9.16666667 65.83333333] ; [ 1.83333333 13.16666667],0
d3,1,0.318078,0.996834,[40 36] ; [10  5],[41.75824176 34.24175824] ; [8.24175824 6.75824176],0
d1,1,0.319878,0.989444,[30 46] ; [8 7],[31.73626374 44.26373626] ; [6.26373626 8.73626374],0
d5,1,0.369633,0.804898,[52 24] ; [12  3],[53.45054945 22.54945055] ; [10.54945055  4.45054945],0
b4,1,0.414728,0.665205,[42 34] ; [10  5],[43.42857143 32.57142857] ; [8.57142857 6.42857143],0
v4,1,0.461287,0.542769,[53 22] ; [12  3],[54.16666667 20.83333333] ; [10.83333333  4.16666667],0
s8,1,0.46377,0.536781,[14 62] ; [ 4 11],[15.03296703 60.96703297] ; [ 2.96703297 12.03296703],0
s3,1,0.502444,0.449771,[32 43] ; [ 5 10],[30.83333333 44.16666667] ; [6.16666667 8.83333333],0
s2,1,0.526057,0.402002,[24 52] ; [6 9],[25.05494505 50.94505495] ; [ 4.94505495 10.05494505],0
p11,1,0.537963,0.379328,[29 47] ; [7 8],[30.06593407 45.93406593] ; [5.93406593 9.06593407],0
d4,1,0.539891,0.375741,[55 21] ; [12  3],[55.95604396 20.04395604] ; [11.04395604  3.95604396],0
s6,1,0.548506,0.36,[24 51] ; [6 9],[25. 50.] ; [ 5. 10.],0
s7,1,0.559782,0.340081,[15 55] ; [ 4 10],[15.83333333 54.16666667] ; [ 3.16666667 10.83333333],0
p6,1,0.637352,0.222222,[ 7 68] ; [ 2 13],[ 7.5 67.5] ; [ 1.5 13.5],0
u1,1,0.638709,0.220435,[ 3 73] ; [ 1 14],[ 3.34065934 72.65934066] ; [ 0.65934066 14.34065934],0
a5,1,0.655075,0.199561,[46 30] ; [10  5],[46.76923077 29.23076923] ; [9.23076923 5.76923077],0
u3,1,0.697713,0.150862,[17 12] ; [3 3],[16.57142857 12.42857143] ; [3.42857143 2.57142857],0
v1,1,0.702631,0.145749,[31 44] ; [7 8],[31.66666667 43.33333333] ; [6.33333333 8.66666667],0
n3,1,0.767097,0.087719,[23 15] ; [1 1],[22.8 15.2] ; [1.2 0.8],0
n2,1,0.834319,0.04375,[23 17] ; [1 1],[22.85714286 17.14285714] ; [1.14285714 0.85714286],0
s1,1,0.836948,0.042353,[ 4 71] ; [ 1 14],[ 4.16666667 70.83333333] ; [ 0.83333333 14.16666667],0
a3,1,0.845815,0.037815,[47 28] ; [9 6],[46.66666667 28.33333333] ; [9.33333333 5.66666667],0
n1,1,0.915277,0.011318,[18 21] ; [1 1],[18.07317073 20.92682927] ; [0.92682927 1.07317073],0
b5,1,0.965227,0.001901,[41 35] ; [8 7],[40.92307692 35.07692308] ; [8.07692308 6.92307692],0
