Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,50.31498,[57  7] ; [17 46],[37.29133858 26.70866142] ; [36.70866142 26.29133858],1
s7,1,0.0,40.02635,[52 10] ; [17 45],[34.5 27.5] ; [34.5 27.5],1
s6,1,0.0,32.272391,[57  5] ; [27 34],[42.34146341 19.65853659] ; [41.65853659 19.34146341],1
s8,1,0.0,28.571429,[51 13] ; [21 43],[36. 28.] ; [36. 28.],1
s5,1,0.001189,10.507813,[35 26] ; [18 45],[26.07258065 34.92741935] ; [26.92741935 36.07258065],0
a3,1,0.027067,4.886532,[47 17] ; [35 29],[41. 23.] ; [41. 23.],0
p6,1,0.032488,4.572581,[38 26] ; [25 37],[32. 32.] ; [31. 31.],0
p4,1,0.042888,4.099828,[51 13] ; [40 23],[45.85826772 18.14173228] ; [45.14173228 17.85826772],0
s4,1,0.057389,3.611285,[19 45] ; [10 54],[14.5 49.5] ; [14.5 49.5],0
u3,1,0.064654,3.413773,[10  7] ; [ 9 20],[7.02173913 9.97826087] ; [11.97826087 17.02173913],0
d3,1,0.076956,3.128055,[36 28] ; [26 38],[31. 33.] ; [31. 33.],0
r3,1,0.083891,2.987862,[62  2] ; [57  7],[59.5  4.5] ; [59.5  4.5],0
v3,1,0.085679,2.95375,[32 32] ; [22 41],[27.21259843 36.78740157] ; [26.78740157 36.21259843],0
a1,1,0.094393,2.797814,[ 5 59] ; [ 1 63],[ 3. 61.] ; [ 3. 61.],0
p7,1,0.09798,2.738115,[56  8] ; [48 15],[52.40944882 11.59055118] ; [51.59055118 11.40944882],0
d4,1,0.10481,2.630777,[52 11] ; [45 19],[48.11811024 14.88188976] ; [48.88188976 15.11811024],0
a5,1,0.127124,2.327273,[48 16] ; [40 24],[44. 20.] ; [44. 20.],0
p3,1,0.140562,2.171792,[45 19] ; [37 27],[41. 23.] ; [41. 23.],0
u2,1,0.14062,2.171166,[12  5] ; [14 15],[9.60869565 7.39130435] ; [16.39130435 12.60869565],0
b5,1,0.149939,2.072874,[22 42] ; [30 34],[26. 38.] ; [26. 38.],0
v1,1,0.180896,1.790247,[37 26] ; [30 34],[33.23622047 29.76377953] ; [33.76377953 30.23622047],0
n3,1,0.181709,1.783591,[6 7] ; [10  4],[7.7037037 5.2962963] ; [8.2962963 5.7037037],0
d5,1,0.181715,1.783541,[49 14] ; [43 21],[45.63779528 17.36220472] ; [46.36220472 17.63779528],0
n1,1,0.255623,1.292308,[8 5] ; [6 9],[6.5 6.5] ; [7.5 7.5],0
b4,1,0.288609,1.1261,[30 34] ; [36 28],[33. 31.] ; [33. 31.],0
p5,1,0.348691,0.878216,[13 51] ; [ 9 55],[11. 53.] ; [11. 53.],0
d2,1,0.376234,0.78297,[28 36] ; [33 31],[30.5 33.5] ; [30.5 33.5],0
p1,1,0.380041,0.770569,[ 5 59] ; [ 8 56],[ 6.5 57.5] ; [ 6.5 57.5],0
r1,1,0.423421,0.640801,[49 15] ; [45 19],[47. 17.] ; [47. 17.],0
a8,1,0.427741,0.628949,[ 9 53] ; [ 6 55],[ 7.56097561 54.43902439] ; [ 7.43902439 53.56097561],0
b2,1,0.446194,0.580303,[19 23] ; [14 24],[17.325 24.675] ; [15.675 22.325],0
b3,1,0.446194,0.580303,[19 23] ; [14 24],[17.325 24.675] ; [15.675 22.325],0
a2,1,0.465209,0.533333,[ 5 59] ; [ 3 61],[ 4. 60.] ; [ 4. 60.],0
p12,1,0.479254,0.50056,[ 5 59] ; [ 3 60],[ 4.03149606 59.96850394] ; [ 3.96850394 59.03149606],0
b1,1,0.479285,0.500489,[33 31] ; [29 35],[31. 33.] ; [31. 33.],0
d1,1,0.479285,0.500489,[35 29] ; [31 33],[33. 31.] ; [33. 31.],0
n4,1,0.503582,0.447379,[53 11] ; [50 14],[51.5 12.5] ; [51.5 12.5],0
v2,1,0.525947,0.402216,[35 27] ; [32 31],[33.232 28.768] ; [33.768 29.232],0
r2,1,0.527599,0.399015,[57  6] ; [53  8],[55.88709677  7.11290323] ; [54.11290323  6.88709677],0
r4,1,0.611093,0.258586,[56  8] ; [54 10],[55.  9.] ; [55.  9.],0
n2,1,0.611179,0.258462,[9 4] ; [9 6],[8.35714286 4.64285714] ; [9.64285714 5.35714286],0
n6,1,0.626354,0.237037,[55  9] ; [53 11],[54. 10.] ; [54. 10.],0
p10,1,0.626354,0.237037,[53 11] ; [55  9],[54. 10.] ; [54. 10.],0
p11,1,0.650613,0.205128,[51 13] ; [53 11],[52. 12.] ; [52. 12.],0
n5,1,0.66038,0.193062,[52 12] ; [50 14],[51. 13.] ; [51. 13.],0
v4,1,0.681603,0.168327,[59  4] ; [61  3],[59.52755906  3.47244094] ; [60.47244094  3.52755906],0
u1,1,0.697466,0.151122,[ 4 60] ; [ 3 61],[ 3.5 60.5] ; [ 3.5 60.5],0
a6,1,0.715001,0.133333,[23 41] ; [25 39],[24. 40.] ; [24. 40.],0
a4,1,0.718894,0.129555,[27 37] ; [25 39],[26. 38.] ; [26. 38.],0
p2,1,0.794519,0.067833,[56  8] ; [55  9],[55.5  8.5] ; [55.5  8.5],0
p9,1,0.803664,0.061806,[55  9] ; [54 10],[54.5  9.5] ; [54.5  9.5],0
s1,1,1.0,0.0,[ 2 62] ; [ 2 62],[ 2. 62.] ; [ 2. 62.],0
