Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,75.377803,[269  72] ; [50 84],[229.00842105 111.99157895] ; [89.99157895 44.00842105],1
d3,1,0.0,41.443512,[262  79] ; [62 72],[232.59789474 108.40210526] ; [91.40210526 42.59789474],1
a2,1,1e-06,23.755217,[104 240] ; [ 12 122],[ 83.48117155 260.51882845] ; [ 32.51882845 101.48117155],1
u1,1,1.2e-05,19.125023,[ 76 268] ; [  7 127],[ 59.73221757 284.26778243] ; [ 23.26778243 110.73221757],1
r4,1,0.000905,11.013011,[323  21] ; [113  21],[313.77405858  30.22594142] ; [122.22594142  11.77405858],1
r1,1,0.001473,10.112438,[289  51] ; [97 37],[276.87763713  63.12236287] ; [109.12236287  24.87763713],0
d1,1,0.003048,8.778447,[213 131] ; [63 71],[198.62761506 145.37238494] ; [77.37238494 56.62761506],0
p9,1,0.007002,7.27237,[300  41] ; [104  29],[290.64135021  50.35864979] ; [113.35864979  19.64135021],0
r2,1,0.007273,7.204187,[324  14] ; [117  14],[317.82089552  20.17910448] ; [123.17910448   7.82089552],0
v4,1,0.010768,6.503154,[330  10] ; [121  11],[324.87288136  15.12711864] ; [126.12711864   5.87288136],0
b5,1,0.012569,6.228823,[215 129] ; [67 67],[202.94560669 141.05439331] ; [79.05439331 54.94560669],0
p10,1,0.015352,5.875664,[293  49] ; [100  31],[284.1564482  57.8435518] ; [108.8435518  22.1564482],0
p8,1,0.016859,5.711038,[235 106] ; [75 56],[223.96186441 117.03813559] ; [86.03813559 44.96186441],0
r3,1,0.026436,4.927287,[332  10] ; [124  10],[327.6302521  14.3697479] ; [128.3697479   5.6302521],0
p3,1,0.031304,4.636212,[210 133] ; [67 66],[199.60294118 143.39705882] ; [77.39705882 55.60294118],0
d5,1,0.031874,4.605263,[282  60] ; [98 35],[273.6  68.4] ; [106.4  26.6],0
d4,1,0.050271,3.832387,[288  54] ; [101  31],[280.67088608  61.32911392] ; [108.32911392  23.67088608],0
b1,1,0.053089,3.741129,[131 213] ; [64 70],[140.33472803 203.66527197] ; [54.66527197 79.33472803],0
u2,1,0.056011,3.651721,[54 30] ; [19 22],[49.056 34.944] ; [23.944 17.056],0
p4,1,0.059269,3.557715,[239 104] ; [80 52],[230.35157895 112.64842105] ; [88.64842105 43.35157895],0
u3,1,0.068428,3.320341,[49 36] ; [17 25],[44.17322835 40.82677165] ; [21.82677165 20.17322835],0
s6,1,0.092891,2.823543,[225 112] ; [76 54],[217.20985011 119.79014989] ; [83.79014989 46.20985011],0
a5,1,0.097316,2.748981,[264  80] ; [93 41],[256.92050209  87.07949791] ; [100.07949791  33.92050209],0
a8,1,0.100081,2.704256,[ 64 241] ; [ 18 109],[ 57.89351852 247.10648148] ; [ 24.10648148 102.89351852],0
p2,1,0.11023,2.550925,[311  32] ; [113  19],[306.17263158  36.82736842] ; [117.82736842  14.17263158],0
p1,1,0.137184,2.209264,[ 32 309] ; [  7 127],[ 27.99789474 313.00210526] ; [ 11.00210526 122.99789474],0
v2,1,0.158194,1.99141,[209 122] ; [74 58],[202.3174946 128.6825054] ; [80.6825054 51.3174946],0
p12,1,0.160142,1.972888,[ 32 312] ; [  7 124],[ 28.24421053 315.75578947] ; [ 10.75578947 120.24421053],0
s5,1,0.18004,1.797297,[107 231] ; [50 81],[113.14712154 224.85287846] ; [43.85287846 87.14712154],0
a3,1,0.185491,1.75307,[257  85] ; [92 41],[251.28  90.72] ; [97.72 35.28],0
b4,1,0.23031,1.438949,[198 146] ; [69 65],[192.15062762 151.84937238] ; [74.84937238 59.15062762],0
s8,1,0.242042,1.368661,[151 189] ; [67 66],[156.70190275 183.29809725] ; [61.29809725 71.70190275],0
b2,1,0.284242,1.146695,[ 84 136] ; [39 48],[ 88.14332248 131.85667752] ; [34.85667752 52.14332248],0
b3,1,0.284242,1.146695,[ 84 136] ; [39 48],[ 88.14332248 131.85667752] ; [34.85667752 52.14332248],0
n6,1,0.290836,1.115749,[291  48] ; [109  24],[287.28813559  51.71186441] ; [112.71186441  20.28813559],0
