Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000983,10.858974,[20  4] ; [16 23],[13.71428571 10.28571429] ; [22.28571429 16.71428571],1
p8,1,0.81355,0.055625,[ 7 16] ; [13 26],[ 7.41935484 15.58064516] ; [12.58064516 26.41935484],0
v1,1,0.831856,0.045081,[ 8 16] ; [12 27],[ 7.61904762 16.38095238] ; [12.38095238 26.61904762],0
n3,1,0.850646,0.035455,[7 4] ; [9 6],[6.76923077 4.23076923] ; [9.23076923 5.76923077],0
u3,1,0.860116,0.031056,[3 9] ; [ 4 14],[2.8 9.2] ; [ 4.2 13.8],0
r1,1,0.897911,0.016461,[ 9 15] ; [14 25],[ 8.76190476 15.23809524] ; [14.23809524 24.76190476],0
a3,1,0.898562,0.016251,[12 11] ; [21 18],[12.24193548 10.75806452] ; [20.75806452 18.24193548],0
p6,1,0.919245,0.010279,[ 4 19] ; [ 7 31],[ 4.14754098 18.85245902] ; [ 6.85245902 31.14754098],0
a6,1,0.921261,0.00977,[12 12] ; [20 19],[12.19047619 11.80952381] ; [19.80952381 19.19047619],0
a8,1,0.94232,0.005235,[ 4 19] ; [ 6 30],[ 3.89830508 19.10169492] ; [ 6.10169492 29.89830508],0
b5,1,0.959973,0.002519,[14 10] ; [23 16],[14.0952381  9.9047619] ; [22.9047619 16.0952381],0
