Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000438,12.363983,[39  3] ; [28 18],[31.97727273 10.02272727] ; [35.02272727 10.97727273],1
p9,1,0.001945,9.60065,[21 22] ; [ 8 37],[14.17045455 28.82954545] ; [14.82954545 30.17045455],0
p7,1,0.00217,9.400202,[25 18] ; [12 34],[17.87640449 25.12359551] ; [19.12359551 26.87640449],0
a8,1,0.037927,4.308284,[ 7 31] ; [ 2 44],[ 4.07142857 33.92857143] ; [ 4.92857143 41.07142857],0
b5,1,0.042661,4.108803,[27 16] ; [19 27],[22.2247191 20.7752809] ; [23.7752809 22.2247191],0
r3,1,0.046302,3.970582,[36  7] ; [30 16],[31.88764045 11.11235955] ; [34.11235955 11.88764045],0
b2,1,0.054093,3.709822,[ 5 21] ; [13 17],[ 8.35714286 17.64285714] ; [ 9.64285714 20.35714286],0
b3,1,0.054093,3.709822,[ 5 21] ; [13 17],[ 8.35714286 17.64285714] ; [ 9.64285714 20.35714286],0
s1,1,0.06052,3.523088,[ 1 42] ; [ 6 40],[ 3.38202247 39.61797753] ; [ 3.61797753 42.38202247],0
b4,1,0.061547,3.495211,[29 14] ; [22 24],[24.64044944 18.35955056] ; [26.35955056 19.64044944],0
s3,1,0.072535,3.22471,[22 20] ; [15 30],[17.86206897 24.13793103] ; [19.13793103 25.86206897],0
p11,1,0.072923,3.215978,[25 18] ; [18 28],[20.7752809 22.2247191] ; [22.2247191 23.7752809],0
a2,1,0.075487,3.159494,[ 5 38] ; [ 1 45],[ 2.8988764 40.1011236] ; [ 3.1011236 42.8988764],0
n1,1,0.132839,2.259005,[ 5 15] ; [10 11],[ 7.31707317 12.68292683] ; [ 7.68292683 13.31707317],0
v3,1,0.156935,2.003517,[ 7 34] ; [13 30],[ 9.76190476 31.23809524] ; [10.23809524 32.76190476],0
s7,1,0.171498,1.869797,[14 26] ; [ 9 33],[11.2195122 28.7804878] ; [11.7804878 30.2195122],0
a6,1,0.179665,1.800393,[20 23] ; [15 31],[16.91011236 26.08988764] ; [18.08988764 27.91011236],0
u2,1,0.234165,1.415385,[12 11] ; [ 8 15],[10. 13.] ; [10. 13.],0
d3,1,0.261659,1.259957,[18 25] ; [14 32],[15.46067416 27.53932584] ; [16.53932584 29.46067416],0
n3,1,0.267047,1.231853,[13  7] ; [ 9 10],[11.28205128  8.71794872] ; [10.71794872  8.28205128],0
v2,1,0.28434,1.146227,[16 26] ; [12 32],[13.6744186 28.3255814] ; [14.3255814 29.6744186],0
d4,1,0.311495,1.024326,[22 20] ; [29 17],[24.34090909 17.65909091] ; [26.65909091 19.34090909],0
b1,1,0.360722,0.835377,[23 20] ; [29 17],[25.12359551 17.87640449] ; [26.87640449 19.12359551],0
r2,1,0.373811,0.790957,[32 11] ; [37  8],[33.71590909  9.28409091] ; [35.28409091  9.71590909],0
d2,1,0.404172,0.695878,[21 22] ; [18 27],[19.05681818 23.94318182] ; [19.94318182 25.05681818],0
u3,1,0.440287,0.595534,[ 8 15] ; [11 13],[ 9.29787234 13.70212766] ; [ 9.70212766 14.29787234],0
a1,1,0.447,0.578248,[ 2 41] ; [ 4 42],[ 2.8988764 40.1011236] ; [ 3.1011236 42.8988764],0
p6,1,0.451528,0.566814,[10 31] ; [ 8 37],[ 8.58139535 32.41860465] ; [ 9.41860465 35.58139535],0
p12,1,0.51757,0.418732,[ 2 41] ; [ 1 45],[ 1.4494382 41.5505618] ; [ 1.5505618 44.4494382],0
s8,1,0.524238,0.405549,[10 33] ; [ 8 37],[ 8.79545455 34.20454545] ; [ 9.20454545 35.79545455],0
r4,1,0.547065,0.362601,[27 16] ; [26 20],[25.60674157 17.39325843] ; [27.39325843 18.60674157],0
