Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,55.371415,[35 67] ; [174  52],[64.99390244 37.00609756] ; [144.00609756  81.99390244],1
a5,1,0.0,25.640173,[44 59] ; [163  64],[64.60909091 38.39090909] ; [142.39090909  84.60909091],1
v3,1,1.7e-05,18.540171,[14 85] ; [ 84 136],[30.4137931 68.5862069] ; [ 67.5862069 152.4137931],1
a4,1,3.6e-05,17.06964,[24 79] ; [107 119],[41.01215805 61.98784195] ; [ 89.98784195 136.01215805],1
p3,1,0.000114,14.888869,[21 81] ; [ 96 129],[36.49541284 65.50458716] ; [ 80.50458716 144.49541284],1
n6,1,0.000126,14.704511,[59 44] ; [176  50],[73.57142857 29.42857143] ; [161.42857143  64.57142857],1
a6,1,0.000814,11.210119,[53 50] ; [160  67],[66.48181818 36.51818182] ; [146.51818182  80.48181818],1
a2,1,0.001191,10.503657,[ 7 96] ; [ 48 179],[17.16666667 85.83333333] ; [ 37.83333333 189.16666667],0
d1,1,0.001635,9.91967,[37 66] ; [124 103],[50.25151515 52.74848485] ; [110.74848485 116.25151515],0
v2,1,0.003236,8.669459,[35 65] ; [115 103],[47.16981132 52.83018868] ; [102.83018868 115.16981132],0
r2,1,0.004255,8.171866,[82 21] ; [201  20],[89.96604938 13.03395062] ; [193.03395062  27.96604938],0
v1,1,0.004848,7.935309,[28 73] ; [ 99 125],[39.46769231 61.53230769] ; [ 87.53230769 136.46769231],0
d5,1,0.005533,7.696431,[62 40] ; [172  55],[72.54711246 29.45288754] ; [161.45288754  65.54711246],0
d2,1,0.006079,7.526858,[33 70] ; [108 116],[44.41284404 58.58715596] ; [ 96.58715596 127.41284404],0
p11,1,0.006923,7.292774,[61 42] ; [168  59],[71.47575758 31.52424242] ; [157.52424242  69.47575758],0
r4,1,0.009712,6.68696,[68 35] ; [180  47],[77.40606061 25.59393939] ; [170.59393939  56.40606061],0
b2,1,0.013755,6.069262,[13 40] ; [61 78],[20.42708333 32.57291667] ; [53.57291667 85.42708333],0
b3,1,0.013755,6.069262,[13 40] ; [61 78],[20.42708333 32.57291667] ; [53.57291667 85.42708333],0
p10,1,0.015457,5.86361,[56 46] ; [154  70],[65.70552147 36.29447853] ; [144.29447853  79.70552147],0
p4,1,0.018266,5.57049,[31 71] ; [ 99 125],[40.67484663 61.32515337] ; [ 89.32515337 134.67484663],0
s8,1,0.022337,5.219366,[10 93] ; [ 45 182],[17.16666667 85.83333333] ; [ 37.83333333 189.16666667],0
n1,1,0.023403,5.138307,[ 8 31] ; [24 32],[13.13684211 25.86315789] ; [18.86315789 37.13684211],0
s7,1,0.030496,4.681121,[13 84] ; [ 51 160],[20.15584416 76.84415584] ; [ 43.84415584 167.15584416],0
r1,1,0.030967,4.654772,[61 42] ; [161  65],[69.50151976 33.49848024] ; [152.49848024  73.50151976],0
a8,1,0.034571,4.466262,[ 5 92] ; [ 27 178],[10.2781457 86.7218543] ; [ 21.7218543 183.2781457],0
p6,1,0.038223,4.295091,[17 84] ; [ 61 161],[24.39009288 76.60990712] ; [ 53.60990712 168.39009288],0
s1,1,0.041452,4.157454,[ 7 96] ; [  5 219],[ 3.77981651 99.22018349] ; [  8.22018349 215.77981651],0
u3,1,0.041571,4.152606,[24 20] ; [25 46],[18.74782609 25.25217391] ; [30.25217391 40.74782609],0
a3,1,0.042514,4.114612,[59 43] ; [156  69],[67.06422018 34.93577982] ; [147.93577982  77.06422018],0
p8,1,0.051837,3.781028,[34 69] ; [ 99 124],[42.02147239 60.97852761] ; [ 90.97852761 132.02147239],0
u1,1,0.057445,3.60967,[ 6 97] ; [ 29 198],[10.92424242 92.07575758] ; [ 24.07575758 202.92424242],0
p2,1,0.069127,3.303632,[67 36] ; [169  57],[73.88449848 29.11550152] ; [162.11550152  63.88449848],0
p1,1,0.085998,2.947733,[ 4 99] ; [ 21 205],[ 7.82674772 95.17325228] ; [ 17.17325228 208.82674772],0
u2,1,0.129027,2.304173,[24 20] ; [28 42],[20.07017544 23.92982456] ; [31.92982456 38.07017544],0
p9,1,0.135754,2.22544,[63 38] ; [157  65],[68.79256966 32.20743034] ; [151.20743034  70.79256966],0
r3,1,0.149877,2.073501,[84 19] ; [197  28],[88.24085366 14.75914634] ; [192.75914634  32.24085366],0
s2,1,0.171642,1.868544,[14 88] ; [ 45 180],[18.40366972 83.59633028] ; [ 40.59633028 184.40366972],0
a7,1,0.193366,1.691785,[62 40] ; [154  72],[67.17073171 34.82926829] ; [148.82926829  77.17073171],0
n3,1,0.206426,1.596314,[23 16] ; [40 16],[25.86315789 13.13684211] ; [37.13684211 18.86315789],0
s5,1,0.209143,1.577349,[ 7 95] ; [ 25 195],[10.13664596 91.86335404] ; [ 21.86335404 198.13664596],0
s4,1,0.215996,1.530777,[12 91] ; [ 17 210],[ 9.05151515 93.94848485] ; [ 19.94848485 207.05151515],0
d4,1,0.248385,1.332362,[71 31] ; [171  55],[75.25609756 26.74390244] ; [166.74390244  59.25609756],0
