Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,5e-06,20.982857,[17 28] ; [51 12],[28.33333333 16.66666667] ; [39.66666667 23.33333333],1
n6,1,0.010358,6.572288,[26 20] ; [50 13],[32.0733945 13.9266055] ; [43.9266055 19.0733945],0
s6,1,0.014001,6.038013,[15 31] ; [35 27],[21.2962963 24.7037037] ; [28.7037037 33.2962963],0
v1,1,0.027948,4.831275,[11 34] ; [28 34],[16.40186916 28.59813084] ; [22.59813084 39.40186916],0
p5,1,0.046055,3.9796,[ 1 45] ; [ 8 54],[ 3.83333333 42.16666667] ; [ 5.16666667 56.83333333],0
s7,1,0.058386,3.582644,[ 7 38] ; [19 41],[11.14285714 33.85714286] ; [14.85714286 45.14285714],0
n1,1,0.068406,3.320866,[ 3 13] ; [10 11],[ 5.62162162 10.37837838] ; [ 7.37837838 13.62162162],0
p4,1,0.09769,2.742857,[11 34] ; [25 38],[15. 30.] ; [21. 42.],0
d4,1,0.116143,2.468571,[24 21] ; [24 39],[20. 25.] ; [28. 35.],0
b3,1,0.141621,2.160257,[ 3 19] ; [13 30],[ 5.41538462 16.58461538] ; [10.58461538 32.41538462],0
b2,1,0.141621,2.160257,[ 3 19] ; [13 30],[ 5.41538462 16.58461538] ; [10.58461538 32.41538462],0
p3,1,0.211225,1.56301,[ 9 37] ; [19 44],[11.81651376 34.18348624] ; [16.18348624 46.81651376],0
s3,1,0.219265,1.509177,[19 27] ; [32 28],[22.13207547 23.86792453] ; [28.86792453 31.13207547],0
p1,1,0.290364,1.117932,[ 3 43] ; [ 8 55],[ 4.64220183 41.35779817] ; [ 6.35779817 56.64220183],0
s1,1,0.295668,1.093633,[ 2 44] ; [ 6 56],[ 3.40740741 42.59259259] ; [ 4.59259259 57.40740741],0
p12,1,0.303444,1.058999,[ 1 45] ; [ 4 59],[ 2.11009174 43.88990826] ; [ 2.88990826 60.11009174],0
r4,1,0.303873,1.057122,[27 19] ; [43 20],[29.5412844 16.4587156] ; [40.4587156 22.5412844],0
p6,1,0.317922,0.997476,[ 9 35] ; [18 44],[11.20754717 32.79245283] ; [15.79245283 46.20754717],0
p2,1,0.319854,0.989544,[32 14] ; [38 25],[29.5412844 16.4587156] ; [40.4587156 22.5412844],0
p10,1,0.343432,0.897576,[24 22] ; [38 24],[26.40740741 19.59259259] ; [35.59259259 26.40740741],0
s8,1,0.369406,0.805663,[ 9 37] ; [17 46],[10.97247706 35.02752294] ; [15.02752294 47.97247706],0
a8,1,0.392191,0.732137,[ 3 41] ; [ 7 52],[ 4.27184466 39.72815534] ; [ 5.72815534 53.27184466],0
u2,1,0.414746,0.665156,[12 17] ; [22 21],[13.69444444 15.30555556] ; [20.30555556 22.69444444],0
s4,1,0.463461,0.537523,[ 9 37] ; [ 9 54],[ 7.59633028 38.40366972] ; [10.40366972 52.59633028],0
n3,1,0.470774,0.520159,[11  5] ; [12  9],[9.94594595 6.05405405] ; [13.05405405  7.94594595],0
b5,1,0.472426,0.516296,[28 18] ; [34 29],[26.16513761 19.83486239] ; [35.83486239 27.16513761],0
v3,1,0.481151,0.496254,[ 8 38] ; [14 47],[ 9.45794393 36.54205607] ; [12.54205607 48.45794393],0
a6,1,0.49188,0.472411,[16 30] ; [26 37],[17.72477064 28.27522936] ; [24.27522936 38.72477064],0
v2,1,0.512595,0.428767,[12 32] ; [19 38],[13.5049505 30.4950495] ; [17.4950495 39.5049505],0
s2,1,0.582042,0.302945,[14 32] ; [22 40],[15.33333333 30.66666667] ; [20.66666667 41.33333333],0
a3,1,0.593028,0.285641,[16 29] ; [19 43],[14.71962617 30.28037383] ; [20.28037383 41.71962617],0
u3,1,0.598819,0.276781,[13 16] ; [17 27],[11.91780822 17.08219178] ; [18.08219178 25.91780822],0
d2,1,0.602658,0.271005,[ 7 39] ; [12 51],[ 8.01834862 37.98165138] ; [10.98165138 52.01834862],0
r2,1,0.603756,0.269368,[36 10] ; [51 11],[37.05555556  8.94444444] ; [49.94444444 12.05555556],0
a7,1,0.606515,0.265281,[22 24] ; [27 36],[20.67889908 25.32110092] ; [28.32110092 34.67889908],0
d3,1,0.6096,0.260758,[16 30] ; [19 44],[14.7706422 31.2293578] ; [20.2293578 42.7706422],0
p9,1,0.610921,0.258835,[29 17] ; [42 20],[30.24074074 15.75925926] ; [40.75925926 21.24074074],0
p7,1,0.61853,0.24794,[25 18] ; [33 29],[23.75238095 19.24761905] ; [34.24761905 27.75238095],0
