Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.030271,4.693827,[ 6 13] ; [19 11],[9.69387755 9.30612245] ; [15.30612245 14.69387755],0
a5,1,0.030271,4.693827,[ 6 13] ; [19 11],[9.69387755 9.30612245] ; [15.30612245 14.69387755],0
a3,1,0.034294,4.48,[ 7 11] ; [21  9],[10.5  7.5] ; [17.5 12.5],0
b4,1,0.062595,3.467251,[14  5] ; [14 16],[10.85714286  8.14285714] ; [17.14285714 12.85714286],0
p7,1,0.065297,3.397459,[ 6 13] ; [ 3 26],[ 3.5625 15.4375] ; [ 5.4375 23.5625],0
n1,1,0.074905,3.172113,[2 7] ; [10  7],[4.15384615 4.84615385] ; [7.84615385 9.15384615],0
d2,1,0.080787,3.049002,[ 5 14] ; [15 14],[ 7.91666667 11.08333333] ; [12.08333333 16.91666667],0
p10,1,0.091322,2.850909,[ 3 15] ; [12 18],[ 5.625 12.375] ; [ 9.375 20.625],0
n2,1,0.126858,2.330532,[3 6] ; [11  6],[4.84615385 4.15384615] ; [9.15384615 7.84615385],0
p9,1,0.148595,2.086616,[ 4 13] ; [13 16],[ 6.2826087 10.7173913] ; [10.7173913 18.2826087],0
v3,1,0.171973,1.865659,[ 2 17] ; [ 8 22],[ 3.87755102 15.12244898] ; [ 6.12244898 23.87755102],0
v1,1,0.17532,1.836857,[ 3 16] ; [10 20],[ 5.04081633 13.95918367] ; [ 7.95918367 22.04081633],0
n5,1,0.193226,1.692848,[12  7] ; [24  6],[13.95918367  5.04081633] ; [22.04081633  7.95918367],0
b3,1,0.220805,1.499132,[ 4 10] ; [9 9],[5.6875 8.3125] ; [ 7.3125 10.6875],0
b2,1,0.220805,1.499132,[ 4 10] ; [9 9],[5.6875 8.3125] ; [ 7.3125 10.6875],0
s8,1,0.235429,1.407759,[ 1 18] ; [ 5 25],[ 2.32653061 16.67346939] ; [ 3.67346939 26.32653061],0
d1,1,0.247891,1.335153,[ 4 15] ; [11 19],[ 5.81632653 13.18367347] ; [ 9.18367347 20.81632653],0
a1,1,0.259295,1.272519,[ 2 17] ; [ 7 23],[ 3.48979592 15.51020408] ; [ 5.51020408 24.48979592],0
n4,1,0.261496,1.260819,[11  8] ; [22  8],[12.79591837  6.20408163] ; [20.20408163  9.79591837],0
n3,1,0.270948,1.211939,[3 6] ; [9 7],[4.32 4.68] ; [7.68 8.32],0
d5,1,0.271199,1.210673,[ 9 10] ; [19 11],[10.85714286  8.14285714] ; [17.14285714 12.85714286],0
p4,1,0.281356,1.160526,[ 4 15] ; [ 3 27],[ 2.71428571 16.28571429] ; [ 4.28571429 25.71428571],0
s2,1,0.382002,0.764249,[ 2 17] ; [ 6 24],[ 3.10204082 15.89795918] ; [ 4.89795918 25.10204082],0
s3,1,0.412262,0.672269,[ 4 14] ; [10 20],[ 5.25 12.75] ; [ 8.75 21.25],0
s4,1,0.476265,0.507403,[ 4 15] ; [ 4 26],[ 3.10204082 15.89795918] ; [ 4.89795918 25.10204082],0
p3,1,0.486126,0.485089,[ 3 16] ; [ 7 22],[ 3.95833333 15.04166667] ; [ 6.04166667 22.95833333],0
a4,1,0.492795,0.470417,[ 6 13] ; [12 17],[ 7.125 11.875] ; [10.875 18.125],0
n6,1,0.498335,0.45848,[ 7 12] ; [14 16],[ 8.14285714 10.85714286] ; [12.85714286 17.14285714],0
b5,1,0.525131,0.403805,[10  9] ; [13 17],[ 8.91836735 10.08163265] ; [14.08163265 15.91836735],0
r1,1,0.551323,0.354952,[ 6 13] ; [12 18],[ 6.97959184 12.02040816] ; [11.02040816 18.97959184],0
p2,1,0.593719,0.284574,[ 8 11] ; [10 19],[ 7.125 11.875] ; [10.875 18.125],0
p11,1,0.605667,0.266532,[ 5 14] ; [ 6 24],[ 4.26530612 14.73469388] ; [ 6.73469388 23.26530612],0
s5,1,0.699258,0.149245,[ 4 15] ; [ 5 25],[ 3.48979592 15.51020408] ; [ 5.51020408 24.48979592],0
s6,1,0.710735,0.137544,[ 6 13] ; [ 8 22],[ 5.42857143 13.57142857] ; [ 8.57142857 21.42857143],0
a7,1,0.715446,0.132898,[ 6 13] ; [11 19],[ 6.59183673 12.40816327] ; [10.40816327 19.59183673],0
b1,1,0.715446,0.132898,[13  6] ; [19 11],[12.40816327  6.59183673] ; [19.59183673 10.40816327],0
v2,1,0.751412,0.100348,[ 3 15] ; [ 4 26],[ 2.625 15.375] ; [ 4.375 25.625],0
d4,1,0.754447,0.097832,[11  8] ; [16 14],[10.46938776  8.53061224] ; [16.53061224 13.46938776],0
p5,1,0.758298,0.094689,[ 1 18] ; [ 1 28],[ 0.79166667 18.20833333] ; [ 1.20833333 27.79166667],0
p1,1,0.810799,0.05731,[ 3 16] ; [ 4 26],[ 2.71428571 16.28571429] ; [ 4.28571429 25.71428571],0
d3,1,0.825051,0.048864,[ 7 12] ; [12 18],[ 7.36734694 11.63265306] ; [11.63265306 18.36734694],0
s1,1,0.841739,0.039868,[ 1 18] ; [ 2 28],[ 1.16326531 17.83673469] ; [ 1.83673469 28.16326531],0
a6,1,0.857509,0.032237,[10  9] ; [15 15],[9.69387755 9.30612245] ; [15.30612245 14.69387755],0
s7,1,0.876261,0.024246,[ 3 13] ; [ 6 23],[ 3.2 12.8] ; [ 5.8 23.2],0
p6,1,0.877641,0.023704,[ 1 17] ; [ 2 28],[ 1.125 16.875] ; [ 1.875 28.125],0
u3,1,0.88242,0.021875,[3 9] ; [2 7],[2.85714286 9.14285714] ; [2.14285714 6.85714286],0
a2,1,0.952711,0.003517,[ 2 17] ; [ 3 27],[ 1.93877551 17.06122449] ; [ 3.06122449 26.93877551],0
