Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,8.5e-05,15.438596,[11 22] ; [43 14],[19.8 13.2] ; [34.2 22.8],1
a4,1,0.001162,10.550239,[ 4 29] ; [26 31],[11. 22.] ; [19. 38.],0
d5,1,0.006125,7.51315,[20 13] ; [49  8],[25.3  7.7] ; [43.7 13.3],0
p9,1,0.008261,6.976077,[23 10] ; [52  5],[27.5  5.5] ; [47.5  9.5],0
s5,1,0.010377,6.569,[ 4 26] ; [21 31],[ 9.14634146 20.85365854] ; [15.85365854 36.14634146],0
p10,1,0.010502,6.547619,[19 13] ; [47  9],[24.  8.] ; [42. 14.],0
s2,1,0.016122,5.789474,[11 22] ; [34 23],[16.5 16.5] ; [28.5 28.5],0
s6,1,0.035415,4.425051,[16 17] ; [39 16],[20.625 12.375] ; [34.375 20.625],0
a6,1,0.048737,3.884382,[15 18] ; [38 19],[19.43333333 13.56666667] ; [33.56666667 23.43333333],0
p4,1,0.061199,3.504601,[20 13] ; [45 12],[23.83333333  9.16666667] ; [41.16666667 15.83333333],0
s8,1,0.081517,3.034403,[10 23] ; [28 29],[13.93333333 19.06666667] ; [24.06666667 32.93333333],0
s7,1,0.087859,2.913167,[12 20] ; [30 23],[15.81176471 16.18823529] ; [26.18823529 26.81176471],0
p6,1,0.12709,2.32769,[10 21] ; [28 29],[13.38636364 17.61363636] ; [24.61363636 32.38636364],0
d4,1,0.135433,2.229102,[22 11] ; [46 11],[24.93333333  8.06666667] ; [43.06666667 13.93333333],0
d1,1,0.136029,2.222317,[12 21] ; [30 27],[15.4 17.6] ; [26.6 30.4],0
d2,1,0.190093,1.716894,[ 9 24] ; [23 33],[11.86516854 21.13483146] ; [20.13483146 35.86516854],0
n3,1,0.204008,1.613445,[7 1] ; [10  6],[5.66666667 2.33333333] ; [11.33333333  4.66666667],0
p2,1,0.212007,1.557665,[29  4] ; [44 13],[26.76666667  6.23333333] ; [46.23333333 10.76666667],0
s3,1,0.245013,1.351515,[15 17] ; [34 23],[17.61797753 14.38202247] ; [31.38202247 25.61797753],0
p11,1,0.2765,1.184211,[22 11] ; [44 13],[24.2  8.8] ; [41.8 15.2],0
a7,1,0.340477,0.908633,[23 10] ; [34 23],[20.9 12.1] ; [36.1 20.9],0
b1,1,0.371817,0.797583,[13 20] ; [28 29],[15.03333333 17.96666667] ; [25.96666667 31.03333333],0
u3,1,0.457868,0.551102,[ 9 13] ; [7 6],[10.05714286 11.94285714] ; [5.94285714 7.05714286],0
b5,1,0.489071,0.478569,[19 14] ; [37 20],[20.53333333 12.46666667] ; [35.46666667 21.53333333],0
n1,1,0.558185,0.342857,[4 4] ; [ 6 10],[3.33333333 4.66666667] ; [6.66666667 9.33333333],0
p8,1,0.589135,0.291698,[16 17] ; [31 26],[17.23333333 15.76666667] ; [29.76666667 27.23333333],0
p1,1,0.600933,0.273591,[ 6 27] ; [ 8 49],[ 5.13333333 27.86666667] ; [ 8.86666667 48.13333333],0
u1,1,0.620365,0.245354,[ 1 32] ; [ 3 54],[ 1.46666667 31.53333333] ; [ 2.53333333 54.46666667],0
n6,1,0.625819,0.237774,[27  6] ; [48  8],[27.80898876  5.19101124] ; [47.19101124  8.80898876],0
p5,1,0.625819,0.237774,[ 6 27] ; [ 8 48],[ 5.19101124 27.80898876] ; [ 8.80898876 47.19101124],0
v4,1,0.63333,0.227571,[29  4] ; [48  9],[28.23333333  4.76666667] ; [48.76666667  8.23333333],0
n5,1,0.636921,0.222791,[22 11] ; [40 16],[22.98876404 10.01123596] ; [39.01123596 16.98876404],0
a8,1,0.667362,0.184703,[ 2 29] ; [ 5 50],[ 2.52325581 28.47674419] ; [ 4.47674419 50.52325581],0
v2,1,0.713757,0.134554,[14 19] ; [26 30],[14.83146067 18.16853933] ; [25.16853933 30.83146067],0
r2,1,0.747873,0.103327,[26  6] ; [47  9],[26.54545455  5.45454545] ; [46.45454545  9.54545455],0
p7,1,0.757266,0.095526,[24  9] ; [39 17],[23.35955056  9.64044944] ; [39.64044944 16.35955056],0
b3,1,0.759847,0.093441,[ 7 16] ; [12 23],[ 7.53448276 15.46551724] ; [11.46551724 23.53448276],0
b2,1,0.759847,0.093441,[ 7 16] ; [12 23],[ 7.53448276 15.46551724] ; [11.46551724 23.53448276],0
r4,1,0.77064,0.084994,[21 12] ; [38 19],[21.63333333 11.36666667] ; [37.36666667 19.63333333],0
u2,1,0.781745,0.076754,[10 11] ; [6 8],[ 9.6 11.4] ; [6.4 7.6],0
v3,1,0.813142,0.055873,[11 22] ; [17 38],[10.5 22.5] ; [17.5 37.5],0
r3,1,0.816532,0.053828,[29  4] ; [51  6],[29.33333333  3.66666667] ; [50.66666667  6.33333333],0
s4,1,0.826853,0.047847,[ 7 26] ; [11 46],[ 6.6 26.4] ; [11.4 45.6],0
s1,1,0.873546,0.025331,[ 2 31] ; [ 3 54],[ 1.83333333 31.16666667] ; [ 3.16666667 53.83333333],0
p12,1,0.873546,0.025331,[ 2 31] ; [ 3 54],[ 1.83333333 31.16666667] ; [ 3.16666667 53.83333333],0
b4,1,0.894647,0.017537,[19 14] ; [32 25],[18.7 14.3] ; [32.3 24.7],0
v1,1,0.929047,0.007929,[18 15] ; [30 26],[17.79775281 15.20224719] ; [30.20224719 25.79775281],0
n4,1,0.961929,0.002278,[23 10] ; [40 17],[23.1  9.9] ; [39.9 17.1],0
d3,1,0.976446,0.000872,[19 14] ; [33 24],[19.06666667 13.93333333] ; [32.93333333 24.06666667],0
n2,1,1.0,0.0,[6 2] ; [12  4],[6. 2.] ; [12.  4.],0
