Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,1e-06,24.11321,[18 29] ; [172  58],[32.23826715 14.76173285] ; [157.76173285  72.23826715],1
p10,1,5e-06,20.895972,[31 15] ; [210  19],[40.31272727  5.68727273] ; [200.68727273  28.31272727],1
p2,1,1.5e-05,18.783925,[35 12] ; [217  13],[42.75812274  4.24187726] ; [209.24187726  20.75812274],1
d3,1,2.5e-05,17.765601,[21 24] ; [178  52],[32.56363636 12.43636364] ; [166.43636364  63.56363636],1
p8,1,6.4e-05,15.98552,[24 22] ; [184  46],[34.66666667 11.33333333] ; [173.33333333  56.66666667],1
a5,1,0.000263,13.316866,[25 22] ; [181  49],[34.95306859 12.04693141] ; [171.04693141  58.95306859],1
d1,1,0.000286,13.159413,[18 29] ; [153  77],[29.01444043 17.98555957] ; [141.98555957  88.01444043],1
p5,1,0.000427,12.411799,[ 1 46] ; [ 58 172],[10.01083032 36.98916968] ; [ 48.98916968 181.01083032],1
p11,1,0.000893,11.038121,[31 16] ; [198  32],[38.85559567  8.14440433] ; [190.14440433  39.85559567],1
a4,1,0.001374,10.239916,[13 34] ; [122 107],[22.98913043 24.01086957] ; [112.01086957 116.98913043],0
p9,1,0.001849,9.693659,[35 11] ; [211  19],[41.  5.] ; [205.  25.],0
s6,1,0.005378,7.74784,[26 18] ; [175  47],[33.2481203 10.7518797] ; [167.7518797  54.2481203],0
d5,1,0.005435,7.728809,[31 15] ; [194  35],[37.63636364  8.36363636] ; [187.36363636  41.63636364],0
a7,1,0.005436,7.728399,[25 21] ; [171  58],[32.78545455 13.21454545] ; [163.21454545  65.78545455],0
b5,1,0.014664,5.956421,[35 12] ; [127 103],[27.48736462 19.51263538] ; [134.51263538  95.48736462],0
v1,1,0.01527,5.885094,[22 25] ; [149  78],[29.33211679 17.66788321] ; [141.66788321  85.33211679],0
d2,1,0.023096,5.161276,[17 30] ; [125 105],[24.09386282 22.90613718] ; [117.90613718 112.09386282],0
s5,1,0.02765,4.849731,[14 31] ; [107 111],[20.70342205 24.29657795] ; [100.29657795 117.70342205],0
d4,1,0.033291,4.530759,[34 13] ; [195  34],[38.99637681  8.00362319] ; [190.00362319  38.99637681],0
u1,1,0.034013,4.49406,[ 5 42] ; [ 57 173],[10.5198556 36.4801444] ; [ 51.4801444 178.5198556],0
s7,1,0.034507,4.469426,[22 24] ; [140  77],[28.33460076 17.66539924] ; [133.66539924  83.33460076],0
s8,1,0.036797,4.359772,[19 27] ; [133  96],[25.42545455 20.57454545] ; [126.57454545 102.42545455],0
a2,1,0.039147,4.254493,[ 7 40] ; [ 68 162],[12.72563177 34.27436823] ; [ 62.27436823 167.72563177],0
b4,1,0.040379,4.201906,[21 26] ; [140  90],[27.31768953 19.68231047] ; [133.68231047  96.31768953],0
s4,1,0.047816,3.916433,[ 5 42] ; [ 53 171],[10.05904059 36.94095941] ; [ 47.94095941 176.05904059],0
v3,1,0.057537,3.606995,[14 33] ; [100 123],[19.84444444 27.15555556] ; [ 94.15555556 128.84444444],0
