Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,116.403676,[109  17] ; [ 27 109],[65.40458015 60.59541985] ; [70.59541985 65.40458015],1
s7,1,0.0,48.872822,[77 45] ; [ 27 107],[49.5625 72.4375] ; [54.4375 79.5625],1
s6,1,0.0,48.265395,[105  20] ; [58 79],[77.76717557 47.23282443] ; [85.23282443 51.76717557],1
s8,1,0.0,40.703644,[73 53] ; [ 27 110],[47.90874525 78.09125475] ; [52.09125475 84.90874525],1
s5,1,0.0,25.938698,[47 69] ; [ 16 115],[29.58704453 86.41295547] ; [33.41295547 97.58704453],1
d1,1,0.00017,14.136091,[84 43] ; [59 78],[68.79166667 58.20833333] ; [74.20833333 62.79166667],1
d2,1,0.000304,13.045736,[74 53] ; [49 87],[59.39543726 67.60456274] ; [63.60456274 72.39543726],1
s4,1,0.001584,9.977975,[28 99] ; [ 11 124],[ 18.90458015 108.09541985] ; [ 20.09541985 114.90458015],0
u1,1,0.004236,8.179957,[ 27 100] ; [ 12 125],[ 18.76136364 108.23863636] ; [ 20.23863636 116.76136364],0
p4,1,0.005453,7.722693,[67 60] ; [49 88],[55.8030303 71.1969697] ; [60.1969697 76.8030303],0
u3,1,0.006935,7.289639,[28 10] ; [24 29],[21.71428571 16.28571429] ; [30.28571429 22.71428571],0
p12,1,0.010043,6.627312,[ 17 110] ; [  6 130],[ 11.10646388 115.89353612] ; [ 11.89353612 124.10646388],0
d4,1,0.014847,5.934489,[109  18] ; [101  36],[101.02272727  25.97727273] ; [108.97727273  28.02272727],0
r2,1,0.014981,5.918699,[122   4] ; [122  15],[116.8973384   9.1026616] ; [127.1026616   9.8973384],0
p3,1,0.016687,5.72895,[52 75] ; [ 37 100],[42.81439394 84.18560606] ; [46.18560606 90.81439394],0
a5,1,0.022952,5.172111,[97 30] ; [87 50],[88.51515152 38.48484848] ; [95.48484848 41.51515152],0
p6,1,0.025657,4.978974,[29 98] ; [ 17 120],[ 22.12878788 104.87121212] ; [ 23.87121212 113.12878788],0
r4,1,0.031986,4.59924,[114  13] ; [110  27],[107.75757576  19.24242424] ; [116.24242424  20.75757576],0
v1,1,0.035121,4.43927,[66 53] ; [57 78],[57.62598425 61.37401575] ; [65.37401575 69.62598425],0
d5,1,0.051049,3.806674,[103  24] ; [97 40],[96.21212121 30.78787879] ; [103.78787879  33.21212121],0
p11,1,0.054277,3.704146,[89 38] ; [110  27],[95.73106061 31.26893939] ; [103.26893939  33.73106061],0
a2,1,0.059134,3.561507,[29 98] ; [ 19 118],[ 23.09090909 103.90909091] ; [ 24.90909091 112.09090909],0
p10,1,0.071698,3.243723,[113  14] ; [111  26],[107.75757576  19.24242424] ; [116.24242424  20.75757576],0
a7,1,0.101563,2.680826,[96 31] ; [91 46],[89.95833333 37.04166667] ; [97.04166667 39.95833333],0
v3,1,0.10927,2.564742,[44 74] ; [37 96],[38.07968127 79.92031873] ; [42.92031873 90.07968127],0
n4,1,0.124686,2.357454,[97 30] ; [93 44],[91.40151515 35.59848485] ; [98.59848485 38.40151515],0
v4,1,0.134472,2.240108,[121   6] ; [124  13],[117.85984848   9.14015152] ; [127.14015152   9.85984848],0
a6,1,0.137676,2.203747,[77 50] ; [95 42],[82.74242424 44.25757576] ; [89.25757576 47.74242424],0
v2,1,0.146939,2.103742,[66 55] ; [59 71],[60.25896414 60.74103586] ; [64.74103586 65.25896414],0
a3,1,0.155581,2.016663,[89 38] ; [84 52],[83.53992395 43.46007605] ; [89.46007605 46.53992395],0
b5,1,0.20966,1.573775,[89 38] ; [86 51],[84.18560606 42.81439394] ; [90.81439394 46.18560606],0
u4,1,0.210678,1.566762,[  5 122] ; [  2 135],[  3.36742424 123.63257576] ; [  3.63257576 133.36742424],0
r3,1,0.215986,1.530845,[120   7] ; [123  13],[117.34220532   9.65779468] ; [125.65779468  10.34220532],0
s1,1,0.279931,1.167427,[  7 118] ; [  4 133],[  5.2480916 119.7519084] ; [  5.7519084 131.2480916],0
b3,1,0.286623,1.135416,[25 47] ; [30 39],[28.08510638 43.91489362] ; [26.91489362 42.08510638],0
b2,1,0.286623,1.135416,[25 47] ; [30 39],[28.08510638 43.91489362] ; [26.91489362 42.08510638],0
r1,1,0.291366,1.1133,[93 33] ; [93 44],[89.11026616 36.88973384] ; [96.88973384 40.11026616],0
n2,1,0.402204,0.701726,[29  8] ; [28 12],[27.38961039  9.61038961] ; [29.61038961 10.38961039],0
p2,1,0.43404,0.611989,[98 29] ; [100  37],[95.25 31.75] ; [102.75  34.25],0
n3,1,0.450451,0.569516,[27 10] ; [26 14],[25.46753247 11.53246753] ; [27.53246753 12.46753247],0
a4,1,0.458207,0.550272,[59 68] ; [57 79],[56.01520913 70.98479087] ; [59.98479087 76.01520913],0
b1,1,0.485921,0.485545,[45 82] ; [43 94],[42.33333333 84.66666667] ; [45.66666667 91.33333333],0
p1,1,0.533123,0.388436,[ 13 114] ; [ 11 126],[ 11.54545455 115.45454545] ; [ 12.45454545 124.54545455],0
d3,1,0.576372,0.312136,[83 44] ; [85 52],[80.81818182 46.18181818] ; [87.18181818 49.81818182],0
n1,1,0.58825,0.293086,[18 19] ; [17 23],[16.81818182 20.18181818] ; [18.18181818 21.81818182],0
p8,1,0.662758,0.190191,[34 92] ; [40 96],[35.58778626 90.41221374] ; [38.41221374 97.58778626],0
b4,1,0.687498,0.161808,[80 47] ; [83 54],[78.41287879 48.58712121] ; [84.58712121 52.41287879],0
u2,1,0.712851,0.135446,[21 16] ; [28 25],[20.14444444 16.85555556] ; [28.85555556 24.14444444],0
a8,1,0.806838,0.059784,[ 13 103] ; [ 13 114],[ 12.41152263 103.58847737] ; [ 13.58847737 113.41152263],0
p5,1,0.816463,0.053869,[ 10 114] ; [ 10 127],[  9.50191571 114.49808429] ; [ 10.49808429 126.50191571],0
a1,1,0.82299,0.050042,[  4 123] ; [  5 132],[  4.32954545 122.67045455] ; [  4.67045455 132.32954545],0
n5,1,0.840401,0.040554,[92 35] ; [97 39],[91.2661597 35.7338403] ; [97.7338403 38.2661597],0
n6,1,0.880233,0.022703,[103  23] ; [111  26],[102.52471483  23.47528517] ; [111.47528517  25.52471483],0
