Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a5,1,1e-06,23.459391,[483 147] ; [60 50],[462.28378378 167.71621622] ; [80.71621622 29.28378378],1
d1,1,0.000102,15.091363,[388 242] ; [46 64],[369.48648649 260.51351351] ; [64.51351351 45.48648649],1
u1,1,0.000188,13.950684,[128 502] ; [  6 104],[114.08108108 515.91891892] ; [19.91891892 90.08108108],1
v2,1,0.000299,13.07424,[359 245] ; [43 63],[341.98309859 262.01690141] ; [60.01690141 45.98309859],1
a2,1,0.000601,11.772126,[171 459] ; [13 97],[156.64864865 473.35135135] ; [27.35135135 82.64864865],1
d4,1,0.000634,11.672005,[529  98] ; [78 32],[516.40298507 110.59701493] ; [90.59701493 19.40298507],1
d3,1,0.001485,10.09667,[453 176] ; [62 47],[438.93631436 190.06368564] ; [76.06368564 32.93631436],0
n4,1,0.004414,8.105211,[485 143] ; [71 39],[473.12737127 154.87262873] ; [82.87262873 27.12737127],0
v1,1,0.004437,8.095775,[334 282] ; [43 66],[320.32 295.68] ; [56.68 52.32],0
s6,1,0.006037,7.539273,[423 199] ; [57 48],[410.67400275 211.32599725] ; [69.32599725 35.67400275],0
a6,1,0.010059,6.624374,[448 180] ; [65 45],[436.53658537 191.46341463] ; [76.46341463 33.53658537],0
a4,1,0.01386,6.055948,[296 331] ; [38 72],[284.14925373 342.85074627] ; [49.85074627 60.14925373],0
u3,1,0.014997,5.916806,[114  63] ; [19 24],[107.00454545  69.99545455] ; [25.99545455 17.00454545],0
a3,1,0.019656,5.442204,[451 176] ; [67 43],[440.68656716 186.31343284] ; [77.31343284 32.68656716],0
s7,1,0.024392,5.066555,[286 314] ; [38 68],[275.35410765 324.64589235] ; [48.64589235 57.35410765],0
a7,1,0.030418,4.685505,[472 157] ; [71 38],[462.80081301 166.19918699] ; [80.19918699 28.80081301],0
p8,1,0.039931,4.220822,[319 301] ; [44 64],[309.14835165 310.85164835] ; [53.85164835 54.14835165],0
d2,1,0.045066,4.016169,[313 315] ; [43 66],[303.34871099 324.65128901] ; [52.65128901 56.34871099],0
v4,1,0.054641,3.693006,[614  14] ; [104   6],[610.98102981  17.01897019] ; [107.01897019   2.98102981],0
p4,1,0.055308,3.672782,[361 266] ; [52 57],[351.83559783 275.16440217] ; [61.16440217 47.83559783],0
s8,1,0.061969,3.483885,[276 350] ; [38 72],[267.07065217 358.92934783] ; [46.92934783 63.07065217],0
p1,1,0.065833,3.383983,[ 34 591] ; [11 99],[ 38.26530612 586.73469388] ; [  6.73469388 103.26530612],0
b5,1,0.070823,3.263837,[384 246] ; [77 33],[392.47297297 237.52702703] ; [68.52702703 41.47297297],0
u2,1,0.077422,3.118206,[104  72] ; [19 24],[98.84931507 77.15068493] ; [24.15068493 18.84931507],0
n5,1,0.078079,3.104438,[460 165] ; [72 38],[452.38095238 172.61904762] ; [79.61904762 30.38095238],0
p2,1,0.079889,3.067159,[523 105] ; [84 26],[516.52574526 111.47425474] ; [90.47425474 19.52574526],0
r2,1,0.10215,2.671654,[618   9] ; [105   4],[615.92527174  11.07472826] ; [107.07472826   1.92527174],0
d5,1,0.105531,2.619904,[519 109] ; [83 26],[512.9660787 115.0339213] ; [89.0339213 19.9660787],0
p7,1,0.115311,2.479885,[390 224] ; [60 48],[382.68698061 231.31301939] ; [67.31301939 40.68698061],0
s2,1,0.156484,2.00788,[317 305] ; [48 62],[310.15027322 311.84972678] ; [54.84972678 55.15027322],0
