Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000545,11.95601,[13  5] ; [15 41],[ 6.81081081 11.18918919] ; [21.18918919 34.81081081],1
s7,1,0.000687,11.524592,[9 8] ; [ 7 46],[ 3.88571429 13.11428571] ; [12.11428571 40.88571429],1
s6,1,0.00259,9.076092,[13  4] ; [20 37],[7.58108108 9.41891892] ; [25.41891892 31.58108108],0
p10,1,0.005272,7.783823,[14  3] ; [25 32],[8.95945946 8.04054054] ; [30.04054054 26.95945946],0
p4,1,0.009452,6.735281,[12  6] ; [18 38],[ 7.2972973 10.7027027] ; [22.7027027 33.2972973],0
p1,1,0.010733,6.509026,[ 4 14] ; [ 2 55],[ 1.44 16.56] ; [ 4.56 52.44],0
s3,1,0.026265,4.938483,[12  6] ; [21 36],[ 7.92 10.08] ; [25.08 31.92],0
d1,1,0.027169,4.880044,[9 9] ; [13 44],[ 5.28 12.72] ; [16.72 40.28],0
p9,1,0.033665,4.51166,[14  3] ; [30 26],[10.24657534  6.75342466] ; [33.75342466 22.24657534],0
d2,1,0.066739,3.361462,[10  8] ; [18 39],[ 6.72 11.28] ; [21.28 35.72],0
n1,1,0.082708,3.010874,[5 4] ; [ 6 19],[2.91176471 6.08823529] ; [ 8.08823529 16.91176471],0
d5,1,0.086121,2.945424,[13  5] ; [28 29],[9.84 8.16] ; [31.16 25.84],0
r3,1,0.10151,2.681653,[17  1] ; [44 13],[14.64  3.36] ; [46.36 10.64],0
r4,1,0.109667,2.559017,[15  3] ; [36 21],[12.24  5.76] ; [38.76 18.24],0
a5,1,0.11936,2.425694,[12  6] ; [26 31],[9.12 8.88] ; [28.88 28.12],0
p6,1,0.121946,2.392142,[ 6 12] ; [ 9 46],[ 3.69863014 14.30136986] ; [11.30136986 43.69863014],0
v4,1,0.158378,1.989642,[17  1] ; [45 11],[15.08108108  2.91891892] ; [46.91891892  9.08108108],0
a2,1,0.210793,1.565975,[ 2 16] ; [ 2 55],[ 0.96 17.04] ; [ 3.04 53.96],0
s5,1,0.212591,1.553696,[ 7 10] ; [14 41],[ 4.95833333 12.04166667] ; [16.04166667 38.95833333],0
p8,1,0.251349,1.315789,[ 8 10] ; [17 40],[ 6. 12.] ; [19. 38.],0
a4,1,0.251349,1.315789,[ 8 10] ; [17 40],[ 6. 12.] ; [19. 38.],0
a3,1,0.269197,1.220832,[12  6] ; [29 27],[9.97297297 8.02702703] ; [31.02702703 24.97297297],0
v1,1,0.280121,1.166502,[9 9] ; [20 36],[ 7.05405405 10.94594595] ; [21.94594595 34.05405405],0
p3,1,0.307063,1.043265,[ 7 11] ; [15 42],[ 5.28 12.72] ; [16.72 40.28],0
r2,1,0.345329,0.890546,[16  2] ; [45 12],[14.64  3.36] ; [46.36 10.64],0
a8,1,0.371044,0.800166,[ 2 15] ; [ 3 52],[ 1.18055556 15.81944444] ; [ 3.81944444 51.18055556],0
u2,1,0.45794,0.550926,[4 2] ; [14 14],[3.17647059 2.82352941] ; [14.82352941 13.17647059],0
n3,1,0.523579,0.406838,[7 3] ; [14 10],[6.17647059 3.82352941] ; [14.82352941  9.17647059],0
a1,1,0.527381,0.399436,[ 1 17] ; [ 6 51],[ 1.68 16.32] ; [ 5.32 51.68],0
s4,1,0.552438,0.352968,[ 5 13] ; [12 45],[ 4.08 13.92] ; [12.92 44.08],0
b2,1,0.588571,0.292581,[4 8] ; [ 7 21],[3.3 8.7] ; [ 7.7 20.3],0
b3,1,0.588571,0.292581,[4 8] ; [ 7 21],[3.3 8.7] ; [ 7.7 20.3],0
a6,1,0.594047,0.284068,[ 6 12] ; [23 34],[ 6.96 11.04] ; [22.04 34.96],0
v2,1,0.598746,0.276892,[ 5 12] ; [20 35],[ 5.90277778 11.09722222] ; [19.09722222 35.90277778],0
v3,1,0.645052,0.212195,[ 2 15] ; [ 9 46],[ 2.59722222 14.40277778] ; [ 8.40277778 46.59722222],0
p2,1,0.648238,0.208129,[9 9] ; [32 25],[9.84 8.16] ; [31.16 25.84],0
d3,1,0.658843,0.194932,[ 8 10] ; [22 35],[ 7.2 10.8] ; [22.8 34.2],0
p7,1,0.691557,0.157405,[9 9] ; [31 25],[9.72972973 8.27027027] ; [30.27027027 25.72972973],0
b5,1,0.72908,0.119958,[10  8] ; [29 28],[9.36 8.64] ; [29.64 27.36],0
u3,1,0.749139,0.102256,[3 3] ; [16 12],[3.35294118 2.64705882] ; [15.64705882 12.35294118],0
n5,1,0.766584,0.088117,[ 7 11] ; [24 32],[ 7.54054054 10.45945946] ; [23.45945946 32.54054054],0
p11,1,0.786876,0.073099,[12  6] ; [36 21],[11.52  6.48] ; [36.48 20.52],0
n2,1,0.799042,0.064815,[8 2] ; [19  6],[7.71428571 2.28571429] ; [19.28571429  5.71428571],0
r1,1,0.828382,0.046992,[10  8] ; [30 27],[9.6 8.4] ; [30.4 26.6],0
b1,1,0.845533,0.037955,[9 9] ; [27 30],[8.64 9.36] ; [27.36 29.64],0
n6,1,0.861136,0.0306,[10  8] ; [33 24],[10.32  7.68] ; [32.68 24.32],0
b4,1,0.930753,0.007551,[10  8] ; [31 26],[9.84 8.16] ; [31.16 25.84],0
d4,1,0.962953,0.002157,[12  6] ; [37 19],[11.91891892  6.08108108] ; [37.08108108 18.91891892],0
