Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,29.25779,[251  18] ; [33 16],[240.23899371  28.76100629] ; [43.76100629  5.23899371],1
p8,1,1e-06,24.069628,[206  64] ; [21 29],[191.53125  78.46875] ; [35.46875 14.53125],1
p9,1,2e-06,22.296714,[254  18] ; [35 14],[244.8847352  27.1152648] ; [44.1152648  4.8847352],1
v4,1,0.005557,7.688536,[264   6] ; [45  5],[260.71875   9.28125] ; [48.28125  1.71875],0
d1,1,0.006223,7.484552,[181  92] ; [23 27],[172.42105263 100.57894737] ; [31.57894737 18.42105263],0
b2,1,0.010212,6.597584,[ 87 103] ; [ 5 21],[ 80.92592593 109.07407407] ; [11.07407407 14.92592593],0
b3,1,0.010212,6.597584,[ 87 103] ; [ 5 21],[ 80.92592593 109.07407407] ; [11.07407407 14.92592593],0
p2,1,0.015645,5.842362,[252  20] ; [41  9],[247.50310559  24.49689441] ; [45.49689441  4.50310559],0
n6,1,0.017703,5.625326,[246  25] ; [38 10],[241.26645768  29.73354232] ; [42.73354232  5.26645768],0
d4,1,0.021269,5.304609,[239  32] ; [38 12],[233.85358255  37.14641745] ; [43.14641745  6.85358255],0
b1,1,0.027224,4.87655,[102 171] ; [27 23],[109.03095975 163.96904025] ; [19.96904025 30.03095975],0
p4,1,0.027963,4.830361,[208  63] ; [31 19],[201.77258567  69.22741433] ; [37.22741433 12.77258567],0
v3,1,0.037973,4.30622,[146 120] ; [19 30],[139.33333333 126.66666667] ; [25.66666667 23.33333333],0
n4,1,0.039325,4.246781,[232  41] ; [35 13],[227.07476636  45.92523364] ; [39.92523364  8.07476636],0
n5,1,0.067314,3.347334,[237  35] ; [37 11],[232.9  39.1] ; [41.1  6.9],0
s6,1,0.076603,3.135534,[188  81] ; [38  8],[192.9968254  76.0031746] ; [33.0031746 12.9968254],0
b5,1,0.100342,2.700095,[163 110] ; [36 14],[168.19504644 104.80495356] ; [30.80495356 19.19504644],0
a3,1,0.104897,2.629468,[217  55] ; [34 15],[212.68535826  59.31464174] ; [38.31464174 10.68535826],0
u2,1,0.129716,2.295895,[31 25] ; [ 5 10],[28.3943662 27.6056338] ; [7.6056338 7.3943662],0
r4,1,0.14449,2.129478,[256  17] ; [44  6],[253.56037152  19.43962848] ; [46.43962848  3.56037152],0
n3,1,0.169968,1.883222,[29 10] ; [12  1],[30.75  8.25] ; [10.25  2.75],0
v2,1,0.171486,1.869902,[192  76] ; [31 19],[187.93710692  80.06289308] ; [35.06289308 14.93710692],0
d3,1,0.186048,1.748637,[199  73] ; [32 18],[195.13043478  76.86956522] ; [35.86956522 14.13043478],0
s1,1,0.192054,1.701791,[  7 263] ; [ 3 46],[  8.46394984 261.53605016] ; [ 1.53605016 47.46394984],0
r3,1,0.19721,1.662919,[266   7] ; [47  3],[264.54798762   8.45201238] ; [48.45201238  1.54798762],0
d5,1,0.198191,1.655655,[231  40] ; [39 11],[227.94392523  43.05607477] ; [42.05607477  7.94392523],0
p6,1,0.211245,1.56287,[149 119] ; [23 27],[144.95597484 123.04402516] ; [27.04402516 22.95597484],0
n2,1,0.289978,1.119724,[31  8] ; [12  1],[32.25  6.75] ; [10.75  2.25],0
