Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n3,1,0.027397,4.865608,[4 6] ; [8 1],[6.31578947 3.68421053] ; [5.68421053 3.31578947],0
d5,1,0.036851,4.357292,[15 11] ; [31  7],[18.6875  7.3125] ; [27.3125 10.6875],0
d3,1,0.037752,4.316154,[11 15] ; [26 12],[15.03125 10.96875] ; [21.96875 16.03125],0
p7,1,0.053613,3.724694,[19  6] ; [18 17],[15.41666667  9.58333333] ; [21.58333333 13.41666667],0
d1,1,0.060774,3.516126,[ 4 22] ; [14 24],[ 7.3125 18.6875] ; [10.6875 27.3125],0
a6,1,0.067218,3.349678,[ 9 17] ; [22 16],[12.59375 13.40625] ; [18.40625 19.59375],0
d4,1,0.074618,3.178386,[16 10] ; [31  7],[19.09375  6.90625] ; [27.90625 10.09375],0
v1,1,0.089008,2.892224,[16  9] ; [16 22],[12.6984127 12.3015873] ; [19.3015873 18.6984127],0
n6,1,0.129989,2.292632,[17  8] ; [32  6],[19.44444444  5.55555556] ; [29.55555556  8.44444444],0
p12,1,0.135723,2.225794,[ 3 22] ; [ 1 37],[ 1.58730159 23.41269841] ; [ 2.41269841 35.58730159],0
b1,1,0.137948,2.200702,[13 13] ; [12 26],[10.15625 15.84375] ; [14.84375 23.15625],0
n5,1,0.140266,2.17504,[19  6] ; [22 16],[16.26984127  8.73015873] ; [24.73015873 13.26984127],0
p10,1,0.144808,2.126113,[17  8] ; [31  6],[19.35483871  5.64516129] ; [28.64516129  8.35483871],0
n4,1,0.148252,2.090148,[19  7] ; [21 17],[16.25  9.75] ; [23.75 14.25],0
a3,1,0.164542,1.931982,[10 15] ; [22 16],[12.6984127 12.3015873] ; [19.3015873 18.6984127],0
p6,1,0.170041,1.882579,[12 12] ; [12 25],[ 9.44262295 14.55737705] ; [14.55737705 22.44262295],0
p9,1,0.172721,1.859163,[18  7] ; [31  5],[20.08196721  4.91803279] ; [28.91803279  7.08196721],0
r4,1,0.174427,1.844474,[20  6] ; [34  4],[21.9375  4.0625] ; [32.0625  5.9375],0
a8,1,0.183879,1.76599,[ 2 23] ; [ 7 27],[ 3.81355932 21.18644068] ; [ 5.18644068 28.81355932],0
v3,1,0.18876,1.727269,[ 6 20] ; [14 22],[ 8.38709677 17.61290323] ; [11.61290323 24.38709677],0
s4,1,0.228705,1.448895,[10 16] ; [ 9 28],[ 7.84126984 18.15873016] ; [11.15873016 25.84126984],0
r2,1,0.345742,0.889024,[22  4] ; [35  3],[23.15625  2.84375] ; [33.84375  4.15625],0
d2,1,0.419058,0.652955,[ 7 19] ; [ 7 31],[ 5.6875 20.3125] ; [ 8.3125 29.6875],0
s2,1,0.425944,0.633857,[16 10] ; [27 11],[17.46875  8.53125] ; [25.53125 12.46875],0
u3,1,0.465209,0.533333,[9 7] ; [11  5],[10.  6.] ; [10.  6.],0
n2,1,0.465693,0.532176,[9 1] ; [7 2],[8.42105263 1.57894737] ; [7.57894737 1.42105263],0
s8,1,0.475983,0.508052,[ 8 18] ; [15 23],[ 9.34375 16.65625] ; [13.65625 24.34375],0
u1,1,0.511083,0.431849,[ 1 25] ; [ 3 35],[ 1.625 24.375] ; [ 2.375 35.625],0
p2,1,0.549911,0.357477,[21  4] ; [33  4],[21.77419355  3.22580645] ; [32.22580645  4.77419355],0
p8,1,0.569902,0.322847,[14 11] ; [18 19],[12.90322581 12.09677419] ; [19.09677419 17.90322581],0
b4,1,0.615405,0.252379,[18  8] ; [24 14],[17.0625  8.9375] ; [24.9375 13.0625],0
p1,1,0.620382,0.245331,[ 4 22] ; [ 4 32],[ 3.35483871 22.64516129] ; [ 4.64516129 31.35483871],0
b3,1,0.650147,0.205714,[ 2 13] ; [ 4 17],[ 2.5 12.5] ; [ 3.5 17.5],0
b2,1,0.650147,0.205714,[ 2 13] ; [ 4 17],[ 2.5 12.5] ; [ 3.5 17.5],0
s6,1,0.67027,0.181287,[20  4] ; [30  8],[19.35483871  4.64516129] ; [30.64516129  7.35483871],0
r1,1,0.697144,0.15146,[18  8] ; [28 10],[18.6875  7.3125] ; [27.3125 10.6875],0
p3,1,0.710119,0.138158,[10 15] ; [17 21],[10.71428571 14.28571429] ; [16.28571429 21.71428571],0
s1,1,0.714007,0.134307,[ 2 24] ; [ 2 35],[ 1.65079365 24.34920635] ; [ 2.34920635 34.65079365],0
r3,1,0.714007,0.134307,[24  2] ; [35  2],[24.34920635  1.65079365] ; [34.65079365  2.34920635],0
u2,1,0.723155,0.12549,[8 8] ; [9 7],[8.5 7.5] ; [8.5 7.5],0
s7,1,0.756684,0.096,[14 11] ; [21 14],[14.58333333 10.41666667] ; [20.41666667 14.58333333],0
b5,1,0.76236,0.091435,[12 14] ; [19 19],[12.59375 13.40625] ; [18.40625 19.59375],0
v4,1,0.774791,0.081861,[25  1] ; [35  2],[24.76190476  1.23809524] ; [35.23809524  1.76190476],0
p4,1,0.792987,0.068872,[14 11] ; [20 18],[13.49206349 11.50793651] ; [20.50793651 17.49206349],0
n1,1,0.808655,0.058642,[5 5] ; [5 4],[5.26315789 4.73684211] ; [4.73684211 4.26315789],0
v2,1,0.868114,0.027574,[10 15] ; [16 22],[10.31746032 14.68253968] ; [15.68253968 22.31746032],0
a4,1,0.935037,0.006644,[ 5 21] ; [ 7 31],[ 4.875 21.125] ; [ 7.125 30.875],0
p11,1,0.956916,0.002919,[19  7] ; [28 10],[19.09375  6.90625] ; [27.90625 10.09375],0
s3,1,0.973283,0.001122,[17  9] ; [25 13],[17.0625  8.9375] ; [24.9375 13.0625],0
p5,1,0.981884,0.000516,[ 4 21] ; [ 6 31],[ 4.03225806 20.96774194] ; [ 5.96774194 31.03225806],0
