Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,82.690403,[180  96] ; [ 29 122],[135.09133489 140.90866511] ; [73.90866511 77.09133489],1
s3,1,0.0,73.808866,[184  88] ; [ 36 114],[141.80094787 130.19905213] ; [78.19905213 71.80094787],1
s7,1,0.0,59.64207,[173  93] ; [ 35 106],[135.94103194 130.05896806] ; [72.05896806 68.94103194],1
s8,1,0.0,37.308655,[157 118] ; [ 40 112],[126.8735363 148.1264637] ; [70.1264637 81.8735363],1
s5,1,0.0,28.468906,[112 157] ; [ 24 125],[ 87.5215311 181.4784689] ; [ 48.4784689 100.5215311],1
p9,1,0.000348,12.794204,[244  30] ; [113  36],[231.24822695  42.75177305] ; [125.75177305  23.24822695],1
n5,1,0.000426,12.414765,[224  51] ; [100  51],[209.15492958  65.84507042] ; [114.84507042  36.15492958],1
p4,1,0.000822,11.190145,[185  90] ; [75 73],[169.03073286 105.96926714] ; [90.96926714 57.03073286],1
p10,1,0.002344,9.258625,[236  39] ; [110  39],[224.41037736  50.58962264] ; [121.58962264  27.41037736],0
p12,1,0.00612,7.514502,[ 36 240] ; [  7 143],[ 27.85915493 248.14084507] ; [ 15.14084507 134.85915493],0
v1,1,0.010469,6.55325,[190  81] ; [86 63],[178.08571429  92.91428571] ; [97.91428571 51.08571429],0
p6,1,0.010765,6.503628,[115 158] ; [ 43 103],[102.9451074 170.0548926] ; [55.0548926 90.9451074],0
u3,1,0.012358,6.258807,[46 24] ; [15 22],[39.90654206 30.09345794] ; [21.09345794 15.90654206],0
u2,1,0.016088,5.793226,[45 23] ; [15 21],[39.23076923 28.76923077] ; [20.76923077 15.23076923],0
u1,1,0.016979,5.698492,[ 63 215] ; [ 20 132],[ 53.66046512 224.33953488] ; [ 29.33953488 122.66046512],0
a8,1,0.027947,4.831309,[ 44 203] ; [ 13 124],[ 36.6640625 210.3359375] ; [ 20.3359375 116.6640625],0
p3,1,0.037091,4.346212,[157 119] ; [69 80],[146.76705882 129.23294118] ; [79.23294118 69.76705882],0
n6,1,0.037294,4.336934,[239  35] ; [121  31],[231.54929577  42.45070423] ; [128.45070423  23.54929577],0
b5,1,0.038991,4.261253,[173 105] ; [79 73],[162.92093023 115.07906977] ; [89.07906977 62.92093023],0
r3,1,0.04421,4.048518,[272   5] ; [143   8],[268.5864486   8.4135514] ; [146.4135514   4.5864486],0
p5,1,0.075695,3.155003,[ 38 239] ; [ 12 139],[ 32.35981308 244.64018692] ; [ 17.64018692 133.35981308],0
b2,1,0.095397,2.780863,[ 64 114] ; [44 51],[ 70.41758242 107.58241758] ; [37.58241758 57.41758242],0
b3,1,0.095397,2.780863,[ 64 114] ; [44 51],[ 70.41758242 107.58241758] ; [37.58241758 57.41758242],0
a1,1,0.098096,2.736232,[ 20 258] ; [  5 147],[ 16.1627907 261.8372093] ; [  8.8372093 143.1627907],0
