Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,66.526026,[61 24] ; [12 85],[34.09340659 50.90659341] ; [38.90659341 58.09340659],1
s6,1,0.0,27.687907,[61 23] ; [32 64],[43.4 40.6] ; [49.6 46.4],1
s7,1,4.2e-05,16.77839,[38 43] ; [17 77],[25.45714286 55.54285714] ; [29.54285714 64.45714286],1
s8,1,5.6e-05,16.239425,[36 49] ; [15 82],[23.81868132 61.18131868] ; [27.18131868 69.81868132],1
p10,1,0.001405,10.199704,[62 21] ; [50 47],[51.64444444 31.35555556] ; [60.35555556 36.64444444],0
s4,1,0.002023,9.528214,[25 60] ; [11 87],[16.72131148 68.27868852] ; [19.27868852 78.72131148],0
p9,1,0.005743,7.629287,[66 18] ; [57 39],[57.4 26.6] ; [65.6 30.4],0
s5,1,0.010287,6.584527,[28 49] ; [18 77],[20.59302326 56.40697674] ; [25.40697674 69.59302326],0
b1,1,0.039376,4.244589,[28 57] ; [47 51],[34.83606557 50.16393443] ; [40.16393443 57.83606557],0
r3,1,0.050792,3.815113,[82  3] ; [87 11],[78.49726776  6.50273224] ; [90.50273224  7.49726776],0
s1,1,0.053277,3.735199,[ 7 78] ; [ 2 96],[ 4.18032787 80.81967213] ; [ 4.81967213 93.18032787],0
p2,1,0.074394,3.183308,[68 17] ; [67 31],[62.70491803 22.29508197] ; [72.29508197 25.70491803],0
a3,1,0.084185,2.982196,[56 28] ; [53 45],[50.30769231 33.69230769] ; [58.69230769 39.30769231],0
u2,1,0.098938,2.72258,[18 10] ; [20 25],[14.57534247 13.42465753] ; [23.42465753 21.57534247],0
r2,1,0.100703,2.694381,[76  7] ; [80 16],[72.33519553 10.66480447] ; [83.66480447 12.33519553],0
n1,1,0.117839,2.445809,[10 15] ; [ 8 29],[ 7.25806452 17.74193548] ; [10.74193548 26.25806452],0
v1,1,0.143173,2.14352,[30 51] ; [26 71],[25.48314607 55.51685393] ; [30.51685393 66.48314607],0
a6,1,0.195825,1.67324,[54 31] ; [53 45],[49.69945355 35.30054645] ; [57.30054645 40.69945355],0
v4,1,0.2102,1.570048,[77  7] ; [84 14],[74.30769231  9.69230769] ; [86.69230769 11.30769231],0
a2,1,0.217602,1.520119,[16 69] ; [12 86],[13.00546448 71.99453552] ; [14.99453552 83.00546448],0
p7,1,0.234447,1.413674,[48 35] ; [48 50],[44.02209945 38.97790055] ; [51.97790055 46.02209945],0
p12,1,0.236843,1.399285,[ 3 80] ; [ 1 97],[ 1.83425414 81.16574586] ; [ 2.16574586 95.83425414],0
d4,1,0.239717,1.382256,[71 14] ; [75 23],[67.81420765 17.18579235] ; [78.18579235 19.81420765],0
v2,1,0.280149,1.166369,[36 45] ; [35 61],[32.49152542 48.50847458] ; [38.50847458 57.49152542],0
d2,1,0.280438,1.164964,[37 48] ; [35 63],[33.44262295 51.55737705] ; [38.55737705 59.44262295],0
n4,1,0.287668,1.130501,[36 49] ; [34 64],[32.5136612 52.4863388] ; [37.4863388 60.5136612],0
n3,1,0.323612,0.974293,[19  5] ; [25 12],[17.31147541  6.68852459] ; [26.68852459 10.31147541],0
r1,1,0.359182,0.84075,[61 23] ; [65 33],[58.15384615 25.84615385] ; [67.84615385 30.15384615],0
a7,1,0.372031,0.796871,[58 27] ; [72 25],[60.71428571 24.28571429] ; [69.28571429 27.71428571],0
a4,1,0.375603,0.785045,[34 51] ; [33 65],[31.12021858 53.87978142] ; [35.87978142 62.12021858],0
n2,1,0.378697,0.774926,[18  7] ; [22 14],[16.39344262  8.60655738] ; [23.60655738 12.39344262],0
p4,1,0.406332,0.689506,[39 46] ; [39 59],[36.2295082 48.7704918] ; [41.7704918 56.2295082],0
r4,1,0.467529,0.527809,[68 17] ; [74 24],[65.95628415 19.04371585] ; [76.04371585 21.95628415],0
a8,1,0.487083,0.482963,[ 4 75] ; [ 7 84],[ 5.11176471 73.88823529] ; [ 5.88823529 85.11176471],0
d3,1,0.522793,0.408381,[59 26] ; [63 34],[56.97802198 28.02197802] ; [65.02197802 31.97802198],0
p3,1,0.534841,0.385185,[32 52] ; [33 65],[30. 54.] ; [35. 63.],0
p8,1,0.553263,0.351503,[29 55] ; [38 60],[30.92307692 53.07692308] ; [36.07692308 61.92307692],0
u1,1,0.568083,0.325901,[10 75] ; [ 9 89],[ 8.82513661 76.17486339] ; [10.17486339 87.82513661],0
a5,1,0.580024,0.306196,[52 33] ; [56 42],[50.16393443 34.83606557] ; [57.83606557 40.16393443],0
u3,1,0.580578,0.305302,[18 10] ; [26 19],[16.87671233 11.12328767] ; [27.12328767 17.87671233],0
p1,1,0.590694,0.289262,[ 6 79] ; [ 5 92],[ 5.13736264 79.86263736] ; [ 5.86263736 91.13736264],0
d5,1,0.593666,0.284656,[61 24] ; [73 24],[62.58241758 22.41758242] ; [71.41758242 25.58241758],0
p5,1,0.769423,0.085925,[ 2 83] ; [ 3 95],[ 2.32240437 82.67759563] ; [ 2.67759563 95.32240437],0
b5,1,0.771214,0.084557,[52 33] ; [62 36],[52.95081967 32.04918033] ; [61.04918033 36.95081967],0
p11,1,0.802709,0.062422,[57 28] ; [64 34],[56.20218579 28.79781421] ; [64.79781421 33.20218579],0
a1,1,0.8368,0.042431,[ 4 81] ; [ 4 94],[ 3.71584699 81.28415301] ; [ 4.28415301 93.71584699],0
p6,1,0.852382,0.034626,[23 59] ; [26 71],[22.44692737 59.55307263] ; [26.55307263 70.44692737],0
d1,1,0.919971,0.010094,[41 44] ; [48 50],[41.33879781 43.66120219] ; [47.66120219 50.33879781],0
b4,1,0.927038,0.008385,[48 37] ; [56 42],[48.30601093 36.69398907] ; [55.69398907 42.30601093],0
b2,1,0.975669,0.00093,[14 35] ; [15 37],[14.06930693 34.93069307] ; [14.93069307 37.06930693],0
b3,1,0.975669,0.00093,[14 35] ; [15 37],[14.06930693 34.93069307] ; [14.93069307 37.06930693],0
n6,1,0.994695,4.4e-05,[52 33] ; [60 38],[52.02185792 32.97814208] ; [59.97814208 38.02185792],0
