Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.003096,8.749876,[10  6] ; [24 70],[ 4.94545455 11.05454545] ; [29.05454545 64.94545455],0
v2,1,0.019923,5.418601,[ 5 11] ; [58 35],[9.24770642 6.75229358] ; [53.75229358 39.24770642],0
p1,1,0.026868,4.899283,[ 3 13] ; [ 4 91],[ 1.00900901 14.99099099] ; [ 5.99099099 89.00900901],0
n5,1,0.027234,4.875887,[8 8] ; [72 22],[11.63636364  4.36363636] ; [68.36363636 25.63636364],0
n4,1,0.037972,4.306273,[9 7] ; [76 19],[12.25225225  3.74774775] ; [72.74774775 22.25225225],0
s2,1,0.037972,4.306273,[7 9] ; [19 76],[ 3.74774775 12.25225225] ; [22.25225225 72.74774775],0
v3,1,0.048994,3.875571,[ 4 12] ; [48 45],[7.63302752 8.36697248] ; [44.36697248 48.63302752],0
p7,1,0.113111,2.510211,[13  3] ; [57 37],[10.18181818  5.81818182] ; [59.81818182 34.18181818],0
a6,1,0.150824,2.063902,[8 8] ; [65 30],[10.52252252  5.47747748] ; [62.47747748 32.52252252],0
a7,1,0.184747,1.759015,[9 7] ; [69 26],[11.24324324  4.75675676] ; [66.75675676 28.24324324],0
p6,1,0.199631,1.645072,[10  6] ; [42 51],[7.63302752 8.36697248] ; [44.36697248 48.63302752],0
d3,1,0.234286,1.414652,[13  3] ; [63 32],[10.95495495  5.04504505] ; [65.04504505 29.95495495],0
b2,1,0.252316,1.310436,[3 7] ; [35 36],[4.69135802 5.30864198] ; [33.30864198 37.69135802],0
b3,1,0.252316,1.310436,[3 7] ; [35 36],[4.69135802 5.30864198] ; [33.30864198 37.69135802],0
p11,1,0.26297,1.253055,[10  6] ; [72 23],[11.81981982  4.18018018] ; [70.18018018 24.81981982],0
r3,1,0.270588,1.213762,[14  2] ; [90  5],[14.99099099  1.00900901] ; [89.00900901  5.99099099],0
p8,1,0.296983,1.087691,[10  6] ; [45 48],[8.0733945 7.9266055] ; [46.9266055 46.0733945],0
p9,1,0.302353,1.063789,[15  1] ; [78 15],[13.65137615  2.34862385] ; [79.34862385 13.65137615],0
a4,1,0.315411,1.007881,[ 5 11] ; [42 52],[6.83636364 9.16363636] ; [40.16363636 53.83636364],0
p5,1,0.358281,0.84391,[ 1 15] ; [14 81],[ 2.16216216 13.83783784] ; [12.83783784 82.16216216],0
p2,1,0.365522,0.818831,[12  4] ; [80 15],[13.26126126  2.73873874] ; [78.73873874 16.26126126],0
b5,1,0.413258,0.669408,[11  5] ; [55 40],[9.51351351 6.48648649] ; [56.48648649 38.51351351],0
b4,1,0.415211,0.66383,[7 9] ; [52 43],[8.5045045 7.4954955] ; [50.4954955 44.5045045],0
r1,1,0.424278,0.638435,[11  5] ; [74 21],[12.25225225  3.74774775] ; [72.74774775 22.25225225],0
s6,1,0.458337,0.549952,[11  5] ; [56 39],[9.65765766 6.34234234] ; [57.34234234 37.65765766],0
v1,1,0.463826,0.536646,[8 8] ; [55 37],[9.33333333 6.66666667] ; [53.66666667 38.33333333],0
d5,1,0.47856,0.502143,[14  2] ; [76 19],[12.97297297  3.02702703] ; [77.02702703 17.97297297],0
u3,1,0.481991,0.494355,[2 2] ; [15  7],[2.61538462 1.38461538] ; [14.38461538  7.61538462],0
u1,1,0.485209,0.487132,[ 5 11] ; [22 73],[ 3.89189189 12.10810811] ; [23.10810811 71.89189189],0
v4,1,0.486626,0.483978,[14  2] ; [88  7],[14.7027027  1.2972973] ; [87.2972973  7.7027027],0
d4,1,0.502014,0.450677,[12  4] ; [78 17],[12.97297297  3.02702703] ; [77.02702703 17.97297297],0
r2,1,0.580741,0.305038,[15  1] ; [83 10],[14.3853211  1.6146789] ; [83.6146789  9.3853211],0
u2,1,0.606089,0.265909,[2 2] ; [14  8],[2.46153846 1.53846154] ; [13.53846154  8.46153846],0
p3,1,0.6162,0.251245,[10  6] ; [53 42],[9.08108108 6.91891892] ; [53.91891892 41.08108108],0
a5,1,0.76295,0.090968,[13  3] ; [74 21],[12.54054054  3.45945946] ; [74.45945946 20.54054054],0
p4,1,0.766018,0.088558,[10  6] ; [63 32],[10.52252252  5.47747748] ; [62.47747748 32.52252252],0
d1,1,0.788443,0.072003,[9 7] ; [50 45],[8.5045045 7.4954955] ; [50.4954955 44.5045045],0
a3,1,0.814467,0.055069,[12  4] ; [73 21],[12.36363636  3.63636364] ; [72.63636364 21.36363636],0
n2,1,0.817734,0.053112,[3 2] ; [17  9],[3.22580645 1.77419355] ; [16.77419355  9.22580645],0
b1,1,0.830402,0.045876,[ 6 10] ; [33 62],[ 5.62162162 10.37837838] ; [33.37837838 61.62162162],0
p12,1,0.856439,0.032728,[ 1 15] ; [ 7 86],[ 1.17431193 14.82568807] ; [ 6.82568807 86.17431193],0
s8,1,0.882243,0.021941,[9 7] ; [51 43],[8.72727273 7.27272727] ; [51.27272727 42.72727273],0
n6,1,0.886067,0.02053,[14  2] ; [81 13],[13.81818182  2.18181818] ; [81.18181818 12.81818182],0
r4,1,0.898004,0.016431,[14  2] ; [82 13],[13.83783784  2.16216216] ; [82.16216216 12.83783784],0
n1,1,0.948429,0.004184,[2 3] ; [10 16],[1.93548387 3.06451613] ; [10.06451613 15.93548387],0
d2,1,0.968927,0.001517,[8 8] ; [48 47],[8.07207207 7.92792793] ; [47.92792793 47.07207207],0
a2,1,0.982111,0.000503,[ 4 12] ; [24 71],[ 4.03603604 11.96396396] ; [23.96396396 71.03603604],0
