Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,8.5e-05,15.449026,[234  89] ; [74 64],[215.80043384 107.19956616] ; [92.19956616 45.80043384],1
p5,1,0.000458,12.277559,[ 72 250] ; [ 12 127],[ 58.67245119 263.32754881] ; [ 25.32754881 113.67245119],1
p12,1,0.001892,9.651548,[ 46 278] ; [  6 134],[ 36.31034483 287.68965517] ; [ 15.68965517 124.31034483],0
u1,1,0.002949,8.838513,[ 79 246] ; [ 17 123],[ 67.09677419 257.90322581] ; [ 28.90322581 111.09677419],0
v3,1,0.004199,8.195515,[150 162] ; [44 88],[136.32432432 175.67567568] ; [57.67567568 74.32432432],0
p6,1,0.005234,7.796789,[178 145] ; [56 81],[164.30869565 158.69130435] ; [69.69130435 67.30869565],0
n6,1,0.008318,6.963641,[297  27] ; [115  23],[288.93506494  35.06493506] ; [123.06493506  14.93506494],0
p7,1,0.008667,6.890219,[258  64] ; [95 43],[247.1  74.9] ; [105.9  32.1],0
p9,1,0.015592,5.848276,[317   8] ; [129  10],[312.39224138  12.60775862] ; [133.60775862   5.39224138],0
v2,1,0.018022,5.594022,[199 115] ; [70 66],[187.70222222 126.29777778] ; [81.29777778 54.70222222],0
s7,1,0.018791,5.52082,[185 117] ; [67 69],[173.75342466 128.24657534] ; [78.24657534 57.75342466],0
n4,1,0.026452,4.926203,[280  45] ; [109  31],[271.88172043  53.11827957] ; [117.11827957  22.88172043],0
s5,1,0.030256,4.694708,[135 175] ; [44 91],[124.69662921 185.30337079] ; [54.30337079 80.69662921],0
a5,1,0.04315,4.089535,[266  59] ; [103  37],[257.90322581  67.09677419] ; [111.09677419  28.90322581],0
d1,1,0.05029,3.831762,[221 104] ; [82 58],[211.77419355 113.22580645] ; [91.22580645 48.77419355],0
a6,1,0.051149,3.803381,[236  89] ; [89 51],[227.15053763  97.84946237] ; [97.84946237 42.15053763],0
p1,1,0.054501,3.697282,[ 40 282] ; [  9 131],[ 34.15151515 287.84848485] ; [ 14.84848485 125.15151515],0
r4,1,0.064348,3.421628,[306  19] ; [125  15],[301.23655914  23.76344086] ; [129.76344086  10.23655914],0
a2,1,0.071085,3.257797,[ 96 229] ; [ 30 110],[ 88.06451613 236.93548387] ; [ 37.93548387 102.06451613],0
b1,1,0.078197,3.101979,[135 190] ; [46 94],[126.50537634 198.49462366] ; [54.49462366 85.50537634],0
b5,1,0.082235,3.020174,[176 149] ; [88 52],[184.51612903 140.48387097] ; [79.48387097 60.51612903],0
d5,1,0.096637,2.760193,[281  43] ; [113  27],[275.12068966  48.87931034] ; [118.87931034  21.12068966],0
a3,1,0.102047,2.673251,[250  74] ; [98 42],[243.  81.] ; [105.  35.],0
