Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,51.440722,[94 18] ; [42 71],[67.69777778 44.30222222] ; [68.30222222 44.69777778],1
v1,1,0.0,25.924377,[92 21] ; [55 57],[73.82666667 39.17333333] ; [73.17333333 38.82666667],1
a1,1,0.005228,7.798811,[ 12 101] ; [  2 113],[  6.93859649 106.06140351] ; [  7.06140351 107.93859649],0
p5,1,0.006174,7.49872,[35 78] ; [18 97],[26.26754386 86.73245614] ; [26.73245614 88.26754386],0
s5,1,0.014637,5.959588,[63 47] ; [44 64],[53.99082569 56.00917431] ; [53.00917431 54.99082569],0
r4,1,0.017828,5.612935,[110   3] ; [103  12],[105.56578947   7.43421053] ; [107.43421053   7.56578947],0
s6,1,0.041475,4.156488,[87 24] ; [100  13],[92.66517857 18.33482143] ; [94.33482143 18.66517857],0
n4,1,0.042512,4.114688,[99 14] ; [89 26],[93.1754386 19.8245614] ; [94.8245614 20.1754386],0
r1,1,0.04666,3.957607,[101  11] ; [93 22],[95.71806167 16.28193833] ; [98.28193833 16.71806167],0
n2,1,0.049838,3.846893,[16  1] ; [18  8],[13.44186047  3.55813953] ; [20.55813953  5.44186047],0
s4,1,0.051418,3.794611,[17 96] ; [29 85],[22.89867841 90.10132159] ; [23.10132159 90.89867841],0
d4,1,0.05191,3.778672,[103   9] ; [96 19],[98.18502203 13.81497797] ; [100.81497797  14.18502203],0
p1,1,0.055036,3.680995,[18 94] ; [  9 106],[13.3215859 98.6784141] ; [ 13.6784141 101.3215859],0
d3,1,0.065252,3.398591,[88 25] ; [77 38],[81.77631579 31.22368421] ; [83.22368421 31.77631579],0
n6,1,0.101877,2.675916,[103   8] ; [99 16],[99.21238938 11.78761062] ; [102.78761062  12.21238938],0
p2,1,0.104937,2.628853,[109   4] ; [105  10],[106.06140351   6.93859649] ; [107.93859649   7.06140351],0
p3,1,0.141393,2.162737,[82 31] ; [73 42],[76.82017544 36.17982456] ; [78.17982456 36.82017544],0
u4,1,0.142918,2.146258,[  6 107] ; [  2 113],[  3.96491228 109.03508772] ; [  4.03508772 110.96491228],0
s7,1,0.143351,2.141612,[87 20] ; [81 30],[82.4587156 24.5412844] ; [85.5412844 25.4587156],0
p12,1,0.167764,1.902807,[19 94] ; [ 12 102],[15.43171806 97.56828194] ; [15.56828194 98.43171806],0
p7,1,0.175281,1.83719,[99 12] ; [92 19],[95.5 15.5] ; [95.5 15.5],0
d1,1,0.177763,1.816231,[83 30] ; [75 40],[78.30701754 34.69298246] ; [79.69298246 35.30701754],0
a3,1,0.177793,1.815978,[92 20] ; [86 29],[87.82378855 24.17621145] ; [90.17621145 24.82378855],0
