Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.000307,13.027507,[5 4] ; [ 8 70],[1.34482759 7.65517241] ; [11.65517241 66.34482759],1
p6,1,0.005599,7.674908,[6 3] ; [18 60],[2.48275862 6.51724138] ; [21.51724138 56.48275862],0
s5,1,0.012974,6.172679,[5 3] ; [17 60],[2.07058824 5.92941176] ; [19.92941176 57.07058824],0
p4,1,0.022256,5.22563,[8 1] ; [38 40],[4.75862069 4.24137931] ; [41.24137931 36.75862069],0
p3,1,0.026045,4.953042,[7 2] ; [30 47],[3.87209302 5.12790698] ; [33.12790698 43.87209302],0
n2,1,0.030041,4.706916,[1 1] ; [20  1],[1.82608696 0.17391304] ; [19.17391304  1.82608696],0
a8,1,0.039767,4.227785,[3 5] ; [ 8 64],[1.1 6.9] ; [ 9.9 62.1],0
b5,1,0.04321,4.087173,[2 7] ; [45 33],[4.86206897 4.13793103] ; [42.13793103 35.86206897],0
s1,1,0.060349,3.527772,[2 7] ; [ 4 72],[0.63529412 8.36470588] ; [ 5.36470588 70.63529412],0
p8,1,0.073246,3.208742,[6 3] ; [28 50],[3.51724138 5.48275862] ; [30.48275862 47.51724138],0
s7,1,0.154729,2.025,[7 2] ; [38 34],[5. 4.] ; [40. 32.],0
r1,1,0.179894,1.798498,[8 1] ; [51 25],[6.24705882 2.75294118] ; [52.75294118 23.24705882],0
p12,1,0.183326,1.770452,[1 8] ; [ 2 76],[0.31034483 8.68965517] ; [ 2.68965517 75.31034483],0
v2,1,0.199381,1.6469,[2 7] ; [33 41],[3.79518072 5.20481928] ; [31.20481928 42.79518072],0
s8,1,0.243588,1.359707,[6 3] ; [36 42],[4.34482759 4.65517241] ; [37.65517241 40.34482759],0
d1,1,0.32445,0.970922,[1 8] ; [ 3 75],[0.4137931 8.5862069] ; [ 3.5862069 74.4137931],0
s4,1,0.334787,0.930292,[1 8] ; [20 58],[2.17241379 6.82758621] ; [18.82758621 59.17241379],0
a3,1,0.343421,0.897619,[3 6] ; [39 39],[4.34482759 4.65517241] ; [37.65517241 40.34482759],0
p7,1,0.361316,0.833313,[7 2] ; [48 29],[5.75581395 3.24418605] ; [49.24418605 27.75581395],0
b3,1,0.364985,0.820669,[2 5] ; [ 7 40],[1.16666667 5.83333333] ; [ 7.83333333 39.16666667],0
b2,1,0.364985,0.820669,[2 5] ; [ 7 40],[1.16666667 5.83333333] ; [ 7.83333333 39.16666667],0
d2,1,0.378069,0.776971,[3 6] ; [16 62],[1.96551724 7.03448276] ; [17.03448276 60.96551724],0
d5,1,0.381315,0.766457,[3 6] ; [38 40],[4.24137931 4.75862069] ; [36.75862069 41.24137931],0
a7,1,0.403805,0.696965,[4 5] ; [46 32],[5.17241379 3.82758621] ; [44.82758621 33.17241379],0
u3,1,0.481924,0.494505,[2 4] ; [19 20],[2.8 3.2] ; [18.2 20.8],0
p10,1,0.525665,0.402765,[6 3] ; [58 18],[6.77647059 2.22352941] ; [57.22352941 18.77647059],0
b4,1,0.542565,0.370806,[4 5] ; [43 35],[4.86206897 4.13793103] ; [42.13793103 35.86206897],0
a6,1,0.542565,0.370806,[4 5] ; [43 35],[4.86206897 4.13793103] ; [42.13793103 35.86206897],0
a5,1,0.542565,0.370806,[4 5] ; [43 35],[4.86206897 4.13793103] ; [42.13793103 35.86206897],0
v1,1,0.56122,0.337595,[5 4] ; [34 41],[4.17857143 4.82142857] ; [34.82142857 40.17857143],0
n1,1,0.562591,0.335238,[1 1] ; [ 6 14],[0.63636364 1.36363636] ; [ 6.36363636 13.63636364],0
v3,1,0.579209,0.307516,[4 5] ; [27 50],[3.24418605 5.75581395] ; [27.75581395 49.24418605],0
r2,1,0.60688,0.264743,[8 1] ; [72  5],[8.37209302 0.62790698] ; [71.62790698  5.37209302],0
p9,1,0.620257,0.245506,[6 3] ; [58 20],[6.62068966 2.37931034] ; [57.37931034 20.62068966],0
b1,1,0.709009,0.139268,[3 6] ; [31 47],[3.51724138 5.48275862] ; [30.48275862 47.51724138],0
p11,1,0.811359,0.056965,[6 3] ; [55 23],[6.31034483 2.68965517] ; [54.68965517 23.31034483],0
s2,1,0.879119,0.02313,[6 3] ; [50 28],[5.79310345 3.20689655] ; [50.20689655 27.79310345],0
p2,1,0.904586,0.014369,[7 2] ; [62 16],[7.13793103 1.86206897] ; [61.86206897 16.13793103],0
a4,1,0.919796,0.010139,[2 7] ; [16 61],[1.88372093 7.11627907] ; [16.11627907 60.88372093],0
u2,1,1.0,0.0,[2 4] ; [13 26],[2. 4.] ; [13. 26.],0
d3,1,1.0,0.0,[3 6] ; [26 52],[3. 6.] ; [26. 52.],0
