Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,47.148539,[31 56] ; [208  67],[57.43922652 29.56077348] ; [181.56077348  93.43922652],1
p6,1,0.0,36.552026,[17 69] ; [157 118],[41.45152355 44.54847645] ; [132.54847645 142.45152355],1
n5,1,0.000748,11.365463,[59 28] ; [231  43],[69.88919668 17.11080332] ; [220.11080332  53.88919668],1
p7,1,0.001255,10.408076,[58 25] ; [235  40],[67.9301676 15.0698324] ; [225.0698324  49.9301676],0
b5,1,0.012252,6.274028,[59 28] ; [145 131],[48.89256198 38.10743802] ; [155.10743802 120.89256198],0
p5,1,0.012692,6.211589,[ 8 79] ; [ 58 218],[15.81818182 71.18181818] ; [ 50.18181818 225.81818182],0
p12,1,0.013484,6.104458,[ 3 82] ; [ 36 240],[ 9.18282548 75.81717452] ; [ 29.81717452 246.18282548],0
s5,1,0.021147,5.314613,[25 59] ; [116 148],[34.03448276 49.96551724] ; [106.96551724 157.03448276],0
a1,1,0.027685,4.847578,[ 1 86] ; [ 21 255],[ 5.27272727 81.72727273] ; [ 16.72727273 259.27272727],0
n4,1,0.034677,4.460993,[64 23] ; [231  45],[70.70247934 16.29752066] ; [224.29752066  51.70247934],0
s6,1,0.039833,4.224992,[53 32] ; [196  69],[60.47142857 24.52857143] ; [188.52857143  76.47142857],0
p2,1,0.045502,3.999946,[75 12] ; [256  19],[79.54972376  7.45027624] ; [251.45027624  23.54972376],0
v1,1,0.049336,3.863889,[45 39] ; [178  94],[52.61797753 31.38202247] ; [170.38202247 101.61797753],0
d3,1,0.067133,3.351775,[59 28] ; [214  62],[65.42975207 21.57024793] ; [207.57024793  68.42975207],0
d4,1,0.067813,3.335168,[71 16] ; [245  30],[75.94475138 11.05524862] ; [240.05524862  34.94475138],0
s4,1,0.083628,2.992948,[ 8 78] ; [ 46 225],[13.00840336 72.99159664] ; [ 40.99159664 230.00840336],0
p10,1,0.087379,2.922011,[73 14] ; [248  26],[77.3601108  9.6398892] ; [243.6398892  30.3601108],0
s3,1,0.088655,2.898629,[41 45] ; [157 113],[47.83146067 38.16853933] ; [150.16853933 119.83146067],0
d1,1,0.10122,2.68622,[54 33] ; [197  79],[60.15702479 26.84297521] ; [190.84297521  85.15702479],0
p11,1,0.125657,2.34536,[71 16] ; [243  33],[75.25619835 11.74380165] ; [238.74380165  37.25619835],0
s7,1,0.128453,2.311105,[39 45] ; [146 115],[45.04347826 38.95652174] ; [139.95652174 121.04347826],0
a4,1,0.138626,2.193143,[37 50] ; [142 133],[43.01933702 43.98066298] ; [135.98066298 139.01933702],0
v3,1,0.160905,1.965699,[33 53] ; [126 142],[38.62711864 47.37288136] ; [120.37288136 147.62711864],0
s8,1,0.168327,1.897777,[39 48] ; [145 127],[44.59052925 42.40947075] ; [139.40947075 132.59052925],0
s2,1,0.169053,1.891317,[40 47] ; [147 123],[45.57142857 41.42857143] ; [141.42857143 128.57142857],0
n6,1,0.19161,1.705191,[74 13] ; [246  27],[77.33333333  9.66666667] ; [242.66666667  30.33333333],0
p9,1,0.194403,1.683934,[74 12] ; [250  25],[77.18559557  8.81440443] ; [246.81440443  28.18559557],0
u3,1,0.224025,1.478398,[12 12] ; [38 21],[14.45783133  9.54216867] ; [35.54216867 23.45783133],0
u4,1,0.238851,1.387365,[ 1 86] ; [ 10 265],[ 2.64364641 84.35635359] ; [  8.35635359 266.64364641],0
d2,1,0.249203,1.327766,[44 43] ; [159 117],[48.65289256 38.34710744] ; [154.34710744 121.65289256],0
u1,1,0.283559,1.149955,[14 73] ; [ 59 217],[17.49586777 69.50413223] ; [ 55.50413223 220.49586777],0
a6,1,0.311654,1.023654,[65 21] ; [193  83],[61.29281768 24.70718232] ; [196.70718232  79.29281768],0
r3,1,0.319312,0.991761,[85  2] ; [261  13],[83.38504155  3.61495845] ; [262.61495845  11.38504155],0
b4,1,0.338415,0.916426,[46 41] ; [162 114],[49.85123967 37.14876033] ; [158.14876033 117.85123967],0
