Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,77.531579,[447  89] ; [31 48],[416.59837398 119.40162602] ; [61.40162602 17.59837398],1
n4,1,0.0,49.485113,[451  86] ; [40 40],[427.33711507 109.66288493] ; [63.66288493 16.33711507],1
r4,1,1e-05,19.581199,[502  35] ; [63 17],[491.74230146  45.25769854] ; [73.25769854  6.74230146],1
p11,1,0.000169,14.144174,[464  73] ; [56 24],[452.57698541  84.42301459] ; [67.42301459 12.57698541],1
a5,1,0.000243,13.466163,[433 104] ; [50 30],[420.37439222 116.62560778] ; [62.62560778 17.37439222],1
p2,1,0.002308,9.287164,[472  62] ; [60 19],[463.43882545  70.56117455] ; [68.56117455 10.43882545],0
r3,1,0.004015,8.27684,[517  17] ; [72  8],[512.25732899  21.74267101] ; [76.74267101  3.25732899],0
p3,1,0.004377,8.120214,[299 237] ; [31 49],[287.14285714 248.85714286] ; [42.85714286 37.14285714],0
p9,1,0.004741,7.975544,[511  25] ; [70 10],[505.54545455  30.45454545] ; [75.45454545  4.54545455],0
p6,1,0.005575,7.682716,[219 313] ; [19 58],[207.90804598 324.09195402] ; [30.09195402 46.90804598],0
p8,1,0.006077,7.527202,[309 222] ; [33 46],[297.70819672 233.29180328] ; [44.29180328 34.70819672],0
r2,1,0.0063,7.46248,[508  22] ; [70  9],[503.02134647  26.97865353] ; [74.97865353  4.02134647],0
a4,1,0.008579,6.908479,[272 264] ; [28 52],[261.03896104 274.96103896] ; [38.96103896 41.03896104],0
p4,1,0.009784,6.673844,[351 184] ; [40 39],[340.69218241 194.30781759] ; [50.30781759 28.69218241],0
u1,1,0.012085,6.298359,[119 418] ; [ 8 72],[110.53322528 426.46677472] ; [16.46677472 63.53322528],0
v3,1,0.012213,6.27974,[227 292] ; [21 53],[217.05227656 301.94772344] ; [30.94772344 43.05227656],0
d2,1,0.01244,6.247063,[294 241] ; [32 48],[283.59349593 251.40650407] ; [42.40650407 37.59349593],0
s6,1,0.017486,5.646963,[377 148] ; [47 33],[367.9338843 157.0661157] ; [56.0661157 23.9338843],0
v1,1,0.017649,5.630698,[306 217] ; [34 43],[296.36666667 226.63333333] ; [43.63333333 33.36666667],0
p12,1,0.02497,5.025937,[ 55 479] ; [ 2 78],[ 49.5732899 484.4267101] ; [ 7.4267101 72.5732899],0
