Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.000404,12.514542,[3 6] ; [219  50],[7.18705036 1.81294964] ; [214.81294964  54.18705036],1
r4,1,0.000531,12.002033,[6 3] ; [255  14],[8.44964029 0.55035971] ; [252.55035971  16.44964029],1
r2,1,0.002517,9.128285,[7 2] ; [257   8],[8.67153285 0.32846715] ; [255.32846715   9.67153285],0
d5,1,0.014986,5.918171,[6 3] ; [245  24],[8.12589928 0.87410072] ; [242.87410072  26.12589928],0
n6,1,0.02318,5.154974,[6 3] ; [241  26],[8.05434783 0.94565217] ; [238.94565217  28.05434783],0
a7,1,0.033544,4.51781,[4 5] ; [203  65],[6.72563177 2.27436823] ; [200.27436823  67.72563177],0
p11,1,0.044109,4.052378,[5 4] ; [221  48],[7.31654676 1.68345324] ; [218.68345324  50.31654676],0
d2,1,0.050754,3.816386,[8 1] ; [151 118],[5.14748201 3.85251799] ; [153.85251799 115.14748201],0
p10,1,0.083284,2.999627,[6 3] ; [232  35],[7.76086957 1.23913043] ; [230.23913043  36.76086957],0
s3,1,0.095926,2.772004,[8 1] ; [165 103],[5.62093863 3.37906137] ; [167.37906137 100.62093863],0
p9,1,0.141576,2.160748,[7 2] ; [246  22],[8.22021661 0.77978339] ; [244.77978339  23.22021661],0
p2,1,0.197607,1.659974,[7 2] ; [244  25],[8.12589928 0.87410072] ; [242.87410072  26.12589928],0
d1,1,0.207536,1.588532,[5 4] ; [200  69],[6.63669065 2.36330935] ; [198.36330935  70.63669065],0
a4,1,0.215268,1.535642,[3 6] ; [146 123],[4.82374101 4.17625899] ; [144.17625899 124.82374101],0
r1,1,0.222951,1.485278,[6 3] ; [222  47],[7.38129496 1.61870504] ; [220.61870504  48.38129496],0
s7,1,0.243032,1.36292,[4 5] ; [164  94],[5.66292135 3.33707865] ; [162.33707865  95.66292135],0
s2,1,0.246304,1.344148,[4 5] ; [170  98],[5.6534296 3.3465704] ; [168.3465704  99.6534296],0
p12,1,0.248534,1.331524,[2 6] ; [ 31 237],[0.95652174 7.04347826] ; [ 32.04347826 235.95652174],0
v2,1,0.26103,1.263287,[7 2] ; [156 108],[5.37362637 3.62637363] ; [157.62637363 106.37362637],0
s1,1,0.264785,1.243564,[1 8] ; [ 10 258],[0.35740072 8.64259928] ; [ 10.64259928 257.35740072],0
p4,1,0.267945,1.227236,[6 3] ; [219  50],[7.28417266 1.71582734] ; [217.71582734  51.28417266],0
b5,1,0.279323,1.170382,[7 2] ; [161 108],[5.43884892 3.56115108] ; [162.56115108 106.43884892],0
n5,1,0.302792,1.061855,[6 3] ; [216  52],[7.21299639 1.78700361] ; [214.78700361  53.21299639],0
p8,1,0.325387,0.967168,[5 4] ; [189  78],[6.32608696 2.67391304] ; [187.67391304  79.32608696],0
u2,1,0.353021,0.86257,[1 2] ; [38 25],[1.77272727 1.22727273] ; [37.22727273 25.77272727],0
s8,1,0.35962,0.83922,[4 5] ; [160 108],[5.32851986 3.67148014] ; [158.67148014 109.32851986],0
b1,1,0.367007,0.813774,[5 4] ; [109 160],[3.69064748 5.30935252] ; [110.30935252 158.69064748],0
a5,1,0.401238,0.704612,[6 3] ; [211  58],[7.02517986 1.97482014] ; [209.97482014  59.02517986],0
a3,1,0.463439,0.537577,[6 3] ; [206  61],[6.91304348 2.08695652] ; [205.08695652  61.91304348],0
s6,1,0.518923,0.416033,[7 1] ; [205  58],[6.25830258 1.74169742] ; [205.74169742  57.25830258],0
b2,1,0.539271,0.376893,[4 3] ; [78 94],[3.20670391 3.79329609] ; [78.79329609 93.20670391],0
b3,1,0.539271,0.376893,[4 3] ; [78 94],[3.20670391 3.79329609] ; [78.79329609 93.20670391],0
n4,1,0.593112,0.28551,[7 2] ; [227  42],[7.57553957 1.42446043] ; [226.42446043  42.57553957],0
v1,1,0.597572,0.278674,[5 4] ; [170  95],[5.74817518 3.25182482] ; [169.25182482  95.74817518],0
p7,1,0.641066,0.217351,[7 2] ; [220  43],[7.51102941 1.48897059] ; [219.48897059  43.51102941],0
a2,1,0.658807,0.194977,[2 7] ; [ 78 191],[2.58992806 6.41007194] ; [ 77.41007194 191.58992806],0
p5,1,0.712962,0.135336,[2 7] ; [ 47 222],[1.58633094 7.41366906] ; [ 47.41366906 221.58633094],0
n1,1,0.731871,0.1174,[1 2] ; [23 30],[1.28571429 1.71428571] ; [22.71428571 30.28571429],0
a8,1,0.802682,0.062439,[1 8] ; [ 34 208],[1.25498008 7.74501992] ; [ 33.74501992 208.25498008],0
v3,1,0.8331,0.044406,[3 5] ; [108 154],[3.28888889 4.71111111] ; [107.71111111 154.28888889],0
b4,1,0.866511,0.028255,[5 4] ; [157 112],[5.24460432 3.75539568] ; [156.75539568 112.24460432],0
n3,1,0.908254,0.013281,[2 1] ; [37 16],[2.08928571 0.91071429] ; [36.91071429 16.08928571],0
a6,1,0.93239,0.007197,[6 3] ; [175  93],[5.88086643 3.11913357] ; [175.11913357  92.88086643],0
p3,1,0.956959,0.002913,[6 3] ; [177  92],[5.92446043 3.07553957] ; [177.07553957  91.92446043],0
s5,1,0.979313,0.000672,[4 5] ; [114 140],[4.03802281 4.96197719] ; [113.96197719 140.03802281],0
u3,1,0.984666,0.000369,[2 1] ; [41 21],[1.98461538 1.01538462] ; [41.01538462 20.98461538],0
s4,1,0.992865,8e-05,[2 7] ; [ 59 205],[2.01098901 6.98901099] ; [ 58.98901099 205.01098901],0
p1,1,0.993807,6e-05,[1 8] ; [ 30 238],[1.00722022 7.99277978] ; [ 29.99277978 238.00722022],0
