Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,1e-05,19.468443,[30  9] ; [23 47],[18.96330275 20.03669725] ; [34.03669725 35.96330275],1
p7,1,0.001627,9.929437,[30  9] ; [31 37],[22.23364486 16.76635514] ; [38.76635514 29.23364486],0
p8,1,0.004626,8.020232,[26 13] ; [26 42],[18.95327103 20.04672897] ; [33.04672897 34.95327103],0
a5,1,0.005676,7.650321,[32  7] ; [39 31],[25.40366972 13.59633028] ; [45.59633028 24.40366972],0
s8,1,0.011848,6.333414,[18 21] ; [16 54],[12.16513761 26.83486239] ; [21.83486239 48.16513761],0
p6,1,0.020142,5.399586,[15 23] ; [13 56],[ 9.94392523 28.05607477] ; [18.05607477 50.94392523],0
a2,1,0.026891,4.897773,[11 28] ; [ 8 62],[ 6.79816514 32.20183486] ; [12.20183486 57.79816514],0
p12,1,0.044255,4.046813,[ 5 34] ; [ 2 67],[ 2.52777778 36.47222222] ; [ 4.47222222 64.52777778],0
d1,1,0.065409,3.394635,[25 14] ; [32 38],[20.39449541 18.60550459] ; [36.60550459 33.39449541],0
s5,1,0.079324,3.078692,[16 21] ; [18 50],[11.98095238 25.01904762] ; [22.01904762 45.98095238],0
d2,1,0.080099,3.062888,[17 22] ; [19 51],[12.88073394 26.11926606] ; [23.11926606 46.88073394],0
b1,1,0.098125,2.735749,[16 23] ; [18 52],[12.16513761 26.83486239] ; [21.83486239 48.16513761],0
p5,1,0.101447,2.682652,[ 5 34] ; [ 3 67],[ 2.86238532 36.13761468] ; [ 5.13761468 64.86238532],0
s6,1,0.106058,2.611993,[29 10] ; [40 28],[25.14953271 13.85046729] ; [43.85046729 24.14953271],0
a4,1,0.136734,2.214331,[16 23] ; [19 51],[12.52293578 26.47706422] ; [22.47706422 47.52293578],0
v1,1,0.167796,1.902522,[24 14] ; [34 35],[20.59813084 17.40186916] ; [37.40186916 31.59813084],0
s7,1,0.169278,1.889327,[16 22] ; [20 49],[12.78504673 25.21495327] ; [23.21495327 45.78504673],0
b4,1,0.169739,1.885251,[28 11] ; [41 29],[24.68807339 14.31192661] ; [44.31192661 25.68807339],0
p9,1,0.185787,1.750716,[33  6] ; [50 18],[30.25233645  8.74766355] ; [52.74766355 15.25233645],0
r4,1,0.189089,1.724699,[35  4] ; [56 14],[32.55963303  6.44036697] ; [58.44036697 11.55963303],0
s4,1,0.212187,1.556438,[ 6 33] ; [18 52],[ 8.58715596 30.41284404] ; [15.41284404 54.58715596],0
u1,1,0.234457,1.413617,[ 7 32] ; [ 7 63],[ 5.00917431 33.99082569] ; [ 8.99082569 61.00917431],0
a3,1,0.280263,1.165815,[29 10] ; [45 25],[26.47706422 12.52293578] ; [47.52293578 22.47706422],0
r2,1,0.307562,1.041117,[38  1] ; [64  5],[36.83333333  2.16666667] ; [65.16666667  3.83333333],0
u3,1,0.330995,0.945,[7 3] ; [13 12],[5.71428571 4.28571429] ; [14.28571429 10.71428571],0
n5,1,0.339304,0.913059,[16 22] ; [23 47],[13.72222222 24.27777778] ; [25.27777778 44.72222222],0
d5,1,0.351475,0.868125,[33  6] ; [54 16],[31.12844037  7.87155963] ; [55.87155963 14.12844037],0
a7,1,0.35528,0.854508,[32  7] ; [52 18],[30.05504587  8.94495413] ; [53.94495413 16.05504587],0
p2,1,0.355972,0.852052,[31  8] ; [50 20],[28.98165138 10.01834862] ; [52.01834862 17.98165138],0
b3,1,0.38667,0.749388,[ 8 13] ; [ 8 22],[ 6.58823529 14.41176471] ; [ 9.41176471 20.58823529],0
b2,1,0.38667,0.749388,[ 8 13] ; [ 8 22],[ 6.58823529 14.41176471] ; [ 9.41176471 20.58823529],0
b5,1,0.393853,0.727013,[25 14] ; [39 31],[22.89908257 16.10091743] ; [41.10091743 28.89908257],0
r3,1,0.442477,0.58985,[38  1] ; [65  4],[37.19444444  1.80555556] ; [65.80555556  3.19444444],0
s3,1,0.455778,0.556242,[21 18] ; [32 37],[19.13888889 19.86111111] ; [33.86111111 35.13888889],0
v3,1,0.492931,0.470121,[14 23] ; [30 37],[15.65384615 21.34615385] ; [28.34615385 38.65384615],0
p11,1,0.524765,0.404518,[29 10] ; [48 22],[27.55045872 11.44954128] ; [49.44954128 20.55045872],0
n6,1,0.538095,0.379082,[27 11] ; [45 24],[25.57009346 12.42990654] ; [46.42990654 22.57009346],0
d4,1,0.550674,0.356111,[33  6] ; [56 14],[31.8440367  7.1559633] ; [57.1559633 12.8440367],0
n2,1,0.571091,0.32086,[7 2] ; [19  9],[6.32432432 2.67567568] ; [19.67567568  8.32432432],0
a6,1,0.601228,0.273147,[27 12] ; [45 25],[25.76146789 13.23853211] ; [46.23853211 23.76146789],0
v4,1,0.66759,0.184434,[37  2] ; [64  5],[36.47222222  2.52777778] ; [64.52777778  4.47222222],0
p10,1,0.676001,0.174662,[29 10] ; [48 20],[28.06542056 10.93457944] ; [48.93457944 19.06542056],0
s1,1,0.679775,0.170379,[ 1 38] ; [ 1 68],[ 0.72222222 38.27777778] ; [ 1.27777778 67.72222222],0
d3,1,0.725501,0.123283,[28 11] ; [48 22],[27.19266055 11.80733945] ; [48.80733945 21.19266055],0
s2,1,0.850921,0.035323,[18 21] ; [31 39],[17.53211009 21.46788991] ; [31.46788991 38.53211009],0
n3,1,0.896441,0.016941,[6 3] ; [18 10],[5.83783784 3.16216216] ; [18.16216216  9.83783784],0
r1,1,0.896797,0.016824,[30  8] ; [56 14],[30.25925926  7.74074074] ; [55.74074074 14.25925926],0
u2,1,0.91483,0.011438,[5 5] ; [12 13],[4.85714286 5.14285714] ; [12.14285714 12.85714286],0
a1,1,0.928572,0.008036,[ 1 38] ; [ 2 68],[ 1.0733945 37.9266055] ; [ 1.9266055 68.0733945],0
a8,1,0.951,0.003776,[ 1 34] ; [ 2 63],[ 1.05 33.95] ; [ 1.95 63.05],0
n1,1,0.959872,0.002531,[2 7] ; [ 6 22],[1.94594595 7.05405405] ; [ 6.05405405 21.94594595],0
