Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,2e-06,22.339462,[19 55] ; [52 30],[33.67948718 40.32051282] ; [37.32051282 44.67948718],1
a8,1,0.01323,6.138057,[ 3 68] ; [13 64],[ 7.67567568 63.32432432] ; [ 8.32432432 68.67567568],0
a5,1,0.04356,4.073544,[43 33] ; [59 23],[49.06329114 26.93670886] ; [52.93670886 29.06329114],0
n2,1,0.048192,3.903272,[15 13] ; [22  6],[18.5  9.5] ; [18.5  9.5],0
d2,1,0.049492,3.8586,[24 52] ; [38 43],[30.01273885 45.98726115] ; [31.98726115 49.01273885],0
a3,1,0.049506,3.858114,[43 33] ; [58 23],[48.89171975 27.10828025] ; [52.10828025 28.89171975],0
n1,1,0.050699,3.818182,[ 7 20] ; [14 13],[10.5 16.5] ; [10.5 16.5],0
r2,1,0.05582,3.657416,[60 16] ; [72  8],[64.30769231 11.69230769] ; [67.69230769 12.30769231],0
p8,1,0.060741,3.517027,[32 42] ; [23 57],[26.42857143 47.57142857] ; [28.57142857 51.42857143],0
n3,1,0.103854,2.645344,[21  7] ; [14 12],[18.14814815  9.85185185] ; [16.85185185  9.14814815],0
s1,1,0.170269,1.880571,[ 7 69] ; [ 3 76],[ 4.90322581 71.09677419] ; [ 5.09677419 73.90322581],0
s7,1,0.183964,1.765308,[14 55] ; [23 54],[17.48630137 51.51369863] ; [19.51369863 57.48630137],0
p2,1,0.191167,1.7086,[43 32] ; [54 26],[46.93548387 28.06451613] ; [50.06451613 29.93548387],0
a4,1,0.197781,1.658682,[24 52] ; [34 48],[27.89873418 48.10126582] ; [30.10126582 51.89873418],0
p11,1,0.22126,1.496179,[39 37] ; [50 32],[42.81012658 33.18987342] ; [46.18987342 35.81012658],0
a1,1,0.286814,1.134519,[ 4 72] ; [ 8 74],[ 5.7721519 70.2278481] ; [ 6.2278481 75.7721519],0
b4,1,0.289881,1.120173,[40 36] ; [50 32],[43.29113924 32.70886076] ; [46.70886076 35.29113924],0
a2,1,0.303353,1.059394,[11 65] ; [17 65],[13.46835443 62.53164557] ; [14.53164557 67.46835443],0
p12,1,0.336586,0.923394,[ 1 74] ; [ 3 76],[ 1.94805195 73.05194805] ; [ 2.05194805 76.94805195],0
d5,1,0.337671,0.919252,[51 25] ; [60 21],[53.73248408 22.26751592] ; [57.26751592 23.73248408],0
s2,1,0.337815,0.918705,[27 49] ; [23 58],[24.20382166 51.79617834] ; [25.79617834 55.20382166],0
p10,1,0.398578,0.712612,[44 31] ; [41 38],[41.3961039 33.6038961] ; [43.6038961 35.3961039],0
u2,1,0.420776,0.648148,[22 10] ; [14 10],[20.57142857 11.42857143] ; [15.42857143  8.57142857],0
b1,1,0.546931,0.362844,[39 37] ; [46 36],[40.88607595 35.11392405] ; [44.11392405 37.88607595],0
v4,1,0.562843,0.334805,[62 13] ; [64 17],[60.57692308 14.42307692] ; [65.42307692 15.57692308],0
b5,1,0.581228,0.304253,[44 32] ; [51 31],[45.69620253 30.30379747] ; [49.30379747 32.69620253],0
b2,1,0.597275,0.279125,[11 31] ; [15 33],[12.13333333 29.86666667] ; [13.86666667 34.13333333],0
