Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,48.540363,[ 50 113] ; [53 12],[73.63596491 89.36403509] ; [29.36403509 35.63596491],1
p12,1,0.007198,7.222798,[  5 161] ; [ 8 59],[  9.26180258 156.73819742] ; [ 3.73819742 63.26180258],0
s8,1,0.016682,5.729484,[ 60 107] ; [35 31],[68.09012876 98.90987124] ; [26.90987124 39.09012876],0
a1,1,0.038511,4.282326,[  6 161] ; [ 7 60],[  9.27777778 157.72222222] ; [ 3.72222222 63.27777778],0
v4,1,0.043845,4.062525,[147  19] ; [64  2],[150.97413793  15.02586207] ; [60.02586207  5.97413793],0
p10,1,0.060393,3.526563,[120  47] ; [56 11],[125.60683761  41.39316239] ; [50.39316239 16.60683761],0
n4,1,0.060393,3.526563,[120  47] ; [56 11],[125.60683761  41.39316239] ; [50.39316239 16.60683761],0
r3,1,0.074734,3.175851,[149  17] ; [63  2],[152.34632035  13.65367965] ; [59.65367965  5.34632035],0
a4,1,0.077566,3.115179,[88 78] ; [44 23],[94.04291845 71.95708155] ; [37.95708155 29.04291845],0
p9,1,0.078417,3.097402,[123  43] ; [56 10],[128.07758621  37.92241379] ; [50.92241379 15.07758621],0
a2,1,0.099897,2.707181,[ 51 116] ; [28 39],[ 56.38034188 110.61965812] ; [22.61965812 44.38034188],0
n6,1,0.124731,2.356881,[132  34] ; [59  8],[136.07725322  29.92274678] ; [54.92274678 12.07725322],0
n3,1,0.126969,2.329175,[35 21] ; [14  3],[37.5890411 18.4109589] ; [11.4109589  5.5890411],0
a3,1,0.127811,2.318887,[127  40] ; [57 10],[131.31623932  35.68376068] ; [52.68376068 14.31623932],0
n2,1,0.131809,2.271067,[32 25] ; [13  4],[34.66216216 22.33783784] ; [10.33783784  6.66216216],0
p11,1,0.154517,2.02708,[114  53] ; [52 15],[118.47008547  48.52991453] ; [47.52991453 19.47008547],0
a8,1,0.164626,1.931215,[ 14 143] ; [ 9 49],[ 16.79534884 140.20465116] ; [ 6.20465116 51.79534884],0
p4,1,0.191286,1.707683,[93 74] ; [30 35],[88.5387931 78.4612069] ; [34.4612069 30.5387931],0
b1,1,0.192133,1.701185,[ 65 102] ; [20 47],[ 60.66239316 106.33760684] ; [24.33760684 42.66239316],0
b4,1,0.198622,1.652479,[97 70] ; [45 22],[101.34188034  65.65811966] ; [40.65811966 26.34188034],0
a7,1,0.214509,1.54073,[121  46] ; [53 13],[124.71244635  42.28755365] ; [49.28755365 16.71244635],0
n5,1,0.222233,1.489892,[105  61] ; [48 19],[109.00429185  56.99570815] ; [43.99570815 23.00429185],0
p7,1,0.241054,1.374419,[88 78] ; [40 25],[91.98268398 74.01731602] ; [36.01731602 28.98268398],0
n1,1,0.281804,1.158369,[20 38] ; [ 3 12],[18.2739726 39.7260274] ; [ 4.7260274 10.2739726],0
s1,1,0.316758,1.002285,[  7 159] ; [ 1 64],[  5.74891775 160.25108225] ; [ 2.25108225 62.74891775],0
s5,1,0.323706,0.973913,[ 42 118] ; [21 43],[ 45. 115.] ; [18. 46.],0
b2,1,0.357317,0.847301,[30 68] ; [18 29],[32.44137931 65.55862069] ; [15.55862069 31.44137931],0
b3,1,0.357317,0.847301,[30 68] ; [18 29],[32.44137931 65.55862069] ; [15.55862069 31.44137931],0
s6,1,0.369842,0.804196,[96 69] ; [42 23],[99. 66.] ; [39. 26.],0
d2,1,0.38569,0.752486,[119  47] ; [51 15],[121.63793103  44.36206897] ; [48.36206897 17.63793103],0
s3,1,0.390391,0.737725,[94 73] ; [32 32],[91.09090909 75.90909091] ; [34.90909091 29.09090909],0
r1,1,0.417973,0.656007,[131  35] ; [56 11],[133.22746781  32.77253219] ; [53.77253219 13.22746781],0
u1,1,0.422814,0.642481,[ 39 128] ; [19 48],[ 41.39316239 125.60683761] ; [16.60683761 50.39316239],0
