Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,100.546415,[ 4 87] ; [184 100],[45.62133333 45.37866667] ; [142.37866667 141.62133333],1
d4,1,0.0,35.478938,[50 41] ; [241  43],[70.616 20.384] ; [220.384  63.616],1
d3,1,0.0,32.619099,[34 57] ; [200  83],[56.93582888 34.06417112] ; [177.06417112 105.93582888],1
a5,1,1e-06,23.559053,[40 51] ; [204  80],[59.21066667 31.78933333] ; [184.78933333  99.21066667],1
a3,1,1e-06,23.26662,[38 52] ; [199  84],[57.1849866 32.8150134] ; [179.8150134 103.1849866],1
d2,1,7e-06,20.062229,[21 70] ; [141 142],[39.4171123 51.5828877] ; [122.5828877 160.4171123],1
a4,1,6.3e-05,16.018611,[21 69] ; [134 150],[37.29946524 52.70053476] ; [117.70053476 166.29946524],1
r1,1,0.000452,12.304563,[54 37] ; [220  62],[66.84718499 24.15281501] ; [207.15281501  74.84718499],1
u1,1,0.00065,11.627159,[ 3 88] ; [ 50 234],[12.86133333 78.13866667] ; [ 40.13866667 243.86133333],1
n4,1,0.00084,11.151022,[53 38] ; [216  67],[65.45187166 25.54812834] ; [203.54812834  79.45187166],1
r2,1,0.001079,10.686661,[77 14] ; [267  14],[84.15053763  6.84946237] ; [259.84946237  21.15053763],0
a7,1,0.001438,10.156017,[49 42] ; [204  80],[61.39466667 29.60533333] ; [191.60533333  92.39466667],0
r4,1,0.002976,8.822335,[75 16] ; [264  20],[82.264  8.736] ; [256.736  27.264],0
a2,1,0.003122,8.734943,[ 8 83] ; [ 65 219],[17.71466667 73.28533333] ; [ 55.28533333 228.71466667],0
p2,1,0.005869,7.590044,[65 26] ; [238  44],[73.92225201 17.07774799] ; [229.07774799  52.92225201],0
n6,1,0.006757,7.336441,[65 25] ; [241  43],[73.63636364 16.36363636] ; [232.36363636  51.63636364],0
n5,1,0.006843,7.313639,[53 37] ; [209  74],[63.21715818 26.78284182] ; [198.78284182  84.21715818],0
p3,1,0.009575,6.71222,[29 62] ; [134 149],[39.66042781 51.33957219] ; [123.33957219 159.66042781],0
s8,1,0.0292,4.755799,[26 65] ; [117 166],[34.79411765 56.20588235] ; [108.20588235 174.79411765],0
p4,1,0.029965,4.711306,[41 48] ; [168 116],[49.86863271 39.13136729] ; [159.13136729 124.86863271],0
a6,1,0.039169,4.253518,[49 42] ; [187  97],[57.26933333 33.73066667] ; [178.73066667 105.26933333],0
s6,1,0.049679,3.852277,[49 40] ; [185  93],[56.74659401 32.25340599] ; [177.25340599 100.74659401],0
v1,1,0.068932,3.30828,[26 63] ; [111 167],[33.22343324 55.77656676] ; [103.77656676 174.22343324],0
u2,1,0.085997,2.947753,[24 28] ; [52 33],[28.84671533 23.15328467] ; [47.15328467 37.84671533],0
p10,1,0.090266,2.869615,[60 29] ; [214  66],[66.08672087 22.91327913] ; [207.91327913  72.08672087],0
p8,1,0.112528,2.518348,[37 53] ; [144 140],[43.55614973 46.44385027] ; [137.44385027 146.55614973],0
s7,1,0.122492,2.385162,[32 56] ; [124 147],[38.23955432 49.76044568] ; [117.76044568 153.23955432],0
s5,1,0.134836,2.235922,[21 66] ; [ 90 186],[26.60330579 60.39669421] ; [ 84.39669421 191.60330579],0
s1,1,0.139781,2.180366,[ 7 83] ; [ 11 269],[ 4.37837838 85.62162162] ; [ 13.62162162 266.37837838],0
p6,1,0.167586,1.904402,[25 64] ; [102 181],[30.3844086 58.6155914] ; [ 96.6155914 186.3844086],0
v4,1,0.194776,1.68112,[84  7] ; [270  12],[86.36461126  4.63538874] ; [267.63538874  14.36461126],0
n1,1,0.207921,1.585843,[ 7 18] ; [30 41],[ 9.63541667 15.36458333] ; [27.36458333 43.63541667],0
p7,1,0.208771,1.579931,[46 42] ; [167 112],[51.07356948 36.92643052] ; [161.92643052 117.07356948],0
a1,1,0.224324,1.476494,[ 5 86] ; [  8 276],[ 3.15466667 87.84533333] ; [  9.84533333 274.15466667],0
u3,1,0.2516,1.314399,[27 25] ; [52 32],[30.20588235 21.79411765] ; [48.79411765 35.20588235],0
b5,1,0.268181,1.226026,[61 30] ; [172 112],[56.54133333 34.45866667] ; [176.45866667 107.54133333],0
s2,1,0.320204,0.988113,[38 52] ; [136 146],[42.09677419 47.90322581] ; [131.90322581 150.09677419],0
b2,1,0.484969,0.487669,[20 31] ; [ 59 115],[17.90666667 33.09333333] ; [ 61.09333333 112.90666667],0
b3,1,0.484969,0.487669,[20 31] ; [ 59 115],[17.90666667 33.09333333] ; [ 61.09333333 112.90666667],0
p1,1,0.614148,0.254179,[ 9 82] ; [ 23 258],[ 7.82795699 83.17204301] ; [ 24.17204301 256.82795699],0
p11,1,0.639197,0.219794,[67 24] ; [216  68],[68.67466667 22.32533333] ; [214.32533333  69.67466667],0
p9,1,0.68612,0.163318,[70 21] ; [221  59],[71.37735849 19.62264151] ; [219.62264151  60.37735849],0
