Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,6.4e-05,15.982906,[22 11] ; [12 40],[13.2 19.8] ; [20.8 31.2],1
p8,1,0.000293,13.112586,[20 13] ; [11 40],[12.17857143 20.82142857] ; [18.82142857 32.17857143],1
p4,1,0.000519,12.044562,[26  7] ; [21 31],[18.24705882 14.75294118] ; [28.75294118 23.24705882],1
p7,1,0.005167,7.820045,[21 12] ; [17 35],[14.75294118 18.24705882] ; [23.24705882 28.75294118],0
s6,1,0.006437,7.423643,[25  7] ; [25 27],[19.04761905 12.95238095] ; [30.95238095 21.04761905],0
s5,1,0.011025,6.461343,[14 14] ; [11 39],[ 8.97435897 19.02564103] ; [16.02564103 33.97435897],0
v3,1,0.011091,6.450702,[16 15] ; [12 38],[10.71604938 20.28395062] ; [17.28395062 32.71604938],0
s7,1,0.012938,6.177616,[19 14] ; [14 33],[13.6125 19.3875] ; [19.3875 27.6125],0
p9,1,0.015049,5.910772,[30  3] ; [34 16],[25.44578313  7.55421687] ; [38.55421687 11.44578313],0
r4,1,0.018158,5.580808,[25  8] ; [26 26],[19.8 13.2] ; [31.2 20.8],0
s3,1,0.023593,5.124277,[21 12] ; [20 32],[15.91764706 17.08235294] ; [25.08235294 26.91764706],0
p3,1,0.023593,5.124277,[21 12] ; [20 32],[15.91764706 17.08235294] ; [25.08235294 26.91764706],0
v1,1,0.028862,4.775797,[19 13] ; [17 32],[14.22222222 17.77777778] ; [21.77777778 27.22222222],0
v4,1,0.045171,4.012238,[30  3] ; [38 14],[26.4  6.6] ; [41.6 10.4],0
p11,1,0.049009,3.87503,[28  5] ; [34 18],[24.07058824  8.92941176] ; [37.92941176 14.07058824],0
v2,1,0.05622,3.645514,[21 10] ; [23 27],[16.83950617 14.16049383] ; [27.16049383 22.83950617],0
a2,1,0.067453,3.343935,[ 3 30] ; [13 39],[ 6.21176471 26.78823529] ; [ 9.78823529 42.21176471],0
r2,1,0.073521,3.202614,[30  2] ; [38 10],[27.2  4.8] ; [40.8  7.2],0
n5,1,0.095964,2.771362,[26  7] ; [32 20],[22.51764706 10.48235294] ; [35.48235294 16.51764706],0
s2,1,0.100083,2.704227,[20 13] ; [22 30],[16.30588235 16.69411765] ; [25.69411765 26.30588235],0
n3,1,0.125778,2.343851,[9 3] ; [10 11],[6.90909091 5.09090909] ; [12.09090909  8.90909091],0
