Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,36.367373,[16 36] ; [211  76],[34.820059 17.179941] ; [192.179941  94.820059],1
p7,1,0.0,34.436014,[17 34] ; [211  71],[34.91891892 16.08108108] ; [193.08108108  88.91891892],1
p8,1,0.0,28.523807,[11 42] ; [172 112],[28.78041543 24.21958457] ; [154.21958457 129.78041543],1
p9,1,1e-06,23.482105,[36 16] ; [264  22],[46.15384615  5.84615385] ; [253.84615385  32.15384615],1
v4,1,3.5e-05,17.119431,[46  7] ; [280   5],[51.1183432  1.8816568] ; [274.8816568  10.1183432],1
p3,1,0.000186,13.966358,[17 35] ; [174 113],[29.2979351 22.7020649] ; [161.7020649 125.2979351],1
p10,1,0.00041,12.486012,[37 16] ; [252  33],[45.31656805  7.68343195] ; [243.68343195  41.31656805],1
p6,1,0.005935,7.569895,[14 39] ; [133 151],[23.11869436 29.88130564] ; [123.88130564 160.11869436],0
r4,1,0.007057,7.258314,[43 10] ; [267  21],[48.18181818  4.81818182] ; [261.81818182  26.18181818],0
n4,1,0.008565,6.911308,[40 13] ; [254  32],[45.96460177  7.03539823] ; [248.03539823  37.96460177],0
b1,1,0.018794,5.520597,[29 24] ; [108 180],[21.29325513 31.70674487] ; [115.70674487 172.29325513],0
r3,1,0.020434,5.374429,[48  5] ; [279   8],[50.97352941  2.02647059] ; [276.02647059  10.97352941],0
n6,1,0.040464,4.198325,[42 10] ; [256  27],[46.25671642  5.74328358] ; [251.74328358  31.25671642],0
p11,1,0.058125,3.590105,[37 16] ; [234  54],[42.1202346 10.8797654] ; [228.8797654  59.1202346],0
a6,1,0.086052,2.946721,[39 12] ; [184 103],[33.64792899 17.35207101] ; [189.35207101  97.64792899],0
d2,1,0.088642,2.898864,[34 17] ; [155 133],[28.43362832 22.56637168] ; [160.56637168 127.43362832],0
s5,1,0.098646,2.7273,[15 36] ; [116 162],[20.30699088 30.69300912] ; [110.69300912 167.30699088],0
s6,1,0.119274,2.426828,[39 14] ; [234  49],[43.0625  9.9375] ; [229.9375  53.0625],0
a4,1,0.150184,2.07038,[31 22] ; [137 150],[26.18823529 26.81176471] ; [141.81176471 145.18823529],0
n1,1,0.161645,1.958772,[13  6] ; [29 29],[10.36363636  8.63636364] ; [31.63636364 26.36363636],0
d1,1,0.169588,1.886584,[38 15] ; [178 110],[33.57184751 19.42815249] ; [182.42815249 105.57184751],0
a3,1,0.177589,1.817688,[40 13] ; [238  48],[43.46312684  9.53687316] ; [234.53687316  51.46312684],0
s2,1,0.181085,1.788693,[32 21] ; [200  87],[36.16470588 16.83529412] ; [195.83529412  91.16470588],0
u4,1,0.223913,1.479114,[ 4 49] ; [ 11 277],[ 2.3313783 50.6686217] ; [ 12.6686217 275.3313783],0
n5,1,0.225647,1.468095,[41 12] ; [239  45],[44.03560831  8.96439169] ; [235.96439169  48.03560831],0
p1,1,0.226944,1.45991,[ 3 50] ; [ 32 255],[ 5.45588235 47.54411765] ; [ 29.54411765 257.45588235],0
b4,1,0.227369,1.457244,[34 19] ; [159 129],[29.99706745 23.00293255] ; [163.00293255 124.99706745],0
a8,1,0.229271,1.445379,[ 7 42] ; [ 56 200],[10.12131148 38.87868852] ; [ 52.87868852 203.12131148],0
a2,1,0.234174,1.415327,[19 34] ; [ 80 208],[15.38709677 37.61290323] ; [ 83.61290323 204.38709677],0
s1,1,0.296513,1.08981,[ 4 49] ; [ 12 272],[ 2.51632047 50.48367953] ; [ 13.48367953 270.51632047],0
v2,1,0.349727,0.874449,[29 21] ; [183  99],[31.92771084 18.07228916] ; [180.07228916 101.92771084],0
d3,1,0.379184,0.773345,[33 18] ; [204  84],[35.65486726 15.34513274] ; [201.34513274  86.65486726],0
b5,1,0.390112,0.738593,[33 20] ; [161 127],[30.15249267 22.84750733] ; [163.84750733 124.15249267],0
r1,1,0.396592,0.718635,[43 10] ; [245  41],[45.02654867  7.97345133] ; [242.97345133  43.02654867],0
v1,1,0.403332,0.698369,[27 22] ; [172 108],[29.63829787 19.36170213] ; [169.36170213 110.63829787],0
p5,1,0.447124,0.577933,[ 7 42] ; [ 54 233],[ 8.89583333 40.10416667] ; [ 52.10416667 234.89583333],0
d4,1,0.488057,0.480807,[42  9] ; [247  40],[43.60650888  7.39349112] ; [245.39349112  41.60650888],0
u3,1,0.532294,0.390011,[10  3] ; [34 16],[9.07936508 3.92063492] ; [34.92063492 15.07936508],0
a7,1,0.559192,0.341105,[36 17] ; [207  81],[37.76832845 15.23167155] ; [205.23167155  82.76832845],0
u1,1,0.580705,0.305097,[14 39] ; [ 66 222],[12.4340176 40.5659824] ; [ 67.5659824 220.4340176],0
n2,1,0.598435,0.277363,[16  4] ; [43 15],[15.12820513  4.87179487] ; [43.87179487 14.12820513],0
v3,1,0.719865,0.128622,[25 23] ; [137 141],[23.85276074 24.14723926] ; [138.14723926 139.85276074],0
a1,1,0.723889,0.124797,[ 4 49] ; [ 18 270],[ 3.41935484 49.58064516] ; [ 18.58064516 269.41935484],0
u2,1,0.729937,0.11917,[8 5] ; [32 16],[8.52459016 4.47540984] ; [31.47540984 16.52459016],0
d5,1,0.76198,0.091737,[43  8] ; [237  50],[42.24852071  8.75147929] ; [237.75147929  49.24852071],0
p12,1,0.816563,0.053809,[ 5 48] ; [ 30 256],[ 5.4719764 47.5280236] ; [ 29.5280236 256.4719764],0
n3,1,0.85162,0.034988,[12  7] ; [38 20],[12.33766234  6.66233766] ; [37.66233766 20.33766234],0
a5,1,0.871889,0.026005,[42 11] ; [231  57],[42.43108504 10.56891496] ; [230.56891496  57.43108504],0
s3,1,0.920593,0.009937,[37 15] ; [204  80],[37.29761905 14.70238095] ; [203.70238095  80.29761905],0
s8,1,0.959813,0.002539,[36 16] ; [199  87],[36.15384615 15.84615385] ; [198.84615385  87.15384615],0
b2,1,0.961732,0.002302,[19 22] ; [ 96 113],[18.86 22.14] ; [ 96.14 112.86],0
b3,1,0.961732,0.002302,[19 22] ; [ 96 113],[18.86 22.14] ; [ 96.14 112.86],0
r2,1,0.988836,0.000196,[50  2] ; [272  11],[49.98208955  2.01791045] ; [272.01791045  10.98208955],0
