Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.001759,9.784946,[41 50] ; [21 70],[31. 60.] ; [31. 60.],0
r4,1,0.50333,0.447908,[81 10] ; [78 13],[79.5 11.5] ; [79.5 11.5],0
s5,1,0.551976,0.353789,[27 60] ; [24 65],[25.21022727 61.78977273] ; [25.78977273 63.21022727],0
u4,1,0.560453,0.33892,[ 2 89] ; [ 1 90],[ 1.5 89.5] ; [ 1.5 89.5],0
s7,1,0.587672,0.293995,[40 49] ; [36 52],[38.21468927 50.78531073] ; [37.78531073 50.21468927],0
p5,1,0.616693,0.250543,[ 9 82] ; [ 7 83],[ 8.0441989 82.9558011] ; [ 7.9558011 82.0441989],0
b5,1,0.646704,0.210081,[55 36] ; [58 33],[56.5 34.5] ; [56.5 34.5],0
b4,1,0.654543,0.20022,[52 39] ; [49 42],[50.5 40.5] ; [50.5 40.5],0
s3,1,0.706057,0.142248,[46 42] ; [44 45],[44.74576271 43.25423729] ; [45.25423729 43.74576271],0
p9,1,0.713849,0.134462,[74 16] ; [75 14],[74.91620112 15.08379888] ; [74.08379888 14.91620112],0
u1,1,0.78751,0.072655,[ 7 84] ; [ 8 83],[ 7.5 83.5] ; [ 7.5 83.5],0
s4,1,0.852828,0.034414,[12 77] ; [13 77],[12.4301676 76.5698324] ; [12.5698324 77.4301676],0
n6,1,0.902895,0.014885,[73 16] ; [74 17],[72.68333333 16.31666667] ; [74.31666667 16.68333333],0
n1,1,0.941395,0.005405,[ 7 10] ; [11 15],[7.11627907 9.88372093] ; [10.88372093 15.11627907],0
p1,1,0.965467,0.001874,[ 7 84] ; [ 7 82],[ 7.07777778 83.92222222] ; [ 6.92222222 82.07777778],0
a2,1,1.0,0.0,[13 78] ; [13 78],[13. 78.] ; [13. 78.],0
r3,1,1.0,0.0,[85  6] ; [85  6],[85.  6.] ; [85.  6.],0
