Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.001759,9.784946,[41 50] ; [21 70],[31. 60.] ; [31. 60.],0
p7,1,0.01066,6.521192,[72 19] ; [53 33],[64.26553672 26.73446328] ; [60.73446328 25.26553672],0
v1,1,0.013143,6.149693,[55 34] ; [38 50],[46.76271186 42.23728814] ; [46.23728814 41.76271186],0
n5,1,0.01502,5.914113,[72 18] ; [58 33],[64.64088398 25.35911602] ; [65.35911602 25.64088398],0
d4,1,0.018852,5.515152,[78 13] ; [65 26],[71.5 19.5] ; [71.5 19.5],0
d1,1,0.026021,4.954628,[55 36] ; [40 51],[47.5 43.5] ; [47.5 43.5],0
d3,1,0.03952,4.238391,[68 23] ; [55 36],[61.5 29.5] ; [61.5 29.5],0
v3,1,0.040949,4.178115,[38 50] ; [25 63],[31.5 56.5] ; [31.5 56.5],0
u3,1,0.043731,4.066908,[18 11] ; [15 25],[13.86956522 15.13043478] ; [19.13043478 20.86956522],0
v2,1,0.057125,3.61894,[50 38] ; [36 49],[43.74566474 44.25433526] ; [42.25433526 42.74566474],0
p11,1,0.057197,3.616852,[79 12] ; [69 22],[74. 17.] ; [74. 17.],0
s8,1,0.060634,3.519968,[43 47] ; [31 60],[36.79558011 53.20441989] ; [37.20441989 53.79558011],0
s6,1,0.074661,3.177457,[62 25] ; [52 37],[56.35227273 30.64772727] ; [57.64772727 31.35227273],0
n4,1,0.075799,3.152756,[69 22] ; [58 33],[63.5 27.5] ; [63.5 27.5],0
d5,1,0.078522,3.095238,[75 16] ; [65 26],[70. 21.] ; [70. 21.],0
a5,1,0.081507,3.034587,[67 24] ; [56 35],[61.5 29.5] ; [61.5 29.5],0
n3,1,0.082934,3.006447,[14  2] ; [17 10],[11.53488372  4.46511628] ; [19.46511628  7.53488372],0
d2,1,0.094599,2.794315,[41 50] ; [30 61],[35.5 55.5] ; [35.5 55.5],0
u2,1,0.147299,2.1,[18 12] ; [17 23],[15. 15.] ; [20. 20.],0
s1,1,0.147973,2.093023,[ 2 88] ; [ 6 84],[ 4. 86.] ; [ 4. 86.],0
n2,1,0.149053,2.081914,[16  1] ; [21  6],[14.29545455  2.70454545] ; [22.70454545  4.29545455],0
a3,1,0.15108,2.061308,[61 30] ; [51 39],[56.30939227 34.69060773] ; [55.69060773 34.30939227],0
v4,1,0.152496,2.047109,[87  2] ; [84  6],[85.02234637  3.97765363] ; [85.97765363  4.02234637],0
a8,1,0.156918,2.003679,[10 75] ; [16 65],[13.31325301 71.68674699] ; [12.68674699 68.31325301],0
r1,1,0.213484,1.54764,[73 17] ; [66 24],[69.5 20.5] ; [69.5 20.5],0
b1,1,0.217405,1.521421,[37 54] ; [29 62],[33. 58.] ; [33. 58.],0
p2,1,0.235057,1.409994,[83  8] ; [77 13],[80.44198895 10.55801105] ; [79.55801105 10.44198895],0
r2,1,0.284625,1.144873,[84  5] ; [82  9],[82.07777778  6.92222222] ; [83.92222222  7.07777778],0
b3,1,0.345472,0.89002,[20 37] ; [11 31],[17.84848485 39.15151515] ; [13.15151515 28.84848485],0
b2,1,0.345472,0.89002,[20 37] ; [11 31],[17.84848485 39.15151515] ; [13.15151515 28.84848485],0
a4,1,0.375547,0.785228,[34 57] ; [28 62],[31.17127072 59.82872928] ; [30.82872928 59.17127072],0
a7,1,0.39029,0.738037,[66 25] ; [71 20],[68.5 22.5] ; [68.5 22.5],0
s2,1,0.415561,0.662835,[45 43] ; [41 50],[42.27932961 45.72067039] ; [43.72067039 47.27932961],0
a6,1,0.447358,0.577338,[53 38] ; [58 33],[55.5 35.5] ; [55.5 35.5],0
p10,1,0.456057,0.555556,[74 16] ; [70 20],[72. 18.] ; [72. 18.],0
p12,1,0.479381,0.500271,[ 5 86] ; [ 3 87],[ 4.02209945 86.97790055] ; [ 3.97790055 86.02209945],0
