Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,92.247763,[223 147] ; [ 61 213],[163.16770186 206.83229814] ; [120.83229814 153.16770186],1
v1,1,0.0,47.855886,[253 117] ; [113 162],[209.95348837 160.04651163] ; [156.04651163 118.95348837],1
d1,1,0.000868,11.089952,[254 124] ; [153 128],[233.45371775 144.54628225] ; [173.54628225 107.45371775],1
d4,1,0.000983,10.85989,[327  48] ; [216  63],[311.35321101  63.64678899] ; [231.64678899  47.35321101],1
p7,1,0.002685,9.0101,[259 107] ; [164 112],[241.14953271 124.85046729] ; [181.85046729  94.14953271],0
p10,1,0.002985,8.816381,[321  51] ; [215  63],[306.75692308  65.24307692] ; [229.24307692  48.75692308],0
p3,1,0.004421,8.102375,[221 152] ; [134 145],[203.0904908 169.9095092] ; [151.9095092 127.0904908],0
d2,1,0.008546,6.915303,[211 164] ; [128 151],[194.38073394 180.61926606] ; [144.61926606 134.38073394],0
s8,1,0.008988,6.825305,[193 180] ; [116 164],[176.50382848 196.49617152] ; [132.49617152 147.50382848],0
a5,1,0.012349,6.260058,[306  71] ; [205  76],[292.77659574  84.22340426] ; [218.22340426  62.77659574],0
p9,1,0.013709,6.07528,[328  44] ; [225  52],[316.97380586  55.02619414] ; [236.02619414  40.97380586],0
d5,1,0.016397,5.759809,[323  54] ; [219  60],[311.4847561  65.5152439] ; [230.5152439  48.4847561],0
r1,1,0.017348,5.660775,[325  53] ; [221  59],[313.65957447  64.34042553] ; [232.34042553  47.65957447],0
d3,1,0.018454,5.552488,[274 102] ; [180 100],[260.2195122 115.7804878] ; [193.7804878  86.2195122],0
r3,1,0.018842,5.516149,[366  11] ; [261  19],[359.78538813  17.21461187] ; [267.21461187  12.78538813],0
a3,1,0.023273,5.148016,[291  85] ; [194  85],[278.41221374  97.58778626] ; [206.58778626  72.41221374],0
s7,1,0.024057,5.090512,[209 147] ; [133 135],[195.11538462 160.88461538] ; [146.88461538 121.11538462],0
s1,1,0.026551,4.919758,[  8 363] ; [ 15 262],[ 13.16820988 357.83179012] ; [  9.83179012 267.16820988],0
a1,1,0.037454,4.329665,[ 26 352] ; [  9 272],[ 20.07587253 357.92412747] ; [ 14.92412747 266.07587253],0
s4,1,0.045537,3.998622,[ 48 326] ; [ 51 224],[ 57.05084746 316.94915254] ; [ 41.94915254 233.05084746],0
a7,1,0.049519,3.85767,[281  94] ; [191  90],[269.81707317 105.18292683] ; [202.18292683  78.81707317],0
a6,1,0.070968,3.260481,[266 109] ; [180 100],[255.34351145 119.65648855] ; [190.65648855  89.34351145],0
p12,1,0.073294,3.20767,[ 39 334] ; [ 18 261],[ 32.60889571 340.39110429] ; [ 24.39110429 254.60889571],0
n3,1,0.083451,2.996369,[51 11] ; [42 19],[46.87804878 15.12195122] ; [46.12195122 14.87804878],0
