Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,39.461647,[270  81] ; [32 46],[247.09090909 103.90909091] ; [54.90909091 23.09090909],1
p10,1,0.0,33.489245,[292  58] ; [41 36],[272.95081967  77.04918033] ; [60.04918033 16.95081967],1
p9,1,2e-06,22.667407,[301  47] ; [49 28],[286.58823529  61.41176471] ; [63.41176471 13.58823529],1
p11,1,2.4e-05,17.838598,[294  59] ; [49 30],[280.27546296  72.72453704] ; [62.72453704 16.27546296],1
n4,1,0.000148,14.398429,[270  82] ; [44 35],[256.44547564  95.55452436] ; [57.55452436 21.44547564],1
r3,1,0.001295,10.349037,[336  13] ; [68 10],[330.20140515  18.79859485] ; [73.79859485  4.20140515],0
b1,1,0.002952,8.837122,[116 237] ; [40 39],[127.47222222 225.52777778] ; [28.52777778 50.47222222],0
d1,1,0.003139,8.725069,[190 163] ; [28 51],[178.13425926 174.86574074] ; [39.86574074 39.13425926],0
r4,1,0.006952,7.285379,[313  40] ; [61 18],[305.60648148  47.39351852] ; [68.39351852 10.60648148],0
p4,1,0.0075,7.149048,[209 142] ; [34 45],[198.35581395 152.64418605] ; [44.64418605 34.35581395],0
a5,1,0.016701,5.727566,[246 107] ; [44 35],[236.96759259 116.03240741] ; [53.03240741 25.96759259],0
v4,1,0.021249,5.306271,[337  14] ; [69  8],[332.95794393  18.04205607] ; [73.04205607  3.95794393],0
p8,1,0.022662,5.194192,[183 165] ; [29 47],[174. 174.] ; [38. 38.],0
v3,1,0.026466,4.925312,[114 231] ; [15 60],[105.96428571 239.03571429] ; [23.03571429 51.96428571],0
p5,1,0.041179,4.168637,[ 34 319] ; [ 2 76],[ 29.48491879 323.51508121] ; [ 6.51508121 71.48491879],0
u1,1,0.046084,3.97851,[ 52 301] ; [ 5 74],[ 46.57638889 306.42361111] ; [10.42361111 68.57638889],0
d3,1,0.049089,3.87229,[252 100] ; [47 31],[244.7627907 107.2372093] ; [54.2372093 23.7627907],0
r2,1,0.052485,3.760229,[327  22] ; [69 10],[322.90654206  26.09345794] ; [73.09345794  5.90654206],0
s5,1,0.054985,3.682539,[ 96 250] ; [13 63],[ 89.36966825 256.63033175] ; [19.63033175 56.36966825],0
d5,1,0.062237,3.476733,[283  69] ; [56 23],[276.86310905  75.13689095] ; [62.13689095 16.86310905],0
d2,1,0.06988,3.285839,[150 201] ; [25 54],[142.84883721 208.15116279] ; [32.15116279 46.84883721],0
a7,1,0.077513,3.11629,[265  86] ; [52 27],[258.76046512  92.23953488] ; [58.23953488 20.76046512],0
b3,1,0.088261,2.905812,[ 60 136] ; [ 6 30],[ 55.75862069 140.24137931] ; [10.24137931 25.75862069],0
b2,1,0.088261,2.905812,[ 60 136] ; [ 6 30],[ 55.75862069 140.24137931] ; [10.24137931 25.75862069],0
p7,1,0.092568,2.829133,[223 124] ; [41 35],[216.56737589 130.43262411] ; [47.43262411 28.56737589],0
a8,1,0.102251,2.670075,[ 39 280] ; [ 4 68],[ 35.08184143 283.91815857] ; [ 7.91815857 64.08184143],0
s6,1,0.11952,2.423602,[189 153] ; [36 43],[182.77909739 159.22090261] ; [42.22090261 36.77909739],0
a2,1,0.140653,2.170795,[ 75 278] ; [11 68],[ 70.27314815 282.72685185] ; [15.72685185 63.27314815],0
p6,1,0.154258,2.029633,[113 236] ; [18 57],[107.82783019 241.17216981] ; [23.17216981 51.82783019],0
p3,1,0.156856,2.004276,[160 192] ; [29 50],[154.35730858 197.64269142] ; [34.64269142 44.35730858],0
u2,1,0.164238,1.934762,[61 63] ; [19 11],[64.41558442 59.58441558] ; [15.58441558 14.41558442],0
s2,1,0.252205,1.311049,[121 229] ; [22 57],[116.66666667 233.33333333] ; [26.33333333 52.66666667],0
a4,1,0.280611,1.164126,[148 204] ; [28 51],[143.74013921 208.25986079] ; [32.25986079 46.74013921],0
d4,1,0.284529,1.145328,[281  71] ; [58 20],[277.50697674  74.49302326] ; [61.49302326 16.50697674],0
p12,1,0.300268,1.073004,[ 19 332] ; [ 2 75],[ 17.22196262 333.77803738] ; [ 3.77803738 73.22196262],0
v2,1,0.307088,1.04316,[179 162] ; [34 40],[175.01927711 165.98072289] ; [37.98072289 36.01927711],0
b5,1,0.341949,0.90311,[212 141] ; [52 27],[215.72222222 137.27777778] ; [48.27777778 30.72222222],0
s7,1,0.356184,0.851303,[ 97 242] ; [17 56],[ 93.80097087 245.19902913] ; [20.19902913 52.80097087],0
s3,1,0.371517,0.798583,[143 203] ; [37 42],[146.54117647 199.45882353] ; [33.45882353 45.54117647],0
p1,1,0.389503,0.740494,[ 28 324] ; [ 4 74],[ 26.19534884 325.80465116] ; [ 5.80465116 72.19534884],0
v1,1,0.403011,0.699324,[171 175] ; [34 43],[167.68321513 178.31678487] ; [37.31678487 39.68321513],0
s4,1,0.506471,0.441352,[ 51 295] ; [14 65],[ 52.91764706 293.08235294] ; [12.08235294 66.91764706],0
r1,1,0.541367,0.373013,[268  83] ; [57 21],[265.90909091  85.09090909] ; [59.09090909 18.90909091],0
u3,1,0.5621,0.336081,[61 63] ; [16 13],[62.40522876 61.59477124] ; [14.59477124 14.40522876],0
n2,1,0.612097,0.257132,[57 17] ; [18  7],[56.06060606 17.93939394] ; [18.93939394  6.06060606],0
a3,1,0.657511,0.196561,[227 124] ; [49 30],[225.29302326 125.70697674] ; [50.70697674 28.29302326],0
a1,1,0.693777,0.155027,[ 12 341] ; [ 2 77],[ 11.43981481 341.56018519] ; [ 2.56018519 76.43981481],0
a6,1,0.816019,0.054134,[246 107] ; [54 25],[245.13888889 107.86111111] ; [54.86111111 24.13888889],0
n1,1,0.869496,0.026994,[22 52] ; [ 7 18],[21.67676768 52.32323232] ; [ 7.32323232 17.67676768],0
b4,1,0.889529,0.019293,[213 140] ; [47 32],[212.4537037 140.5462963] ; [47.5462963 31.4537037],0
n3,1,0.890879,0.018822,[58 17] ; [19  6],[57.75 17.25] ; [19.25  5.75],0
s1,1,0.916524,0.010986,[  5 343] ; [ 1 77],[  4.90140845 343.09859155] ; [ 1.09859155 76.90140845],0
