Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,124.822058,[18 66] ; [216  35],[58.67462687 25.32537313] ; [175.32537313  75.67462687],1
p2,1,0.0,47.522443,[40 46] ; [211  40],[64.05341246 21.94658754] ; [186.94658754  64.05341246],1
p11,1,0.0,33.523136,[38 48] ; [197  57],[59.44117647 26.55882353] ; [175.55882353  78.44117647],1
s6,1,2e-06,22.372161,[27 58] ; [154  97],[45.78869048 39.21130952] ; [135.21130952 115.78869048],1
v4,1,5e-06,21.031459,[64 22] ; [235  18],[75.85250737 10.14749263] ; [223.14749263  29.85250737],1
p4,1,2.7e-05,17.642445,[26 59] ; [144 109],[42.75147929 42.24852071] ; [127.24852071 125.75147929],1
s8,1,3.6e-05,17.085233,[13 72] ; [101 153],[28.5840708 56.4159292] ; [ 85.4159292 168.5840708],1
p8,1,5.4e-05,16.305397,[21 64] ; [126 127],[36.96745562 48.03254438] ; [110.03254438 142.96745562],1
r3,1,9.9e-05,15.160927,[64 22] ; [230  23],[74.5840708 11.4159292] ; [219.4159292  33.5840708],1
n6,1,0.000145,14.435918,[52 33] ; [206  47],[64.8816568 20.1183432] ; [193.1183432  59.8816568],1
p3,1,0.000265,13.306278,[19 66] ; [113 140],[33.19526627 51.80473373] ; [ 98.80473373 154.19526627],1
r4,1,0.000341,12.830068,[57 29] ; [214  40],[68.54705882 17.45294118] ; [202.45294118  51.54705882],1
s7,1,0.000753,11.353376,[17 63] ; [103 141],[29.62962963 50.37037037] ; [ 90.37037037 153.62962963],1
s5,1,0.001224,10.454277,[10 75] ; [ 73 176],[21.12275449 63.87724551] ; [ 61.87724551 187.12275449],0
s2,1,0.00163,9.925272,[20 65] ; [108 145],[32.18934911 52.81065089] ; [ 95.81065089 157.18934911],0
v1,1,0.003849,8.35378,[20 66] ; [100 146],[31.08433735 54.91566265] ; [ 88.91566265 157.08433735],0
p7,1,0.003865,8.346176,[34 51] ; [143 103],[45.45317221 39.54682779] ; [131.54682779 114.45317221],0
d4,1,0.004142,8.220389,[55 31] ; [200  52],[64.8816568 21.1183432] ; [190.1183432  61.8816568],0
p6,1,0.004273,8.164162,[14 71] ; [ 82 169],[24.28571429 60.71428571] ; [ 71.71428571 179.28571429],0
d3,1,0.01449,5.977487,[41 45] ; [158  94],[50.63313609 35.36686391] ; [148.36686391 103.63313609],0
b1,1,0.016525,5.746155,[48 38] ; [104 150],[38.44705882 47.55294118] ; [113.55294118 140.44705882],0
n5,1,0.017049,5.691284,[51 35] ; [184  68],[59.79289941 26.20710059] ; [175.20710059  76.79289941],0
b5,1,0.017431,5.652466,[42 44] ; [161  93],[51.34705882 34.65294118] ; [151.65294118 102.34705882],0
s3,1,0.022166,5.232683,[32 53] ; [130 120],[41.10447761 43.89552239] ; [120.89552239 129.10447761],0
d1,1,0.03424,4.482695,[32 54] ; [128 126],[40.47058824 45.52941176] ; [119.52941176 134.47058824],0
d2,1,0.038513,4.282205,[45 40] ; [101 151],[36.82492582 48.17507418] ; [109.17507418 142.82492582],0
r2,1,0.048669,3.88674,[71 15] ; [227  24],[76.04747774  9.95252226] ; [221.95252226  29.04747774],0
p5,1,0.064634,3.414303,[ 5 80] ; [ 33 216],[ 9.67065868 75.32934132] ; [ 28.32934132 220.67065868],0
n3,1,0.076069,3.146953,[16 17] ; [41 20],[20.0106383 12.9893617] ; [36.9893617 24.0106383],0
d5,1,0.081041,3.043907,[55 31] ; [186  66],[61.31952663 24.68047337] ; [179.68047337  72.31952663],0
a3,1,0.08462,2.973853,[47 38] ; [165  86],[53.63095238 31.36904762] ; [158.36904762  92.63095238],0
a5,1,0.085471,2.957669,[48 38] ; [168  86],[54.63529412 31.36470588] ; [161.36470588  92.63529412],0
n2,1,0.100788,2.69303,[19 17] ; [43 19],[22.7755102 13.2244898] ; [39.2244898 22.7755102],0
