Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,55.211161,[283  87] ; [58 81],[247.87819253 122.12180747] ; [93.12180747 45.87819253],1
a6,1,0.0,40.647201,[283  88] ; [65 74],[253.15294118 117.84705882] ; [94.84705882 44.15294118],1
a2,1,8e-06,19.934349,[ 93 279] ; [ 10 129],[ 74.98238748 297.01761252] ; [ 28.01761252 110.98238748],1
r4,1,4.5e-05,16.661733,[339  33] ; [108  31],[325.40900196  46.59099804] ; [121.59099804  17.40900196],1
r3,1,5.8e-05,16.166258,[353  17] ; [118  21],[342.37721022  27.62278978] ; [128.62278978  10.37721022],1
r1,1,0.0002,13.831637,[300  70] ; [91 48],[284.22396857  85.77603143] ; [106.77603143  32.22396857],1
d4,1,0.000428,12.406584,[304  67] ; [93 45],[289.3654224  81.6345776] ; [107.6345776  30.3654224],1
d5,1,0.000586,11.821064,[297  74] ; [91 48],[282.25098039  88.74901961] ; [105.74901961  33.25098039],1
v4,1,0.000727,11.418758,[354  17] ; [119  18],[345.43897638  25.56102362] ; [127.56102362   9.43897638],1
d1,1,0.00107,10.701507,[205 167] ; [54 85],[188.54794521 183.45205479] ; [70.45205479 68.54794521],0
u1,1,0.001168,10.540709,[ 59 313] ; [  7 132],[ 48.04696673 323.95303327] ; [ 17.95303327 121.04696673],0
s2,1,0.001296,10.348062,[140 230] ; [ 31 106],[124.79289941 245.20710059] ; [46.20710059 90.79289941],0
p10,1,0.001986,9.562417,[281  84] ; [86 50],[267.3752495  97.6247505] ; [99.6247505 36.3752495],0
p8,1,0.003474,8.540196,[179 185] ; [47 89],[164.528 199.472] ; [61.472 74.528],0
p4,1,0.003534,8.508762,[199 170] ; [53 82],[184.5 184.5] ; [67.5 67.5],0
p2,1,0.008303,6.966948,[300  69] ; [95 40],[289.19642857  79.80357143] ; [105.80357143  29.19642857],0
b5,1,0.008603,6.903477,[235 137] ; [70 69],[222.03522505 149.96477495] ; [82.96477495 56.03522505],0
n6,1,0.017467,5.648808,[299  71] ; [98 40],[289.15354331  80.84645669] ; [107.84645669  30.15354331],0
s6,1,0.017618,5.633783,[199 166] ; [57 77],[187.25450902 177.74549098] ; [68.74549098 65.25450902],0
a5,1,0.027174,4.879705,[258 114] ; [82 57],[247.5146771 124.4853229] ; [92.4853229 46.5146771],0
