Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b1,1,0.000777,11.294597,[20 13] ; [21 57],[12.18918919 20.81081081] ; [28.81081081 49.18918919],1
r3,1,0.001116,10.625301,[25  8] ; [74  3],[29.7  3.3] ; [69.3  7.7],0
d1,1,0.001195,10.498016,[11 22] ; [52 26],[18.72972973 14.27027027] ; [44.27027027 33.72972973],0
p2,1,0.003384,8.587685,[14 19] ; [56 22],[20.81081081 12.18918919] ; [49.18918919 28.81081081],0
d4,1,0.004972,7.88961,[21 12] ; [67 10],[26.4  6.6] ; [61.6 15.4],0
s1,1,0.011544,6.379561,[ 4 28] ; [ 1 75],[ 1.48148148 30.51851852] ; [ 3.51851852 72.48148148],0
p11,1,0.012568,6.228958,[16 17] ; [57 21],[21.7027027 11.2972973] ; [51.2972973 26.7027027],0
p10,1,0.015029,5.913102,[17 15] ; [59 18],[22.31192661  9.68807339] ; [53.68807339 23.31192661],0
a7,1,0.039697,4.230769,[21 12] ; [63 14],[25.2  7.8] ; [58.8 18.2],0
r1,1,0.051222,3.801006,[22 11] ; [65 13],[25.86486486  7.13513514] ; [61.13513514 16.86486486],0
p1,1,0.057807,3.599209,[ 6 27] ; [ 5 73],[ 3.27027027 29.72972973] ; [ 7.72972973 70.27027027],0
v4,1,0.057807,3.599209,[27  6] ; [73  5],[29.72972973  3.27027027] ; [70.27027027  7.72972973],0
d5,1,0.076145,3.145331,[22 11] ; [64 14],[25.56756757  7.43243243] ; [60.43243243 17.56756757],0
n1,1,0.088471,2.901982,[3 1] ; [ 7 16],[1.48148148 2.51851852] ; [ 8.51851852 14.48148148],0
p4,1,0.093383,2.815063,[10 22] ; [38 40],[13.96363636 18.03636364] ; [34.03636364 43.96363636],0
p9,1,0.105192,2.625009,[20 12] ; [59 17],[23.40740741  8.59259259] ; [55.59259259 20.40740741],0
n4,1,0.113762,2.501166,[29  4] ; [58 20],[25.86486486  7.13513514] ; [61.13513514 16.86486486],0
p12,1,0.135186,2.231913,[ 2 31] ; [13 65],[ 4.45945946 28.54054054] ; [10.54054054 67.45945946],0
p8,1,0.136573,2.21615,[ 6 27] ; [25 53],[ 9.21621622 23.78378378] ; [21.78378378 56.21621622],0
s8,1,0.137999,2.200135,[11 22] ; [37 39],[14.53211009 18.46788991] ; [33.46788991 42.53211009],0
p5,1,0.141505,2.161514,[ 5 28] ; [ 5 73],[ 2.97297297 30.02702703] ; [ 7.02702703 70.97297297],0
p6,1,0.277353,1.180017,[ 3 30] ; [13 63],[ 4.8440367 28.1559633] ; [11.1559633 64.8440367],0
n6,1,0.346846,0.884962,[24  9] ; [63 15],[25.86486486  7.13513514] ; [61.13513514 16.86486486],0
r4,1,0.352983,0.862703,[26  7] ; [67 11],[27.64864865  5.35135135] ; [65.35135135 12.64864865],0
s3,1,0.363996,0.82406,[14 18] ; [40 35],[16.14953271 15.85046729] ; [37.85046729 37.14953271],0
d3,1,0.378299,0.776224,[20 13] ; [54 24],[22. 11.] ; [52. 26.],0
b4,1,0.476049,0.507901,[21 12] ; [55 23],[22.59459459 10.40540541] ; [53.40540541 24.59459459],0
u2,1,0.506984,0.440286,[5 4] ; [13  6],[5.78571429 3.21428571] ; [12.21428571  6.78571429],0
