Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,67.378756,[50 60] ; [288  53],[82.43902439 27.56097561] ; [255.56097561  85.43902439],1
d2,1,0.0,55.278192,[25 85] ; [215 124],[58.79732739 51.20267261] ; [181.20267261 157.79732739],1
a4,1,0.0,52.571272,[20 90] ; [198 144],[53.05309735 56.94690265] ; [164.94690265 177.05309735],1
d1,1,0.0,47.481878,[41 69] ; [251  91],[71.0619469 38.9380531] ; [220.9380531 121.0619469],1
u1,1,1e-06,23.902476,[  6 104] ; [ 95 247],[24.57964602 85.42035398] ; [ 76.42035398 265.57964602],1
a6,1,2.6e-05,17.664751,[53 57] ; [238 101],[71.29175947 38.70824053] ; [219.70824053 119.29175947],1
n4,1,2.9e-05,17.50402,[70 40] ; [281  59],[85.8 24.2] ; [265.2  74.8],1
v2,1,5.8e-05,16.153674,[44 61] ; [209 117],[61.63573086 43.36426914] ; [191.36426914 134.63573086],1
d5,1,0.000407,12.49876,[80 29] ; [297  42],[91.72544643 17.27455357] ; [285.27455357  53.72544643],1
p3,1,0.00055,11.937791,[42 67] ; [195 144],[57.66294643 51.33705357] ; [179.33705357 159.66294643],1
p4,1,0.00083,11.171951,[55 54] ; [231 108],[69.58482143 39.41517857] ; [216.41517857 122.58482143],1
d4,1,0.002509,9.13382,[85 25] ; [301  38],[94.56570156 15.43429844] ; [291.43429844  47.56570156],0
r4,1,0.002944,8.842156,[97 13] ; [328  14],[103.42920354   6.57079646] ; [321.57079646  20.42920354],0
b2,1,0.003444,8.555721,[15 48] ; [ 94 118],[24.97090909 38.02909091] ; [ 84.02909091 127.97090909],0
b3,1,0.003444,8.555721,[15 48] ; [ 94 118],[24.97090909 38.02909091] ; [ 84.02909091 127.97090909],0
s8,1,0.00345,8.55273,[55 55] ; [223 117],[67.95555556 42.04444444] ; [210.04444444 129.95555556],0
s7,1,0.003678,8.436512,[61 42] ; [244  85],[72.71990741 30.28009259] ; [232.28009259  96.71990741],0
v3,1,0.00383,8.362779,[32 71] ; [155 173],[44.68909513 58.31090487] ; [142.31090487 185.68909513],0
v1,1,0.004662,8.005935,[50 57] ; [206 125],[62.53881279 44.46118721] ; [193.46118721 137.53881279],0
r1,1,0.008699,6.883536,[83 27] ; [292  47],[91.87082405 18.12917595] ; [283.12917595  55.87082405],0
s6,1,0.015375,5.872988,[85 22] ; [297  38],[92.47511312 14.52488688] ; [289.52488688  45.47511312],0
p9,1,0.018007,5.595449,[85 19] ; [306  33],[91.79232506 12.20767494] ; [299.20767494  39.79232506],0
s5,1,0.01813,5.583498,[41 64] ; [170 155],[51.52325581 53.47674419] ; [159.47674419 165.52325581],0
d3,1,0.030491,4.681401,[68 41] ; [249  91],[76.95545657 32.04454343] ; [240.04454343  99.95545657],0
n6,1,0.032318,4.581532,[86 22] ; [297  41],[92.74439462 15.25560538] ; [290.25560538  47.74439462],0
p11,1,0.053246,3.736191,[77 33] ; [270  72],[84.44690265 25.55309735] ; [262.55309735  79.44690265],0
u4,1,0.086056,2.946651,[  1 109] ; [ 15 327],[  3.89380531 106.10619469] ; [ 12.10619469 329.89380531],0
p12,1,0.102563,2.665226,[  7 101] ; [ 41 299],[11.57142857 96.42857143] ; [ 36.42857143 303.57142857],0
s4,1,0.11496,2.48468,[32 76] ; [ 75 263],[25.9103139 82.0896861] ; [ 81.0896861 256.9103139],0
a1,1,0.117244,2.453762,[  3 107] ; [ 23 319],[  6.32743363 103.67256637] ; [ 19.67256637 322.32743363],0
p6,1,0.137866,2.201617,[39 67] ; [152 186],[45.5990991 60.4009009] ; [145.4009009 192.5990991],0
p10,1,0.140465,2.172856,[85 20] ; [295  45],[89.66292135 15.33707865] ; [290.33707865  49.66292135],0
p1,1,0.172997,1.856781,[14 94] ; [ 29 311],[10.36607143 97.63392857] ; [ 32.63392857 307.36607143],0
n3,1,0.183828,1.766402,[15  9] ; [58 18],[17.52  6.48] ; [55.48 20.52],0
a8,1,0.230272,1.439181,[12 91] ; [ 52 262],[15.80815348 87.19184652] ; [ 48.19184652 265.80815348],0
n2,1,0.280275,1.165756,[21  3] ; [58 17],[19.15151515  4.84848485] ; [59.84848485 15.15151515],0
n5,1,0.29907,1.078338,[81 28] ; [268  71],[84.91294643 24.08705357] ; [264.08705357  74.91294643],0
v4,1,0.341292,0.905573,[105   4] ; [334   7],[106.33555556   2.66444444] ; [332.66444444   8.33555556],0
u3,1,0.409406,0.680524,[38 21] ; [38 15],[40.03571429 18.96428571] ; [35.96428571 17.03571429],0
p8,1,0.450932,0.568308,[53 54] ; [181 156],[56.39189189 50.60810811] ; [177.60810811 159.39189189],0
s1,1,0.457426,0.552187,[  7 100] ; [ 16 323],[  5.51793722 101.48206278] ; [ 17.48206278 321.51793722],0
a7,1,0.50124,0.452311,[77 31] ; [255  87],[79.68 28.32] ; [252.32  89.68],0
p2,1,0.520416,0.413069,[88 20] ; [286  54],[90.16071429 17.83928571] ; [283.83928571  56.16071429],0
p5,1,0.584533,0.298963,[15 91] ; [ 41 297],[13.36936937 92.63063063] ; [ 42.63063063 295.36936937],0
b4,1,0.73701,0.112772,[66 44] ; [199 143],[64.49115044 45.50884956] ; [200.50884956 141.49115044],0
r3,1,0.81897,0.052382,[105   3] ; [331  11],[104.64   3.36] ; [331.36  10.64],0
b1,1,0.83147,0.045291,[45 65] ; [136 206],[44.04867257 65.95132743] ; [136.95132743 205.04867257],0
s3,1,0.868352,0.027474,[96 14] ; [297  41],[96.49553571 13.50446429] ; [296.50446429  41.49553571],0
b5,1,0.899774,0.015862,[67 43] ; [206 136],[66.4380531 43.5619469] ; [206.5619469 135.4380531],0
