Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,3.3e-05,17.238071,[81  6] ; [63 29],[69.98882682 17.01117318] ; [74.01117318 17.98882682],1
r4,1,0.000101,15.11395,[72 16] ; [51 42],[59.80110497 28.19889503] ; [63.19889503 29.80110497],1
p2,1,0.000368,12.687897,[61 27] ; [40 53],[49.10497238 38.89502762] ; [51.89502762 41.10497238],1
v4,1,0.001012,10.806092,[79  8] ; [65 26],[70.38202247 16.61797753] ; [73.61797753 17.38202247],0
p10,1,0.002437,9.187213,[30 57] ; [14 79],[21.26666667 65.73333333] ; [22.73333333 70.26666667],0
n6,1,0.006919,7.293923,[64 24] ; [49 43],[55.24444444 32.75555556] ; [57.75555556 34.24444444],0
p7,1,0.007307,7.195797,[47 40] ; [31 60],[38.12359551 48.87640449] ; [39.87640449 51.12359551],0
s7,1,0.019928,5.418156,[30 55] ; [16 67],[23.27380952 61.72619048] ; [22.72619048 60.27380952],0
a1,1,0.037156,4.343268,[ 2 86] ; [ 9 84],[ 5.3480663 82.6519337] ; [ 5.6519337 87.3480663],0
b4,1,0.047067,3.942992,[60 28] ; [50 43],[53.48066298 34.51933702] ; [56.51933702 36.48066298],0
n3,1,0.049422,3.860953,[19  7] ; [20 21],[15.13432836 10.86567164] ; [23.86567164 17.13432836],0
p4,1,0.054085,3.710064,[39 49] ; [28 64],[32.75555556 55.24444444] ; [34.24444444 57.75555556],0
s2,1,0.054871,3.686016,[33 53] ; [23 69],[27.05617978 58.94382022] ; [28.94382022 63.05617978],0
s3,1,0.066913,3.357163,[42 45] ; [32 60],[35.96648045 51.03351955] ; [38.03351955 53.96648045],0
r1,1,0.078909,3.087239,[67 21] ; [59 33],[61.6 26.4] ; [64.4 27.6],0
a8,1,0.091495,2.847877,[ 8 71] ; [ 3 82],[ 5.29878049 73.70121951] ; [ 5.70121951 79.29878049],0
b1,1,0.092863,2.824033,[43 45] ; [57 36],[48.61878453 39.38121547] ; [51.38121547 41.61878453],0
p6,1,0.101716,2.678429,[21 66] ; [13 77],[16.71186441 70.28813559] ; [17.28813559 72.71186441],0
n4,1,0.103183,2.655644,[61 27] ; [53 39],[55.73333333 32.26666667] ; [58.26666667 33.73333333],0
s8,1,0.108607,2.574375,[22 66] ; [14 77],[17.69832402 70.30167598] ; [18.30167598 72.69832402],0
u3,1,0.11741,2.451532,[24 16] ; [17 23],[20.5 19.5] ; [20.5 19.5],0
r2,1,0.161711,1.958153,[78 10] ; [73 17],[74.65168539 13.34831461] ; [76.34831461 13.65168539],0
u2,1,0.17409,1.847368,[22 17] ; [16 23],[19. 20.] ; [19. 20.],0
