Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.002995,8.810674,[116   4] ; [48  9],[111.18644068   8.81355932] ; [52.81355932  4.18644068],0
p11,1,0.005539,7.694505,[97 23] ; [35 22],[89.49152542 30.50847458] ; [42.50847458 14.49152542],0
v4,1,0.023145,5.157592,[114   4] ; [50  7],[110.58285714   7.41714286] ; [53.41714286  3.58285714],0
r4,1,0.033728,4.508463,[104  16] ; [42 15],[98.98305085 21.01694915] ; [47.01694915  9.98305085],0
b1,1,0.039051,4.258647,[32 88] ; [24 33],[37.96610169 82.03389831] ; [18.03389831 38.96610169],0
n5,1,0.042448,4.11725,[52 68] ; [15 40],[45.94285714 74.05714286] ; [21.05714286 33.94285714],0
p2,1,0.044626,4.032716,[100  18] ; [41 16],[95.07428571 22.92571429] ; [45.92571429 11.07428571],0
n1,1,0.051223,3.800969,[ 8 35] ; [ 8 11],[11.09677419 31.90322581] ; [ 4.90322581 14.09677419],0
a5,1,0.072568,3.22396,[78 42] ; [29 28],[72.54237288 47.45762712] ; [34.45762712 22.54237288],0
s4,1,0.087045,2.928189,[33 87] ; [ 9 48],[28.47457627 91.52542373] ; [13.52542373 43.47457627],0
p7,1,0.10922,2.565474,[70 46] ; [25 28],[65.20710059 50.79289941] ; [29.79289941 23.20710059],0
d2,1,0.125112,2.352125,[41 79] ; [13 44],[36.61016949 83.38983051] ; [17.38983051 39.61016949],0
b4,1,0.141373,2.162954,[73 47] ; [28 29],[68.47457627 51.52542373] ; [32.52542373 24.47457627],0
u2,1,0.144117,2.133435,[23 23] ; [17  8],[25.91549296 20.08450704] ; [14.08450704 10.91549296],0
r2,1,0.173782,1.850009,[110   9] ; [49  8],[107.50568182  11.49431818] ; [51.49431818  5.50568182],0
p1,1,0.181921,1.781864,[  6 112] ; [ 6 51],[  8.09142857 109.90857143] ; [ 3.90857143 53.09142857],0
s1,1,0.197582,1.660156,[  1 119] ; [ 2 55],[  2.03389831 117.96610169] ; [ 0.96610169 56.03389831],0
n3,1,0.20961,1.574121,[27 16] ; [15  4],[29.12903226 13.87096774] ; [12.87096774  6.12903226],0
p10,1,0.241586,1.371317,[104  15] ; [46 11],[101.42045455  17.57954545] ; [48.57954545  8.42045455],0
s6,1,0.273155,1.200832,[75 44] ; [31 26],[71.67045455 47.32954545] ; [34.32954545 22.67045455],0
p12,1,0.30056,1.071707,[  6 114] ; [ 1 56],[  4.74576271 115.25423729] ; [ 2.25423729 54.74576271],0
